correct,example_id,failure_reason,label,model_seed,oracle_substitution,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,P2:validation:9,,contraposition:invalid,37,,61,validation,P2,61,18.058459758758545,cp_consequent_polarity,1,61
1,P2:validation:341,,modus_tollens:invalid,37,,61,validation,P2,61,26.751276969909668,mt_query_polarity,1,61
1,P2:validation:80,,contraposition:valid,37,,60,validation,P2,60,15.543249130249023,cp_consequent_polarity,1,60
1,P2:validation:495,,modus_tollens:invalid,37,,61,validation,P2,61,8.629935264587402,mt_rule_direction,1,61
1,P2:validation:745,,modus_tollens:invalid,37,,61,validation,P2,61,19.349647521972656,mt_fact_polarity,1,61
1,P2:validation:701,,modus_tollens:invalid,37,,61,validation,P2,61,26.042297840118408,mt_query_polarity,1,61
1,P2:validation:740,,contraposition:valid,37,,60,validation,P2,60,26.551934480667114,cp_consequent_polarity,1,60
1,P2:validation:218,,modus_tollens:valid,37,,60,validation,P2,60,20.93083643913269,mt_rule_direction,1,60
1,P2:validation:82,,contraposition:valid,37,,60,validation,P2,60,19.931974411010742,cp_direction,1,60
1,P2:validation:152,,contraposition:valid,37,,60,validation,P2,60,14.847880363464355,cp_consequent_polarity,1,60
1,P2:validation:563,,contraposition:invalid,37,,61,validation,P2,61,23.226701736450195,cp_direction,1,61
1,P2:validation:139,,contraposition:invalid,37,,61,validation,P2,61,22.84807014465332,cp_antecedent_polarity,1,61
1,P2:validation:202,,contraposition:valid,37,,60,validation,P2,60,18.73006772994995,cp_direction,1,60
1,P2:validation:431,,contraposition:invalid,37,,61,validation,P2,61,18.97263813018799,cp_direction,1,61
1,P2:validation:453,,contraposition:invalid,37,,61,validation,P2,61,22.82722496986389,cp_consequent_polarity,1,61
1,P2:validation:125,,modus_tollens:invalid,37,,61,validation,P2,61,17.94230628013611,mt_query_polarity,1,61
1,P2:validation:754,,contraposition:valid,37,,60,validation,P2,60,16.760193347930908,cp_direction,1,60
0,P2:validation:183,,modus_tollens:invalid,37,,60,validation,P2,61,-2.7881593704223633,mt_rule_direction,0,60
1,P2:validation:347,,contraposition:invalid,37,,61,validation,P2,61,15.215818881988525,cp_direction,1,61
1,P2:validation:206,,modus_tollens:valid,37,,60,validation,P2,60,13.16769790649414,mt_rule_direction,1,60
1,P2:validation:321,,contraposition:invalid,37,,61,validation,P2,61,24.084577322006226,cp_consequent_polarity,1,61
1,P2:validation:34,,contraposition:valid,37,,60,validation,P2,60,24.893019676208496,cp_direction,1,60
1,P2:validation:731,,contraposition:invalid,37,,61,validation,P2,61,17.795796394348145,cp_direction,1,61
1,P2:validation:28,,modus_tollens:valid,37,,60,validation,P2,60,8.47167682647705,mt_query_polarity,1,60
1,P2:validation:162,,contraposition:valid,37,,60,validation,P2,60,16.89806604385376,cp_antecedent_polarity,1,60
1,P2:validation:51,,modus_tollens:invalid,37,,61,validation,P2,61,13.350590229034424,mt_rule_direction,1,61
1,P2:validation:695,,contraposition:invalid,37,,61,validation,P2,61,22.914082765579224,cp_direction,1,61
1,P2:validation:527,,contraposition:invalid,37,,61,validation,P2,61,14.723758459091187,cp_direction,1,61
1,P2:validation:23,,contraposition:invalid,37,,61,validation,P2,61,9.417333602905273,cp_direction,1,61
1,P2:validation:577,,modus_tollens:invalid,37,,61,validation,P2,61,18.63730227947235,mt_fact_polarity,1,61
1,P2:validation:560,,contraposition:valid,37,,60,validation,P2,60,21.08573818206787,cp_consequent_polarity,1,60
1,P2:validation:463,,contraposition:invalid,37,,61,validation,P2,61,21.339756846427917,cp_antecedent_polarity,1,61
1,P2:validation:244,,modus_tollens:valid,37,,60,validation,P2,60,16.625102996826172,mt_query_polarity,1,60
1,P2:validation:483,,modus_tollens:invalid,37,,61,validation,P2,61,9.680644035339355,mt_rule_direction,1,61
1,P2:validation:131,,contraposition:invalid,37,,61,validation,P2,61,9.851079940795898,cp_direction,1,61
1,P2:validation:185,,modus_tollens:invalid,37,,61,validation,P2,61,26.12459421157837,mt_query_polarity,1,61
1,P2:validation:713,,modus_tollens:invalid,37,,61,validation,P2,61,26.6543288230896,mt_query_polarity,1,61
1,P2:validation:173,,modus_tollens:invalid,37,,61,validation,P2,61,25.86758518218994,mt_query_polarity,1,61
1,P2:validation:652,,modus_tollens:valid,37,,60,validation,P2,60,23.734829127788544,mt_query_polarity,1,60
1,P2:validation:133,,modus_tollens:invalid,37,,61,validation,P2,61,24.957618236541748,mt_fact_polarity,1,61
1,P2:validation:556,,modus_tollens:valid,37,,60,validation,P2,60,19.071460247039795,mt_query_polarity,1,60
1,P2:validation:404,,contraposition:valid,37,,60,validation,P2,60,17.575528144836426,cp_consequent_polarity,1,60
1,P2:validation:613,,modus_tollens:invalid,37,,61,validation,P2,61,26.889946937561035,mt_fact_polarity,1,61
1,P2:validation:617,,modus_tollens:invalid,37,,61,validation,P2,61,25.911654472351074,mt_query_polarity,1,61
1,P2:validation:419,,contraposition:invalid,37,,61,validation,P2,61,18.261797666549683,cp_direction,1,61
1,P2:validation:312,,modus_tollens:valid,37,,60,validation,P2,60,11.067543029785156,mt_fact_polarity,1,60
1,P2:validation:134,,modus_tollens:valid,37,,60,validation,P2,60,15.161545276641846,mt_rule_direction,1,60
1,P2:validation:507,,modus_tollens:invalid,37,,61,validation,P2,61,13.572568416595459,mt_rule_direction,1,61
1,P2:validation:357,,contraposition:invalid,37,,61,validation,P2,61,18.977084755897522,cp_consequent_polarity,1,61
1,P2:validation:524,,contraposition:valid,37,,60,validation,P2,60,13.283140182495117,cp_consequent_polarity,1,60
1,P2:validation:249,,contraposition:invalid,37,,61,validation,P2,61,20.981523036956787,cp_consequent_polarity,1,61
1,P2:validation:375,,modus_tollens:invalid,37,,61,validation,P2,61,8.809947967529297,mt_rule_direction,1,61
1,P2:validation:516,,modus_tollens:valid,37,,60,validation,P2,60,11.319910049438477,mt_fact_polarity,1,60
1,P2:validation:275,,contraposition:invalid,37,,61,validation,P2,61,16.85072374343872,cp_direction,1,61
1,P2:validation:634,,contraposition:valid,37,,60,validation,P2,60,16.404393672943115,cp_direction,1,60
1,P2:validation:384,,modus_tollens:valid,37,,60,validation,P2,60,16.347930908203125,mt_fact_polarity,1,60
1,P2:validation:698,,modus_tollens:valid,37,,60,validation,P2,60,16.625102996826172,mt_rule_direction,1,60
1,P2:validation:428,,contraposition:valid,37,,60,validation,P2,60,13.964980125427246,cp_consequent_polarity,1,60
1,P2:validation:598,,contraposition:valid,37,,60,validation,P2,60,17.541998386383057,cp_direction,1,60
1,P2:validation:222,,contraposition:valid,37,,60,validation,P2,60,18.6946861743927,cp_antecedent_polarity,1,60
1,P2:validation:250,,contraposition:valid,37,,60,validation,P2,60,19.419265747070312,cp_direction,1,60
1,P2:validation:296,,contraposition:valid,37,,60,validation,P2,60,21.895923376083374,cp_consequent_polarity,1,60
1,P2:validation:432,,modus_tollens:valid,37,,60,validation,P2,60,9.1016206741333,mt_fact_polarity,1,60
1,P2:validation:113,,modus_tollens:invalid,37,,61,validation,P2,61,13.07188367843628,mt_query_polarity,1,61
1,P2:validation:484,,modus_tollens:valid,37,,60,validation,P2,60,20.88511300086975,mt_query_polarity,1,60
1,P2:validation:363,,modus_tollens:invalid,37,,61,validation,P2,61,25.51090717315674,mt_rule_direction,1,61
1,P2:validation:612,,modus_tollens:valid,37,,60,validation,P2,60,12.103082656860352,mt_fact_polarity,1,60
1,P2:validation:505,,modus_tollens:invalid,37,,61,validation,P2,61,26.80202865600586,mt_fact_polarity,1,61
1,P2:validation:226,,contraposition:valid,37,,60,validation,P2,60,9.415485382080078,cp_direction,1,60
1,P2:validation:83,,contraposition:invalid,37,,61,validation,P2,61,9.851079940795898,cp_direction,1,61
1,P2:validation:706,,contraposition:valid,37,,60,validation,P2,60,13.010799407958984,cp_direction,1,60
1,P2:validation:331,,contraposition:invalid,37,,61,validation,P2,61,25.63604497909546,cp_antecedent_polarity,1,61
1,P2:validation:177,,contraposition:invalid,37,,61,validation,P2,61,21.60490894317627,cp_consequent_polarity,1,61
1,P2:validation:101,,modus_tollens:invalid,37,,61,validation,P2,61,15.656696319580078,mt_query_polarity,1,61
1,P2:validation:124,,modus_tollens:valid,37,,60,validation,P2,60,14.649925708770752,mt_query_polarity,1,60
1,P2:validation:0,,modus_tollens:valid,37,,60,validation,P2,60,13.6240234375,mt_fact_polarity,1,60
1,P2:validation:655,,contraposition:invalid,37,,61,validation,P2,61,15.815430879592896,cp_antecedent_polarity,1,61
1,P2:validation:74,,modus_tollens:valid,37,,60,validation,P2,60,14.649925708770752,mt_rule_direction,1,60
1,P2:validation:27,,modus_tollens:invalid,37,,61,validation,P2,61,25.350308895111084,mt_rule_direction,1,61
1,P2:validation:199,,contraposition:invalid,37,,61,validation,P2,61,20.163718044757843,cp_antecedent_polarity,1,61
1,P2:validation:42,,contraposition:valid,37,,60,validation,P2,60,20.497986555099487,cp_antecedent_polarity,1,60
1,P2:validation:57,,contraposition:invalid,37,,61,validation,P2,61,18.849073469638824,cp_consequent_polarity,1,61
1,P2:validation:726,,contraposition:valid,37,,60,validation,P2,60,14.381582260131836,cp_antecedent_polarity,1,60
1,P2:validation:217,,modus_tollens:invalid,37,,61,validation,P2,61,25.558727264404297,mt_fact_polarity,1,61
1,P2:validation:187,,contraposition:invalid,37,,61,validation,P2,61,20.858698591589928,cp_antecedent_polarity,1,61
1,P2:validation:610,,contraposition:valid,37,,60,validation,P2,60,11.596267700195312,cp_direction,1,60
1,P2:validation:694,,contraposition:valid,37,,60,validation,P2,60,8.619635581970215,cp_direction,1,60
1,P2:validation:58,,contraposition:valid,37,,60,validation,P2,60,21.489142179489136,cp_direction,1,60
1,P2:validation:91,,contraposition:invalid,37,,61,validation,P2,61,15.421923875808716,cp_antecedent_polarity,1,61
1,P2:validation:446,,modus_tollens:valid,37,,60,validation,P2,60,23.012137055397034,mt_rule_direction,1,60
1,P2:validation:360,,modus_tollens:valid,37,,60,validation,P2,60,14.285384178161621,mt_fact_polarity,1,60
1,P2:validation:430,,contraposition:valid,37,,60,validation,P2,60,23.333290934562683,cp_direction,1,60
1,P2:validation:165,,contraposition:invalid,37,,61,validation,P2,61,18.87203025817871,cp_consequent_polarity,1,61
1,P2:validation:56,,contraposition:valid,37,,60,validation,P2,60,18.219995975494385,cp_consequent_polarity,1,60
1,P2:validation:307,,contraposition:invalid,37,,61,validation,P2,61,25.409265518188477,cp_antecedent_polarity,1,61
1,P2:validation:19,,contraposition:invalid,37,,61,validation,P2,61,19.212259769439697,cp_antecedent_polarity,1,61
1,P2:validation:684,,modus_tollens:valid,37,,60,validation,P2,60,10.033629417419434,mt_fact_polarity,1,60
1,P2:validation:179,,contraposition:invalid,37,,61,validation,P2,61,23.572402000427246,cp_direction,1,61
1,P2:validation:552,,modus_tollens:valid,37,,60,validation,P2,60,21.061604022979736,mt_fact_polarity,1,60
1,P2:validation:229,,modus_tollens:invalid,37,,61,validation,P2,61,12.626114845275879,mt_fact_polarity,1,61
1,P2:validation:79,,contraposition:invalid,37,,61,validation,P2,61,25.260951042175293,cp_antecedent_polarity,1,61
1,P2:validation:88,,modus_tollens:valid,37,,60,validation,P2,60,10.15083122253418,mt_query_polarity,1,60
1,P2:validation:159,,modus_tollens:invalid,37,,61,validation,P2,61,11.161536693572998,mt_rule_direction,1,61
1,P2:validation:284,,contraposition:valid,37,,60,validation,P2,60,16.63502311706543,cp_consequent_polarity,1,60
1,P2:validation:554,,modus_tollens:valid,37,,60,validation,P2,60,14.649928569793701,mt_rule_direction,1,60
1,P2:validation:536,,contraposition:valid,37,,60,validation,P2,60,13.46566390991211,cp_consequent_polarity,1,60
1,P2:validation:270,,contraposition:valid,37,,60,validation,P2,60,17.703324794769287,cp_antecedent_polarity,1,60
1,P2:validation:337,,modus_tollens:invalid,37,,61,validation,P2,61,22.428454399108887,mt_fact_polarity,1,61
1,P2:validation:764,,contraposition:valid,37,,60,validation,P2,60,27.538718938827515,cp_consequent_polarity,1,60
1,P2:validation:481,,modus_tollens:invalid,37,,61,validation,P2,61,25.518949508666992,mt_fact_polarity,1,61
1,P2:validation:397,,modus_tollens:invalid,37,,61,validation,P2,61,21.143049001693726,mt_fact_polarity,1,61
1,P2:validation:492,,modus_tollens:valid,37,,60,validation,P2,60,15.256105422973633,mt_fact_polarity,1,60
1,P2:validation:151,,contraposition:invalid,37,,61,validation,P2,61,18.516177892684937,cp_antecedent_polarity,1,61
1,P2:validation:767,,contraposition:invalid,37,,61,validation,P2,61,14.231042861938477,cp_direction,1,61
1,P2:validation:518,,modus_tollens:valid,37,,60,validation,P2,60,21.531696796417236,mt_rule_direction,1,60
1,P2:validation:148,,modus_tollens:valid,37,,60,validation,P2,60,20.930254697799683,mt_query_polarity,1,60
1,P2:validation:385,,modus_tollens:invalid,37,,61,validation,P2,61,17.97701334953308,mt_fact_polarity,1,61
1,P2:validation:640,,modus_tollens:valid,37,,60,validation,P2,60,14.393804550170898,mt_query_polarity,1,60
1,P2:validation:653,,modus_tollens:invalid,37,,61,validation,P2,61,25.79461145401001,mt_query_polarity,1,61
1,P2:validation:49,,modus_tollens:invalid,37,,61,validation,P2,61,12.626114845275879,mt_fact_polarity,1,61
1,P2:validation:544,,modus_tollens:valid,37,,60,validation,P2,60,23.21920359134674,mt_query_polarity,1,60
1,P2:validation:154,,contraposition:valid,37,,60,validation,P2,60,11.084816932678223,cp_direction,1,60
1,P2:validation:702,,contraposition:valid,37,,60,validation,P2,60,12.297178268432617,cp_antecedent_polarity,1,60
1,P2:validation:112,,modus_tollens:valid,37,,60,validation,P2,60,24.94222965836525,mt_query_polarity,1,60
1,P2:validation:135,,modus_tollens:invalid,37,,61,validation,P2,61,15.258989572525024,mt_rule_direction,1,61
1,P2:validation:438,,contraposition:valid,37,,60,validation,P2,60,13.443352699279785,cp_antecedent_polarity,1,60
1,P2:validation:109,,modus_tollens:invalid,37,,61,validation,P2,61,19.059169821441174,mt_fact_polarity,1,61
1,P2:validation:679,,contraposition:invalid,37,,61,validation,P2,61,20.340408623218536,cp_antecedent_polarity,1,61
1,P2:validation:146,,modus_tollens:valid,37,,60,validation,P2,60,16.676811695098877,mt_rule_direction,1,60
1,P2:validation:755,,contraposition:invalid,37,,61,validation,P2,61,15.215818881988525,cp_direction,1,61
1,P2:validation:615,,modus_tollens:invalid,37,,61,validation,P2,61,9.34043025970459,mt_rule_direction,1,61
1,P2:validation:691,,contraposition:invalid,37,,61,validation,P2,61,20.340409338474274,cp_antecedent_polarity,1,61
1,P2:validation:271,,contraposition:invalid,37,,61,validation,P2,61,15.133093357086182,cp_antecedent_polarity,1,61
1,P2:validation:477,,contraposition:invalid,37,,61,validation,P2,61,18.87203025817871,cp_consequent_polarity,1,61
1,P2:validation:671,,contraposition:invalid,37,,61,validation,P2,61,21.596905827522278,cp_direction,1,61
1,P2:validation:2,,modus_tollens:valid,37,,60,validation,P2,60,14.010324001312256,mt_rule_direction,1,60
1,P2:validation:299,,contraposition:invalid,37,,61,validation,P2,61,15.266046047210693,cp_direction,1,61
1,P2:validation:378,,contraposition:valid,37,,60,validation,P2,60,11.351848602294922,cp_antecedent_polarity,1,60
1,P2:validation:627,,modus_tollens:invalid,37,,61,validation,P2,61,7.394054412841797,mt_rule_direction,1,61
1,P2:validation:31,,contraposition:invalid,37,,61,validation,P2,61,19.562545031309128,cp_antecedent_polarity,1,61
1,P2:validation:743,,contraposition:invalid,37,,61,validation,P2,61,12.786368370056152,cp_direction,1,61
1,P2:validation:338,,modus_tollens:valid,37,,60,validation,P2,60,20.704745292663574,mt_rule_direction,1,60
1,P2:validation:724,,modus_tollens:valid,37,,60,validation,P2,60,15.802566528320312,mt_query_polarity,1,60
1,P2:validation:500,,contraposition:valid,37,,60,validation,P2,60,23.191107511520386,cp_consequent_polarity,1,60
1,P2:validation:591,,modus_tollens:invalid,37,,61,validation,P2,61,25.11212968826294,mt_rule_direction,1,61
1,P2:validation:85,,modus_tollens:invalid,37,,61,validation,P2,61,25.71701192855835,mt_fact_polarity,1,61
1,P2:validation:471,,modus_tollens:invalid,37,,61,validation,P2,61,7.292180061340332,mt_rule_direction,1,61
1,P2:validation:469,,modus_tollens:invalid,37,,61,validation,P2,61,25.402522087097168,mt_fact_polarity,1,61
1,P2:validation:354,,contraposition:valid,37,,60,validation,P2,60,11.405293464660645,cp_antecedent_polarity,1,60
1,P2:validation:209,,modus_tollens:invalid,37,,61,validation,P2,61,24.696102142333984,mt_query_polarity,1,61
1,P2:validation:287,,contraposition:invalid,37,,61,validation,P2,61,24.44050121307373,cp_direction,1,61
1,P2:validation:65,,modus_tollens:invalid,37,,61,validation,P2,61,24.325288772583008,mt_query_polarity,1,61
1,P2:validation:48,,modus_tollens:valid,37,,60,validation,P2,60,15.161545276641846,mt_fact_polarity,1,60
1,P2:validation:54,,contraposition:valid,37,,60,validation,P2,60,8.081991195678711,cp_antecedent_polarity,1,60
1,P2:validation:651,,modus_tollens:invalid,37,,61,validation,P2,61,26.12224531173706,mt_rule_direction,1,61
1,P2:validation:100,,modus_tollens:valid,37,,60,validation,P2,60,20.67928719520569,mt_query_polarity,1,60
1,P2:validation:103,,contraposition:invalid,37,,61,validation,P2,61,20.940850138664246,cp_antecedent_polarity,1,61
1,P2:validation:514,,contraposition:valid,37,,60,validation,P2,60,23.825735092163086,cp_direction,1,60
1,P2:validation:490,,contraposition:valid,37,,60,validation,P2,60,23.191107511520386,cp_direction,1,60
1,P2:validation:122,,modus_tollens:valid,37,,60,validation,P2,60,14.848738670349121,mt_rule_direction,1,60
1,P2:validation:550,,contraposition:valid,37,,60,validation,P2,60,15.079302787780762,cp_direction,1,60
1,P2:validation:393,,contraposition:invalid,37,,61,validation,P2,61,19.812549874186516,cp_consequent_polarity,1,61
1,P2:validation:383,,contraposition:invalid,37,,61,validation,P2,61,16.59228515625,cp_direction,1,61
1,P2:validation:735,,modus_tollens:invalid,37,,61,validation,P2,61,10.087499618530273,mt_rule_direction,1,61
1,P2:validation:732,,modus_tollens:valid,37,,60,validation,P2,60,12.540203094482422,mt_fact_polarity,1,60
1,P2:validation:330,,contraposition:valid,37,,60,validation,P2,60,12.052696228027344,cp_antecedent_polarity,1,60
1,P2:validation:364,,modus_tollens:valid,37,,60,validation,P2,60,9.078042984008789,mt_query_polarity,1,60
1,P2:validation:92,,contraposition:valid,37,,60,validation,P2,60,8.56464958190918,cp_consequent_polarity,1,60
1,P2:validation:609,,contraposition:invalid,37,,61,validation,P2,61,20.291140131652355,cp_consequent_polarity,1,61
1,P2:validation:171,,modus_tollens:invalid,37,,61,validation,P2,61,10.467648029327393,mt_rule_direction,1,61
1,P2:validation:50,,modus_tollens:valid,37,,60,validation,P2,60,18.945950508117676,mt_rule_direction,1,60
1,P2:validation:510,,contraposition:valid,37,,60,validation,P2,60,13.148266792297363,cp_antecedent_polarity,1,60
1,P2:validation:697,,modus_tollens:invalid,37,,61,validation,P2,61,25.877800941467285,mt_fact_polarity,1,61
1,P2:validation:727,,contraposition:invalid,37,,61,validation,P2,61,23.764385223388672,cp_antecedent_polarity,1,61
1,P2:validation:308,,contraposition:valid,37,,60,validation,P2,60,18.219995975494385,cp_consequent_polarity,1,60
1,P2:validation:29,,modus_tollens:invalid,37,,61,validation,P2,61,23.02126407623291,mt_query_polarity,1,61
1,P2:validation:448,,modus_tollens:valid,37,,60,validation,P2,60,13.6240234375,mt_query_polarity,1,60
1,P2:validation:97,,modus_tollens:invalid,37,,61,validation,P2,61,23.985942363739014,mt_fact_polarity,1,61
1,P2:validation:259,,contraposition:invalid,37,,61,validation,P2,61,21.780229091644287,cp_antecedent_polarity,1,61
1,P2:validation:201,,contraposition:invalid,37,,61,validation,P2,61,18.977084755897522,cp_consequent_polarity,1,61
1,P2:validation:118,,contraposition:valid,37,,60,validation,P2,60,19.508493423461914,cp_direction,1,60
1,P2:validation:240,,modus_tollens:valid,37,,60,validation,P2,60,13.6240234375,mt_fact_polarity,1,60
1,P2:validation:502,,contraposition:valid,37,,60,validation,P2,60,11.402113914489746,cp_direction,1,60
1,P2:validation:403,,contraposition:invalid,37,,61,validation,P2,61,22.41520357131958,cp_antecedent_polarity,1,61
1,P2:validation:685,,modus_tollens:invalid,37,,61,validation,P2,61,27.498745918273926,mt_fact_polarity,1,61
1,P2:validation:239,,contraposition:invalid,37,,61,validation,P2,61,13.314063549041748,cp_direction,1,61
1,P2:validation:400,,modus_tollens:valid,37,,60,validation,P2,60,10.15083122253418,mt_query_polarity,1,60
1,P2:validation:434,,modus_tollens:valid,37,,60,validation,P2,60,12.570290565490723,mt_rule_direction,1,60
1,P2:validation:382,,contraposition:valid,37,,60,validation,P2,60,9.241233825683594,cp_direction,1,60
1,P2:validation:548,,contraposition:valid,37,,60,validation,P2,60,9.72515869140625,cp_consequent_polarity,1,60
1,P2:validation:638,,modus_tollens:valid,37,,60,validation,P2,60,16.293962478637695,mt_rule_direction,1,60
1,P2:validation:184,,modus_tollens:valid,37,,60,validation,P2,60,14.848738670349121,mt_query_polarity,1,60
1,P2:validation:55,,contraposition:invalid,37,,61,validation,P2,61,21.771910905838013,cp_antecedent_polarity,1,61
1,P2:validation:267,,modus_tollens:invalid,37,,61,validation,P2,61,1.8422107696533203,mt_rule_direction,1,61
1,P2:validation:268,,modus_tollens:valid,37,,60,validation,P2,60,14.94141149520874,mt_query_polarity,1,60
1,P2:validation:75,,modus_tollens:invalid,37,,61,validation,P2,61,9.912145614624023,mt_rule_direction,1,61
1,P2:validation:473,,modus_tollens:invalid,37,,61,validation,P2,61,26.116092205047607,mt_query_polarity,1,61
1,P2:validation:241,,modus_tollens:invalid,37,,61,validation,P2,61,23.985942363739014,mt_fact_polarity,1,61
1,P2:validation:564,,modus_tollens:valid,37,,60,validation,P2,60,12.37389087677002,mt_fact_polarity,1,60
1,P2:validation:370,,contraposition:valid,37,,60,validation,P2,60,17.724822998046875,cp_direction,1,60
1,P2:validation:235,,contraposition:invalid,37,,61,validation,P2,61,19.786440685391426,cp_antecedent_polarity,1,61
1,P2:validation:260,,contraposition:valid,37,,60,validation,P2,60,11.596267700195312,cp_consequent_polarity,1,60
1,P2:validation:247,,contraposition:invalid,37,,61,validation,P2,61,13.970250606536865,cp_antecedent_polarity,1,61
1,P2:validation:269,,modus_tollens:invalid,37,,61,validation,P2,61,25.86758518218994,mt_query_polarity,1,61
1,P2:validation:728,,contraposition:valid,37,,60,validation,P2,60,13.156980514526367,cp_consequent_polarity,1,60
1,P2:validation:582,,contraposition:valid,37,,60,validation,P2,60,16.404393672943115,cp_antecedent_polarity,1,60
1,P2:validation:447,,modus_tollens:invalid,37,,61,validation,P2,61,16.093435764312744,mt_rule_direction,1,61
1,P2:validation:127,,contraposition:invalid,37,,61,validation,P2,61,14.132442474365234,cp_antecedent_polarity,1,61
1,P2:validation:144,,modus_tollens:valid,37,,60,validation,P2,60,21.35818099975586,mt_fact_polarity,1,60
1,P2:validation:529,,modus_tollens:invalid,37,,61,validation,P2,61,22.428454399108887,mt_fact_polarity,1,61
1,P2:validation:366,,contraposition:valid,37,,60,validation,P2,60,9.241233825683594,cp_antecedent_polarity,1,60
1,P2:validation:292,,modus_tollens:valid,37,,60,validation,P2,60,14.127388000488281,mt_query_polarity,1,60
1,P2:validation:459,,modus_tollens:invalid,37,,61,validation,P2,61,13.949576377868652,mt_rule_direction,1,61
1,P2:validation:493,,modus_tollens:invalid,37,,61,validation,P2,61,19.488085865974426,mt_fact_polarity,1,61
1,P2:validation:169,,modus_tollens:invalid,37,,61,validation,P2,61,24.0870943069458,mt_fact_polarity,1,61
1,P2:validation:734,,modus_tollens:valid,37,,60,validation,P2,60,21.061604022979736,mt_rule_direction,1,60
1,P2:validation:468,,modus_tollens:valid,37,,60,validation,P2,60,11.255303382873535,mt_fact_polarity,1,60
1,P2:validation:558,,contraposition:valid,37,,60,validation,P2,60,14.381582260131836,cp_antecedent_polarity,1,60
1,P2:validation:654,,contraposition:valid,37,,60,validation,P2,60,16.89806604385376,cp_antecedent_polarity,1,60
1,P2:validation:707,,contraposition:invalid,37,,61,validation,P2,61,15.215818881988525,cp_direction,1,61
1,P2:validation:670,,contraposition:valid,37,,60,validation,P2,60,12.052696228027344,cp_direction,1,60
1,P2:validation:545,,modus_tollens:invalid,37,,61,validation,P2,61,22.898861169815063,mt_query_polarity,1,61
1,P2:validation:189,,contraposition:invalid,37,,61,validation,P2,61,18.84028172492981,cp_consequent_polarity,1,61
1,P2:validation:38,,modus_tollens:valid,37,,60,validation,P2,60,16.293962478637695,mt_rule_direction,1,60
1,P2:validation:622,,contraposition:valid,37,,60,validation,P2,60,23.173238933086395,cp_direction,1,60
1,P2:validation:675,,modus_tollens:invalid,37,,61,validation,P2,61,7.143601417541504,mt_rule_direction,1,61
1,P2:validation:286,,contraposition:valid,37,,60,validation,P2,60,20.755101919174194,cp_direction,1,60
1,P2:validation:442,,contraposition:valid,37,,60,validation,P2,60,24.648548483848572,cp_direction,1,60
1,P2:validation:106,,contraposition:valid,37,,60,validation,P2,60,12.379704475402832,cp_direction,1,60
1,P2:validation:167,,contraposition:invalid,37,,61,validation,P2,61,8.365738868713379,cp_direction,1,61
