binary_correct,binary_margin,correct,example_id,label,model_seed,namespace,prediction,split,stage,target,template
1,5.216662406921387,1,P0:validation:11,negative,11,va,61,validation,P0,61,disjunction_introduction
1,23.75252091884613,1,P0:validation:345,negative,11,va,61,validation,P0,61,double_negation
1,1.6642236709594727,1,P0:validation:13,negative,11,va,61,validation,P0,61,conjunction_elimination
1,1.8271160125732422,1,P0:validation:320,positive,11,va,60,validation,P0,60,disjunction_introduction
1,16.312623023986816,1,P0:validation:223,negative,11,va,61,validation,P0,61,conjunction_elimination
1,15.166561603546143,1,P0:validation:175,negative,11,va,61,validation,P0,61,conjunction_elimination
1,10.281439304351807,1,P0:validation:486,positive,11,va,60,validation,P0,60,double_negation
1,8.206663131713867,1,P0:validation:344,positive,11,va,60,validation,P0,60,disjunction_introduction
1,14.648031234741211,1,P0:validation:179,negative,11,va,61,validation,P0,61,disjunction_introduction
1,11.380304336547852,1,P0:validation:114,positive,11,va,60,validation,P0,60,double_negation
1,4.906380653381348,1,P0:validation:197,negative,11,va,61,validation,P0,61,disjunction_introduction
0,-0.49475574493408203,0,P0:validation:284,positive,11,va,61,validation,P0,60,disjunction_introduction
1,1.8271160125732422,1,P0:validation:296,positive,11,va,60,validation,P0,60,disjunction_introduction
1,16.738486766815186,1,P0:validation:95,negative,11,va,61,validation,P0,61,disjunction_introduction
1,19.914506435394287,1,P0:validation:346,positive,11,va,60,validation,P0,60,conjunction_elimination
1,10.949137687683105,1,P0:validation:231,negative,11,va,61,validation,P0,61,double_negation
1,8.719690322875977,1,P0:validation:326,positive,11,va,60,validation,P0,60,disjunction_introduction
1,21.27789306640625,1,P0:validation:489,negative,11,va,61,validation,P0,61,double_negation
1,6.727086067199707,1,P0:validation:4,positive,11,va,60,validation,P0,60,conjunction_elimination
1,19.914506435394287,1,P0:validation:430,positive,11,va,60,validation,P0,60,conjunction_elimination
1,14.648031234741211,1,P0:validation:335,negative,11,va,61,validation,P0,61,disjunction_introduction
1,10.281439304351807,1,P0:validation:366,positive,11,va,60,validation,P0,60,double_negation
1,2.403594970703125,1,P0:validation:505,negative,11,va,61,validation,P0,61,conjunction_elimination
1,8.380931854248047,1,P0:validation:473,negative,11,va,61,validation,P0,61,disjunction_introduction
1,7.366235733032227,1,P0:validation:72,positive,11,va,60,validation,P0,60,double_negation
1,10.281439304351807,1,P0:validation:120,positive,11,va,60,validation,P0,60,double_negation
1,20.487425327301025,1,P0:validation:25,negative,11,va,61,validation,P0,61,conjunction_elimination
1,14.956173419952393,1,P0:validation:447,negative,11,va,61,validation,P0,61,double_negation
1,13.775529384613037,1,P0:validation:202,positive,11,va,60,validation,P0,60,conjunction_elimination
1,19.890033721923828,1,P0:validation:208,positive,11,va,60,validation,P0,60,conjunction_elimination
1,26.365707635879517,1,P0:validation:465,negative,11,va,61,validation,P0,61,double_negation
1,8.438481330871582,1,P0:validation:130,positive,11,va,60,validation,P0,60,conjunction_elimination
1,22.02607274055481,1,P0:validation:388,positive,11,va,60,validation,P0,60,conjunction_elimination
1,0.44580936431884766,1,P0:validation:182,positive,11,va,60,validation,P0,60,disjunction_introduction
1,14.517291069030762,1,P0:validation:413,negative,11,va,61,validation,P0,61,disjunction_introduction
1,12.536725997924805,1,P0:validation:454,positive,11,va,60,validation,P0,60,conjunction_elimination
1,11.259181022644043,1,P0:validation:183,negative,11,va,61,validation,P0,61,double_negation
1,16.56071662902832,1,P0:validation:373,negative,11,va,61,validation,P0,61,conjunction_elimination
1,9.685029983520508,1,P0:validation:305,negative,11,va,61,validation,P0,61,disjunction_introduction
1,7.366235733032227,1,P0:validation:402,positive,11,va,60,validation,P0,60,double_negation
0,-0.49475574493408203,0,P0:validation:92,positive,11,va,61,validation,P0,60,disjunction_introduction
1,8.115755081176758,1,P0:validation:20,positive,11,va,60,validation,P0,60,disjunction_introduction
1,4.513909339904785,1,P0:validation:136,positive,11,va,60,validation,P0,60,conjunction_elimination
1,4.00137996673584,1,P0:validation:437,negative,11,va,61,validation,P0,61,disjunction_introduction
1,1.1899776458740234,1,P0:validation:394,positive,11,va,60,validation,P0,60,conjunction_elimination
1,8.000061988830566,1,P0:validation:409,negative,11,va,61,validation,P0,61,conjunction_elimination
1,3.8840856552124023,1,P0:validation:50,positive,11,va,60,validation,P0,60,disjunction_introduction
0,-4.846839904785156,0,P0:validation:461,negative,11,va,60,validation,P0,61,disjunction_introduction
1,18.99702548980713,1,P0:validation:205,negative,11,va,61,validation,P0,61,conjunction_elimination
1,11.830742835998535,1,P0:validation:358,positive,11,va,60,validation,P0,60,conjunction_elimination
1,10.329581260681152,1,P0:validation:312,positive,11,va,60,validation,P0,60,double_negation
1,7.430267333984375,1,P0:validation:124,positive,11,va,60,validation,P0,60,conjunction_elimination
1,22.774945497512817,1,P0:validation:288,positive,11,va,60,validation,P0,60,double_negation
1,6.943359375,1,P0:validation:89,negative,11,va,61,validation,P0,61,disjunction_introduction
1,26.894411087036133,1,P0:validation:45,negative,11,va,61,validation,P0,61,double_negation
1,5.930933952331543,1,P0:validation:374,positive,11,va,60,validation,P0,60,disjunction_introduction
1,8.178458213806152,1,P0:validation:82,positive,11,va,60,validation,P0,60,conjunction_elimination
1,10.329581260681152,1,P0:validation:66,positive,11,va,60,validation,P0,60,double_negation
1,21.14362096786499,1,P0:validation:169,negative,11,va,61,validation,P0,61,conjunction_elimination
1,1.7600526809692383,1,P0:validation:269,negative,11,va,61,validation,P0,61,disjunction_introduction
1,10.329581260681152,1,P0:validation:510,positive,11,va,60,validation,P0,60,double_negation
1,3.640080451965332,1,P0:validation:256,positive,11,va,60,validation,P0,60,conjunction_elimination
1,11.700929641723633,1,P0:validation:154,positive,11,va,60,validation,P0,60,conjunction_elimination
1,12.80321216583252,1,P0:validation:103,negative,11,va,61,validation,P0,61,conjunction_elimination
1,7.366235733032227,1,P0:validation:480,positive,11,va,60,validation,P0,60,double_negation
1,7.839130401611328,1,P0:validation:478,positive,11,va,60,validation,P0,60,conjunction_elimination
1,16.76701259613037,1,P0:validation:379,negative,11,va,61,validation,P0,61,conjunction_elimination
0,-3.0023670196533203,0,P0:validation:325,negative,11,va,60,validation,P0,61,conjunction_elimination
1,4.1713762283325195,1,P0:validation:176,positive,11,va,60,validation,P0,60,disjunction_introduction
1,7.38090705871582,1,P0:validation:317,negative,11,va,61,validation,P0,61,disjunction_introduction
1,5.183777809143066,1,P0:validation:239,negative,11,va,61,validation,P0,61,disjunction_introduction
1,15.59420919418335,1,P0:validation:315,negative,11,va,61,validation,P0,61,double_negation
1,11.786975860595703,1,P0:validation:307,negative,11,va,61,validation,P0,61,conjunction_elimination
1,10.281439304351807,1,P0:validation:246,positive,11,va,60,validation,P0,60,double_negation
1,10.329581260681152,1,P0:validation:48,positive,11,va,60,validation,P0,60,double_negation
1,7.395905494689941,1,P0:validation:94,positive,11,va,60,validation,P0,60,conjunction_elimination
1,23.082217693328857,1,P0:validation:444,positive,11,va,60,validation,P0,60,double_negation
1,13.674750328063965,1,P0:validation:475,negative,11,va,61,validation,P0,61,conjunction_elimination
1,9.235573291778564,1,P0:validation:10,positive,11,va,60,validation,P0,60,conjunction_elimination
1,2.673222541809082,1,P0:validation:29,negative,11,va,61,validation,P0,61,disjunction_introduction
1,10.329581260681152,1,P0:validation:174,positive,11,va,60,validation,P0,60,double_negation
1,21.27789306640625,1,P0:validation:207,negative,11,va,61,validation,P0,61,double_negation
1,7.890443801879883,1,P0:validation:357,negative,11,va,61,validation,P0,61,double_negation
1,10.247692108154297,1,P0:validation:442,positive,11,va,60,validation,P0,60,conjunction_elimination
1,21.08337014913559,1,P0:validation:184,positive,11,va,60,validation,P0,60,conjunction_elimination
1,21.750674394890666,1,P0:validation:81,negative,11,va,61,validation,P0,61,double_negation
1,10.233027458190918,1,P0:validation:97,negative,11,va,61,validation,P0,61,conjunction_elimination
1,7.530617713928223,1,P0:validation:488,positive,11,va,60,validation,P0,60,disjunction_introduction
1,7.44417667388916,1,P0:validation:71,negative,11,va,61,validation,P0,61,disjunction_introduction
1,22.694578170776367,1,P0:validation:439,negative,11,va,61,validation,P0,61,conjunction_elimination
1,4.228818893432617,1,P0:validation:2,positive,11,va,60,validation,P0,60,disjunction_introduction
1,1.067152976989746,1,P0:validation:389,negative,11,va,61,validation,P0,61,disjunction_introduction
1,6.593137741088867,1,P0:validation:275,negative,11,va,61,validation,P0,61,disjunction_introduction
1,13.340574264526367,1,P0:validation:425,negative,11,va,61,validation,P0,61,disjunction_introduction
1,27.279411792755127,1,P0:validation:225,negative,11,va,61,validation,P0,61,double_negation
1,23.913002014160156,1,P0:validation:438,positive,11,va,60,validation,P0,60,double_negation
1,15.896941900253296,1,P0:validation:76,positive,11,va,60,validation,P0,60,conjunction_elimination
1,8.351283073425293,1,P0:validation:448,positive,11,va,60,validation,P0,60,conjunction_elimination
1,20.425102710723877,1,P0:validation:364,positive,11,va,60,validation,P0,60,conjunction_elimination
1,7.366235733032227,1,P0:validation:54,positive,11,va,60,validation,P0,60,double_negation
1,14.762866973876953,1,P0:validation:497,negative,11,va,61,validation,P0,61,disjunction_introduction
1,11.277573585510254,1,P0:validation:115,negative,11,va,61,validation,P0,61,conjunction_elimination
1,16.254398822784424,1,P0:validation:237,negative,11,va,61,validation,P0,61,double_negation
1,22.647709608078003,1,P0:validation:118,positive,11,va,60,validation,P0,60,conjunction_elimination
1,7.12453556060791,1,P0:validation:386,positive,11,va,60,validation,P0,60,disjunction_introduction
1,22.774945497512817,1,P0:validation:216,positive,11,va,60,validation,P0,60,double_negation
0,-1.4525299072265625,0,P0:validation:483,negative,11,va,60,validation,P0,61,double_negation
1,13.308505058288574,1,P0:validation:215,negative,11,va,61,validation,P0,61,disjunction_introduction
1,16.198615550994873,1,P0:validation:453,negative,11,va,61,validation,P0,61,double_negation
1,10.329581260681152,1,P0:validation:60,positive,11,va,60,validation,P0,60,double_negation
1,18.881484270095825,1,P0:validation:396,positive,11,va,60,validation,P0,60,double_negation
0,-12.846885204315186,0,P0:validation:485,negative,11,va,60,validation,P0,61,disjunction_introduction
1,10.861709594726562,1,P0:validation:257,negative,11,va,61,validation,P0,61,disjunction_introduction
1,5.444972991943359,1,P0:validation:362,positive,11,va,60,validation,P0,60,disjunction_introduction
1,23.082217693328857,1,P0:validation:468,positive,11,va,60,validation,P0,60,double_negation
1,10.281439304351807,1,P0:validation:276,positive,11,va,60,validation,P0,60,double_negation
0,-3.186983108520508,0,P0:validation:217,negative,11,va,60,validation,P0,61,conjunction_elimination
1,8.11120891571045,1,P0:validation:328,positive,11,va,60,validation,P0,60,conjunction_elimination
1,6.307564735412598,1,P0:validation:61,negative,11,va,61,validation,P0,61,conjunction_elimination
1,14.145991325378418,1,P0:validation:407,negative,11,va,61,validation,P0,61,disjunction_introduction
1,10.836236953735352,1,P0:validation:141,negative,11,va,61,validation,P0,61,double_negation
1,4.088183403015137,1,P0:validation:26,positive,11,va,60,validation,P0,60,disjunction_introduction
1,4.694396018981934,1,P0:validation:51,negative,11,va,61,validation,P0,61,double_negation
1,14.949382305145264,1,P0:validation:283,negative,11,va,61,validation,P0,61,conjunction_elimination
1,6.78924560546875,1,P0:validation:214,positive,11,va,60,validation,P0,60,conjunction_elimination
1,9.408149719238281,1,P0:validation:244,positive,11,va,60,validation,P0,60,conjunction_elimination
1,22.102864861488342,1,P0:validation:99,negative,11,va,61,validation,P0,61,double_negation
1,11.380304336547852,1,P0:validation:456,positive,11,va,60,validation,P0,60,double_negation
1,21.69375765323639,1,P0:validation:18,positive,11,va,60,validation,P0,60,double_negation
1,11.380304336547852,1,P0:validation:252,positive,11,va,60,validation,P0,60,double_negation
1,10.327269554138184,1,P0:validation:30,positive,11,va,60,validation,P0,60,double_negation
1,8.636048316955566,1,P0:validation:393,negative,11,va,61,validation,P0,61,double_negation
1,0.1444091796875,1,P0:validation:395,negative,11,va,61,validation,P0,61,disjunction_introduction
1,30.491288661956787,1,P0:validation:303,negative,11,va,61,validation,P0,61,double_negation
1,10.327269554138184,1,P0:validation:348,positive,11,va,60,validation,P0,60,double_negation
1,14.956173419952393,1,P0:validation:165,negative,11,va,61,validation,P0,61,double_negation
1,10.238429069519043,1,P0:validation:151,negative,11,va,61,validation,P0,61,conjunction_elimination
1,12.022077560424805,1,P0:validation:314,positive,11,va,60,validation,P0,60,disjunction_introduction
0,-3.986736297607422,0,P0:validation:441,negative,11,va,60,validation,P0,61,double_negation
1,15.547147274017334,1,P0:validation:265,negative,11,va,61,validation,P0,61,conjunction_elimination
1,7.629451751708984,1,P0:validation:343,negative,11,va,61,validation,P0,61,conjunction_elimination
1,20.556415557861328,1,P0:validation:19,negative,11,va,61,validation,P0,61,conjunction_elimination
1,2.3992156982421875,1,P0:validation:271,negative,11,va,61,validation,P0,61,conjunction_elimination
1,21.9419983625412,1,P0:validation:304,positive,11,va,60,validation,P0,60,conjunction_elimination
0,-1.2460355758666992,0,P0:validation:23,negative,11,va,60,validation,P0,61,disjunction_introduction
1,4.702211380004883,1,P0:validation:86,positive,11,va,60,validation,P0,60,disjunction_introduction
1,8.094208717346191,1,P0:validation:458,positive,11,va,60,validation,P0,60,disjunction_introduction
1,18.006782054901123,1,P0:validation:316,positive,11,va,60,validation,P0,60,conjunction_elimination
1,23.913002014160156,1,P0:validation:228,positive,11,va,60,validation,P0,60,double_negation
1,4.974102973937988,1,P0:validation:167,negative,11,va,61,validation,P0,61,disjunction_introduction
1,13.99614143371582,1,P0:validation:37,negative,11,va,61,validation,P0,61,conjunction_elimination
1,16.220712661743164,1,P0:validation:251,negative,11,va,61,validation,P0,61,disjunction_introduction
0,-0.043898582458496094,0,P0:validation:287,negative,11,va,60,validation,P0,61,disjunction_introduction
1,18.973238468170166,1,P0:validation:385,negative,11,va,61,validation,P0,61,conjunction_elimination
1,7.782867431640625,1,P0:validation:41,negative,11,va,61,validation,P0,61,disjunction_introduction
1,8.221224784851074,1,P0:validation:112,positive,11,va,60,validation,P0,60,conjunction_elimination
1,27.99914264678955,1,P0:validation:177,negative,11,va,61,validation,P0,61,double_negation
1,20.06583070755005,1,P0:validation:123,negative,11,va,61,validation,P0,61,double_negation
1,13.639379501342773,1,P0:validation:301,negative,11,va,61,validation,P0,61,conjunction_elimination
1,4.074348449707031,1,P0:validation:32,positive,11,va,60,validation,P0,60,disjunction_introduction
1,6.109099388122559,1,P0:validation:298,positive,11,va,60,validation,P0,60,conjunction_elimination
1,13.435650825500488,1,P0:validation:34,positive,11,va,60,validation,P0,60,conjunction_elimination
1,22.259751796722412,1,P0:validation:1,negative,11,va,61,validation,P0,61,conjunction_elimination
0,-7.321321487426758,0,P0:validation:299,negative,11,va,60,validation,P0,61,disjunction_introduction
1,6.4527082443237305,1,P0:validation:416,positive,11,va,60,validation,P0,60,disjunction_introduction
1,21.44950795173645,1,P0:validation:399,negative,11,va,61,validation,P0,61,double_negation
1,6.829977989196777,1,P0:validation:503,negative,11,va,61,validation,P0,61,disjunction_introduction
1,19.03054428100586,1,P0:validation:377,negative,11,va,61,validation,P0,61,disjunction_introduction
1,14.394689559936523,1,P0:validation:235,negative,11,va,61,validation,P0,61,conjunction_elimination
1,4.093191146850586,1,P0:validation:121,negative,11,va,61,validation,P0,61,conjunction_elimination
1,14.148341178894043,1,P0:validation:353,negative,11,va,61,validation,P0,61,disjunction_introduction
1,14.747095108032227,1,P0:validation:337,negative,11,va,61,validation,P0,61,conjunction_elimination
1,23.082217693328857,1,P0:validation:198,positive,11,va,60,validation,P0,60,double_negation
0,-1.347886085510254,0,P0:validation:53,negative,11,va,60,validation,P0,61,disjunction_introduction
1,8.784408569335938,1,P0:validation:64,positive,11,va,60,validation,P0,60,conjunction_elimination
1,2.661160469055176,1,P0:validation:28,positive,11,va,60,validation,P0,60,conjunction_elimination
1,11.990647315979004,1,P0:validation:238,positive,11,va,60,validation,P0,60,conjunction_elimination
1,14.088665008544922,1,P0:validation:329,negative,11,va,61,validation,P0,61,disjunction_introduction
1,8.475083351135254,1,P0:validation:90,positive,11,va,60,validation,P0,60,double_negation
1,10.969622611999512,1,P0:validation:171,negative,11,va,61,validation,P0,61,double_negation
1,14.571241855621338,1,P0:validation:219,negative,11,va,61,validation,P0,61,double_negation
1,18.238850593566895,1,P0:validation:411,negative,11,va,61,validation,P0,61,double_negation
1,22.647709608078003,1,P0:validation:250,positive,11,va,60,validation,P0,60,conjunction_elimination
1,8.197020530700684,1,P0:validation:128,positive,11,va,60,validation,P0,60,disjunction_introduction
1,29.8704776763916,1,P0:validation:297,negative,11,va,61,validation,P0,61,double_negation
1,11.118319511413574,1,P0:validation:272,positive,11,va,60,validation,P0,60,disjunction_introduction
1,8.554767608642578,1,P0:validation:508,positive,11,va,60,validation,P0,60,conjunction_elimination
1,9.820920944213867,1,P0:validation:457,negative,11,va,61,validation,P0,61,conjunction_elimination
1,10.327269554138184,1,P0:validation:342,positive,11,va,60,validation,P0,60,double_negation
1,19.19203472137451,1,P0:validation:281,negative,11,va,61,validation,P0,61,disjunction_introduction
1,16.02546739578247,1,P0:validation:361,negative,11,va,61,validation,P0,61,conjunction_elimination
1,18.52396249771118,1,P0:validation:467,negative,11,va,61,validation,P0,61,disjunction_introduction
1,7.366235733032227,1,P0:validation:186,positive,11,va,60,validation,P0,60,double_negation
1,4.350157737731934,1,P0:validation:59,negative,11,va,61,validation,P0,61,disjunction_introduction
1,15.875203132629395,1,P0:validation:143,negative,11,va,61,validation,P0,61,disjunction_introduction
1,7.131078720092773,1,P0:validation:422,positive,11,va,60,validation,P0,60,disjunction_introduction
1,7.131078720092773,1,P0:validation:482,positive,11,va,60,validation,P0,60,disjunction_introduction
1,13.779802322387695,1,P0:validation:157,negative,11,va,61,validation,P0,61,conjunction_elimination
1,14.571241855621338,1,P0:validation:381,negative,11,va,61,validation,P0,61,double_negation
1,7.439851760864258,1,P0:validation:104,positive,11,va,60,validation,P0,60,disjunction_introduction
1,18.372158765792847,1,P0:validation:35,negative,11,va,61,validation,P0,61,disjunction_introduction
1,9.99856948852539,1,P0:validation:340,positive,11,va,60,validation,P0,60,conjunction_elimination
1,28.246055126190186,1,P0:validation:501,negative,11,va,61,validation,P0,61,double_negation
1,10.329581260681152,1,P0:validation:180,positive,11,va,60,validation,P0,60,double_negation
1,8.094208717346191,1,P0:validation:380,positive,11,va,60,validation,P0,60,disjunction_introduction
1,18.67927050590515,1,P0:validation:147,negative,11,va,61,validation,P0,61,double_negation
1,9.273357391357422,1,P0:validation:259,negative,11,va,61,validation,P0,61,conjunction_elimination
1,8.799577713012695,1,P0:validation:155,negative,11,va,61,validation,P0,61,disjunction_introduction
1,11.044229507446289,1,P0:validation:229,negative,11,va,61,validation,P0,61,conjunction_elimination
1,4.702211380004883,1,P0:validation:80,positive,11,va,60,validation,P0,60,disjunction_introduction
1,16.198615550994873,1,P0:validation:339,negative,11,va,61,validation,P0,61,double_negation
1,6.963645935058594,1,P0:validation:261,negative,11,va,61,validation,P0,61,double_negation
1,15.628050804138184,1,P0:validation:419,negative,11,va,61,validation,P0,61,disjunction_introduction
1,22.774945497512817,1,P0:validation:192,positive,11,va,60,validation,P0,60,double_negation
1,6.727086067199707,1,P0:validation:232,positive,11,va,60,validation,P0,60,conjunction_elimination
1,5.197601318359375,1,P0:validation:392,positive,11,va,60,validation,P0,60,disjunction_introduction
1,7.085132598876953,1,P0:validation:142,positive,11,va,60,validation,P0,60,conjunction_elimination
1,15.896941900253296,1,P0:validation:382,positive,11,va,60,validation,P0,60,conjunction_elimination
1,15.316818237304688,1,P0:validation:185,negative,11,va,61,validation,P0,61,disjunction_introduction
1,7.354002952575684,1,P0:validation:368,positive,11,va,60,validation,P0,60,disjunction_introduction
1,0.29090309143066406,1,P0:validation:55,negative,11,va,61,validation,P0,61,conjunction_elimination
1,19.13599056005478,1,P0:validation:16,positive,11,va,60,validation,P0,60,conjunction_elimination
1,19.781142950057983,1,P0:validation:431,negative,11,va,61,validation,P0,61,disjunction_introduction
1,6.921910285949707,1,P0:validation:254,positive,11,va,60,validation,P0,60,disjunction_introduction
1,15.697129249572754,1,P0:validation:67,negative,11,va,61,validation,P0,61,conjunction_elimination
1,11.365901947021484,1,P0:validation:406,positive,11,va,60,validation,P0,60,conjunction_elimination
1,12.519734382629395,1,P0:validation:187,negative,11,va,61,validation,P0,61,conjunction_elimination
1,5.385371208190918,1,P0:validation:356,positive,11,va,60,validation,P0,60,disjunction_introduction
1,1.0725269317626953,1,P0:validation:7,negative,11,va,61,validation,P0,61,conjunction_elimination
1,27.279411792755127,1,P0:validation:279,negative,11,va,61,validation,P0,61,double_negation
1,13.440165519714355,1,P0:validation:313,negative,11,va,61,validation,P0,61,conjunction_elimination
1,20.862777709960938,1,P0:validation:213,negative,11,va,61,validation,P0,61,double_negation
1,14.867593765258789,1,P0:validation:5,negative,11,va,61,validation,P0,61,disjunction_introduction
1,13.332511901855469,1,P0:validation:460,positive,11,va,60,validation,P0,60,conjunction_elimination
1,10.550943374633789,1,P0:validation:415,negative,11,va,61,validation,P0,61,conjunction_elimination
1,10.329581260681152,1,P0:validation:258,positive,11,va,60,validation,P0,60,double_negation
1,21.971437215805054,1,P0:validation:9,negative,11,va,61,validation,P0,61,double_negation
1,18.127937078475952,1,P0:validation:233,negative,11,va,61,validation,P0,61,disjunction_introduction
1,5.157461166381836,1,P0:validation:397,negative,11,va,61,validation,P0,61,conjunction_elimination
1,12.864890098571777,1,P0:validation:211,negative,11,va,61,validation,P0,61,conjunction_elimination
1,4.653499603271484,1,P0:validation:74,positive,11,va,60,validation,P0,60,disjunction_introduction
0,-2.6438302993774414,0,P0:validation:277,negative,11,va,60,validation,P0,61,conjunction_elimination
1,19.9234356880188,1,P0:validation:65,negative,11,va,61,validation,P0,61,disjunction_introduction
1,3.946521759033203,1,P0:validation:101,negative,11,va,61,validation,P0,61,disjunction_introduction
1,8.475083351135254,1,P0:validation:234,positive,11,va,60,validation,P0,60,double_negation
1,21.693755507469177,1,P0:validation:294,positive,11,va,60,validation,P0,60,double_negation
1,5.818046569824219,1,P0:validation:494,positive,11,va,60,validation,P0,60,disjunction_introduction
1,7.61124324798584,1,P0:validation:201,negative,11,va,61,validation,P0,61,double_negation
1,11.380304336547852,1,P0:validation:282,positive,11,va,60,validation,P0,60,double_negation
1,20.013208389282227,1,P0:validation:109,negative,11,va,61,validation,P0,61,conjunction_elimination
1,5.945584297180176,1,P0:validation:83,negative,11,va,61,validation,P0,61,disjunction_introduction
1,3.3727598190307617,1,P0:validation:218,positive,11,va,60,validation,P0,60,disjunction_introduction
1,25.627516508102417,1,P0:validation:375,negative,11,va,61,validation,P0,61,double_negation
1,22.42408514022827,1,P0:validation:418,positive,11,va,60,validation,P0,60,conjunction_elimination
1,13.437355041503906,1,P0:validation:267,negative,11,va,61,validation,P0,61,double_negation
1,16.436986446380615,1,P0:validation:331,negative,11,va,61,validation,P0,61,conjunction_elimination
1,1.3354682922363281,1,P0:validation:371,negative,11,va,61,validation,P0,61,disjunction_introduction
1,18.51737689971924,1,P0:validation:300,positive,11,va,60,validation,P0,60,double_negation
1,7.778729438781738,1,P0:validation:401,negative,11,va,61,validation,P0,61,disjunction_introduction
1,3.200333595275879,1,P0:validation:43,negative,11,va,61,validation,P0,61,conjunction_elimination
1,5.545042991638184,1,P0:validation:443,negative,11,va,61,validation,P0,61,disjunction_introduction
1,10.281439304351807,1,P0:validation:354,positive,11,va,60,validation,P0,60,double_negation
1,29.625380039215088,1,P0:validation:93,negative,11,va,61,validation,P0,61,double_negation
1,9.899835586547852,1,P0:validation:242,positive,11,va,60,validation,P0,60,disjunction_introduction
1,10.327269554138184,1,P0:validation:450,positive,11,va,60,validation,P0,60,double_negation
1,11.182324409484863,1,P0:validation:163,negative,11,va,61,validation,P0,61,conjunction_elimination
1,28.246055126190186,1,P0:validation:363,negative,11,va,61,validation,P0,61,double_negation
1,10.18880033493042,1,P0:validation:334,positive,11,va,60,validation,P0,60,conjunction_elimination
