correct,example_id,failure_reason,label,model_seed,oracle_substitution,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,F2:validation:340,,binding,11,25=18,18,validation,F2,18,10.944512844085693,canonical_predicate_control,1,18
1,F2:validation:490,,binding,11,23=21,21,validation,F2,21,11.078749179840088,canonical_functor_control,1,21
1,F2:validation:370,,binding,11,16=21,21,validation,F2,21,11.407368659973145,reversed_predicate_control,1,21
1,F2:validation:486,,binding,11,18=19,19,validation,F2,19,9.276495456695557,canonical_functor_control,1,19
1,F2:validation:34,,binding,11,16=21,21,validation,F2,21,11.57444143295288,reversed_functor_control,1,21
1,F2:validation:252,,binding,11,19=22,22,validation,F2,22,12.926807880401611,canonical_predicate_control,1,22
1,F2:validation:342,,binding,11,25=19,19,validation,F2,19,9.575485706329346,canonical_predicate_control,1,19
1,F2:validation:520,,binding,11,23=24,24,validation,F2,24,13.934829235076904,reversed_functor_control,1,24
1,F2:validation:288,,binding,11,22=16,16,validation,F2,16,11.224221229553223,canonical_functor_control,1,16
1,F2:validation:12,,binding,11,19=22,22,validation,F2,22,12.822816371917725,canonical_functor_control,1,22
1,F2:validation:713,symbol_mismatch,failure,11,,28,validation,F2,28,11.820195198059082,reversed_functor_control,1,28
1,F2:validation:121,symbol_mismatch,failure,11,,28,validation,F2,28,12.623618602752686,reversed_functor_control,1,28
1,F2:validation:191,symbol_mismatch,failure,11,,28,validation,F2,28,12.509222984313965,reversed_predicate_control,1,28
1,F2:validation:707,symbol_mismatch,failure,11,,28,validation,F2,28,13.065181732177734,reversed_functor_control,1,28
1,F2:validation:421,symbol_mismatch,failure,11,,28,validation,F2,28,12.217326641082764,reversed_functor_control,1,28
1,F2:validation:400,,binding,11,20=24,24,validation,F2,24,10.181355476379395,canonical_functor_control,1,24
1,F2:validation:559,symbol_mismatch,failure,11,,28,validation,F2,28,10.912728309631348,reversed_predicate_control,1,28
1,F2:validation:514,,binding,11,22=21,21,validation,F2,21,9.161290168762207,reversed_functor_control,1,21
1,F2:validation:487,symbol_mismatch,failure,11,,28,validation,F2,28,10.961162567138672,canonical_functor_control,1,28
1,F2:validation:78,,binding,11,23=19,19,validation,F2,19,11.796396255493164,reversed_predicate_control,1,19
1,F2:validation:577,symbol_mismatch,failure,11,,28,validation,F2,28,14.652985572814941,canonical_functor_control,1,28
1,F2:validation:406,,binding,11,24=27,27,validation,F2,27,9.31290054321289,canonical_functor_control,1,27
1,F2:validation:361,symbol_mismatch,failure,11,,28,validation,F2,28,11.949900150299072,reversed_predicate_control,1,28
1,F2:validation:115,symbol_mismatch,failure,11,,28,validation,F2,28,11.463597297668457,canonical_functor_control,1,28
1,F2:validation:349,symbol_mismatch,failure,11,,28,validation,F2,28,11.044735431671143,canonical_predicate_control,1,28
1,F2:validation:602,,binding,11,20=17,17,validation,F2,17,9.834946632385254,reversed_functor_control,1,17
1,F2:validation:767,symbol_mismatch,failure,11,,28,validation,F2,28,12.731929779052734,reversed_predicate_control,1,28
1,F2:validation:428,,binding,11,27=26,26,validation,F2,26,10.86140775680542,reversed_functor_control,1,26
1,F2:validation:479,symbol_mismatch,failure,11,,28,validation,F2,28,11.994223594665527,reversed_predicate_control,1,28
1,F2:validation:664,,binding,11,20=24,24,validation,F2,24,10.348012924194336,reversed_predicate_control,1,24
1,F2:validation:64,,binding,11,18=24,24,validation,F2,24,11.256444454193115,canonical_predicate_control,1,24
1,F2:validation:437,symbol_mismatch,failure,11,,28,validation,F2,28,11.599425315856934,canonical_predicate_control,1,28
1,F2:validation:334,,binding,11,18=27,27,validation,F2,27,10.437303066253662,reversed_functor_control,1,27
1,F2:validation:548,,binding,11,19=26,26,validation,F2,26,10.684698581695557,canonical_predicate_control,1,26
1,F2:validation:543,symbol_mismatch,failure,11,,28,validation,F2,28,12.384045600891113,canonical_predicate_control,1,28
1,F2:validation:229,symbol_mismatch,failure,11,,28,validation,F2,28,10.940271377563477,reversed_functor_control,1,28
1,F2:validation:681,symbol_mismatch,failure,11,,28,validation,F2,28,11.705523490905762,canonical_functor_control,1,28
1,F2:validation:341,symbol_mismatch,failure,11,,28,validation,F2,28,11.83729362487793,canonical_predicate_control,1,28
1,F2:validation:456,,binding,11,26=16,16,validation,F2,16,9.100292205810547,reversed_predicate_control,1,16
1,F2:validation:691,symbol_mismatch,failure,11,,28,validation,F2,28,11.574267387390137,canonical_functor_control,1,28
1,F2:validation:571,symbol_mismatch,failure,11,,28,validation,F2,28,12.05907917022705,reversed_predicate_control,1,28
1,F2:validation:291,symbol_mismatch,failure,11,,28,validation,F2,28,12.303410530090332,canonical_functor_control,1,28
1,F2:validation:118,,binding,11,21=27,27,validation,F2,27,11.013352870941162,canonical_functor_control,1,27
1,F2:validation:269,symbol_mismatch,failure,11,,28,validation,F2,28,10.670788764953613,reversed_predicate_control,1,28
1,F2:validation:211,symbol_mismatch,failure,11,,28,validation,F2,28,11.210916519165039,canonical_functor_control,1,28
1,F2:validation:108,,binding,11,18=22,22,validation,F2,22,12.228652954101562,canonical_functor_control,1,22
1,F2:validation:363,symbol_mismatch,failure,11,,28,validation,F2,28,11.88967514038086,reversed_predicate_control,1,28
1,F2:validation:248,,binding,11,22=20,20,validation,F2,20,10.194775104522705,canonical_predicate_control,1,20
1,F2:validation:241,symbol_mismatch,failure,11,,28,validation,F2,28,12.655807971954346,canonical_predicate_control,1,28
1,F2:validation:612,,binding,11,19=22,22,validation,F2,22,11.460037231445312,reversed_functor_control,1,22
1,F2:validation:419,symbol_mismatch,failure,11,,28,validation,F2,28,13.087810516357422,reversed_functor_control,1,28
1,F2:validation:150,,binding,11,21=19,19,validation,F2,19,12.0079984664917,canonical_predicate_control,1,19
1,F2:validation:249,symbol_mismatch,failure,11,,28,validation,F2,28,12.323577404022217,canonical_predicate_control,1,28
1,F2:validation:755,symbol_mismatch,failure,11,,28,validation,F2,28,12.058568000793457,reversed_predicate_control,1,28
1,F2:validation:562,,binding,11,17=21,21,validation,F2,21,10.883408069610596,reversed_predicate_control,1,21
1,F2:validation:227,symbol_mismatch,failure,11,,28,validation,F2,28,12.465897560119629,reversed_functor_control,1,28
1,F2:validation:365,symbol_mismatch,failure,11,,28,validation,F2,28,11.47811508178711,reversed_predicate_control,1,28
1,F2:validation:47,symbol_mismatch,failure,11,,28,validation,F2,28,12.636049747467041,reversed_functor_control,1,28
1,F2:validation:534,,binding,11,27=19,19,validation,F2,19,10.939807891845703,canonical_predicate_control,1,19
1,F2:validation:611,symbol_mismatch,failure,11,,28,validation,F2,28,12.128838062286377,reversed_functor_control,1,28
1,F2:validation:392,,binding,11,18=20,20,validation,F2,20,12.167537212371826,canonical_functor_control,1,20
1,F2:validation:492,,binding,11,19=22,22,validation,F2,22,12.557181358337402,canonical_functor_control,1,22
1,F2:validation:647,symbol_mismatch,failure,11,,28,validation,F2,28,12.000167846679688,canonical_predicate_control,1,28
1,F2:validation:565,symbol_mismatch,failure,11,,28,validation,F2,28,11.157692909240723,reversed_predicate_control,1,28
1,F2:validation:484,,binding,11,19=18,18,validation,F2,18,11.130458354949951,canonical_functor_control,1,18
1,F2:validation:442,,binding,11,23=21,21,validation,F2,21,11.407357215881348,canonical_predicate_control,1,21
1,F2:validation:140,,binding,11,18=26,26,validation,F2,26,10.839339256286621,reversed_functor_control,1,26
1,F2:validation:336,,binding,11,23=16,16,validation,F2,16,10.759191513061523,canonical_predicate_control,1,16
1,F2:validation:306,,binding,11,22=25,25,validation,F2,25,12.811717510223389,canonical_functor_control,1,25
1,F2:validation:330,,binding,11,16=25,25,validation,F2,25,12.229987621307373,reversed_functor_control,1,25
1,F2:validation:273,symbol_mismatch,failure,11,,28,validation,F2,28,12.20068073272705,reversed_predicate_control,1,28
1,F2:validation:642,,binding,11,22=25,25,validation,F2,25,12.713391780853271,canonical_predicate_control,1,25
1,F2:validation:762,,binding,11,22=25,25,validation,F2,25,12.457363605499268,reversed_predicate_control,1,25
1,F2:validation:130,,binding,11,26=21,21,validation,F2,21,12.35561466217041,reversed_functor_control,1,21
1,F2:validation:734,,binding,11,25=23,23,validation,F2,23,10.64567756652832,canonical_predicate_control,1,23
1,F2:validation:694,,binding,11,20=27,27,validation,F2,27,11.918982028961182,canonical_functor_control,1,27
1,F2:validation:151,symbol_mismatch,failure,11,,28,validation,F2,28,10.871599197387695,canonical_predicate_control,1,28
1,F2:validation:687,symbol_mismatch,failure,11,,28,validation,F2,28,11.89810562133789,canonical_functor_control,1,28
1,F2:validation:378,,binding,11,24=25,25,validation,F2,25,11.559345245361328,reversed_predicate_control,1,25
1,F2:validation:469,symbol_mismatch,failure,11,,28,validation,F2,28,12.594233989715576,reversed_predicate_control,1,28
1,F2:validation:557,symbol_mismatch,failure,11,,28,validation,F2,28,10.462115287780762,reversed_predicate_control,1,28
1,F2:validation:180,,binding,11,24=22,22,validation,F2,22,10.578661441802979,reversed_predicate_control,1,22
1,F2:validation:436,,binding,11,24=18,18,validation,F2,18,10.050656795501709,canonical_predicate_control,1,18
1,F2:validation:292,,binding,11,19=18,18,validation,F2,18,11.199971199035645,canonical_functor_control,1,18
1,F2:validation:166,,binding,11,24=27,27,validation,F2,27,9.659477233886719,canonical_predicate_control,1,27
1,F2:validation:362,,binding,11,19=17,17,validation,F2,17,11.002998352050781,reversed_predicate_control,1,17
1,F2:validation:521,symbol_mismatch,failure,11,,28,validation,F2,28,11.847943782806396,reversed_functor_control,1,28
1,F2:validation:114,,binding,11,27=25,25,validation,F2,25,12.509839534759521,canonical_functor_control,1,25
1,F2:validation:264,,binding,11,18=16,16,validation,F2,16,9.697044372558594,reversed_predicate_control,1,16
1,F2:validation:528,,binding,11,19=16,16,validation,F2,16,9.795332908630371,canonical_predicate_control,1,16
1,F2:validation:305,symbol_mismatch,failure,11,,28,validation,F2,28,11.212071418762207,canonical_functor_control,1,28
1,F2:validation:299,symbol_mismatch,failure,11,,28,validation,F2,28,13.268455982208252,canonical_functor_control,1,28
1,F2:validation:50,,binding,11,20=17,17,validation,F2,17,9.249772071838379,canonical_predicate_control,1,17
1,F2:validation:134,,binding,11,25=23,23,validation,F2,23,9.170914649963379,reversed_functor_control,1,23
1,F2:validation:644,,binding,11,24=26,26,validation,F2,26,7.7993245124816895,canonical_predicate_control,1,26
1,F2:validation:352,,binding,11,16=24,24,validation,F2,24,10.445599555969238,canonical_predicate_control,1,24
1,F2:validation:744,,binding,11,27=16,16,validation,F2,16,11.018864631652832,reversed_predicate_control,1,16
1,F2:validation:329,symbol_mismatch,failure,11,,28,validation,F2,28,12.195836544036865,reversed_functor_control,1,28
1,F2:validation:684,,binding,11,24=22,22,validation,F2,22,10.501664161682129,canonical_functor_control,1,22
1,F2:validation:391,symbol_mismatch,failure,11,,28,validation,F2,28,10.99577522277832,canonical_functor_control,1,28
1,F2:validation:447,symbol_mismatch,failure,11,,28,validation,F2,28,12.354021549224854,canonical_predicate_control,1,28
1,F2:validation:173,symbol_mismatch,failure,11,,28,validation,F2,28,12.095175743103027,reversed_predicate_control,1,28
1,F2:validation:137,symbol_mismatch,failure,11,,28,validation,F2,28,11.756565570831299,reversed_functor_control,1,28
1,F2:validation:195,symbol_mismatch,failure,11,,28,validation,F2,28,10.908984184265137,canonical_functor_control,1,28
1,F2:validation:79,symbol_mismatch,failure,11,,28,validation,F2,28,11.017404556274414,reversed_predicate_control,1,28
1,F2:validation:374,,binding,11,16=23,23,validation,F2,23,11.411336898803711,reversed_predicate_control,1,23
1,F2:validation:72,,binding,11,25=16,16,validation,F2,16,10.079812049865723,reversed_predicate_control,1,16
1,F2:validation:48,,binding,11,27=16,16,validation,F2,16,9.27371883392334,canonical_predicate_control,1,16
1,F2:validation:706,,binding,11,27=21,21,validation,F2,21,10.316072463989258,reversed_functor_control,1,21
1,F2:validation:63,symbol_mismatch,failure,11,,28,validation,F2,28,12.48292350769043,canonical_predicate_control,1,28
1,F2:validation:23,symbol_mismatch,failure,11,,28,validation,F2,28,12.43966293334961,canonical_functor_control,1,28
1,F2:validation:641,symbol_mismatch,failure,11,,28,validation,F2,28,9.880558013916016,canonical_predicate_control,1,28
1,F2:validation:678,,binding,11,25=19,19,validation,F2,19,9.713627815246582,canonical_functor_control,1,19
1,F2:validation:418,,binding,11,24=21,21,validation,F2,21,11.155416488647461,reversed_functor_control,1,21
1,F2:validation:483,symbol_mismatch,failure,11,,28,validation,F2,28,11.214040279388428,canonical_functor_control,1,28
1,F2:validation:555,symbol_mismatch,failure,11,,28,validation,F2,28,12.088397026062012,reversed_predicate_control,1,28
1,F2:validation:752,,binding,11,18=20,20,validation,F2,20,12.572062492370605,reversed_predicate_control,1,20
1,F2:validation:324,,binding,11,23=22,22,validation,F2,22,11.85889482498169,reversed_functor_control,1,22
1,F2:validation:458,,binding,11,26=17,17,validation,F2,17,9.649240016937256,reversed_predicate_control,1,17
1,F2:validation:619,symbol_mismatch,failure,11,,28,validation,F2,28,12.409680366516113,reversed_functor_control,1,28
1,F2:validation:539,symbol_mismatch,failure,11,,28,validation,F2,28,10.132445335388184,canonical_predicate_control,1,28
1,F2:validation:616,,binding,11,25=24,24,validation,F2,24,11.096168994903564,reversed_functor_control,1,24
1,F2:validation:77,symbol_mismatch,failure,11,,28,validation,F2,28,11.568448543548584,reversed_predicate_control,1,28
1,F2:validation:125,symbol_mismatch,failure,11,,28,validation,F2,28,11.324195384979248,reversed_functor_control,1,28
1,F2:validation:583,symbol_mismatch,failure,11,,28,validation,F2,28,11.676807403564453,canonical_functor_control,1,28
1,F2:validation:231,symbol_mismatch,failure,11,,28,validation,F2,28,11.722425937652588,reversed_functor_control,1,28
1,F2:validation:182,,binding,11,24=23,23,validation,F2,23,10.2279052734375,reversed_predicate_control,1,23
1,F2:validation:668,,binding,11,21=26,26,validation,F2,26,11.556854248046875,reversed_predicate_control,1,26
1,F2:validation:500,,binding,11,22=26,26,validation,F2,26,9.53991413116455,canonical_functor_control,1,26
1,F2:validation:572,,binding,11,24=26,26,validation,F2,26,8.569332599639893,reversed_predicate_control,1,26
1,F2:validation:549,symbol_mismatch,failure,11,,28,validation,F2,28,10.746679306030273,canonical_predicate_control,1,28
1,F2:validation:298,,binding,11,20=21,21,validation,F2,21,9.34818983078003,canonical_functor_control,1,21
1,F2:validation:74,,binding,11,24=17,17,validation,F2,17,10.040745258331299,reversed_predicate_control,1,17
1,F2:validation:733,symbol_mismatch,failure,11,,28,validation,F2,28,10.885526657104492,canonical_predicate_control,1,28
1,F2:validation:748,,binding,11,27=18,18,validation,F2,18,11.58525800704956,reversed_predicate_control,1,18
1,F2:validation:383,symbol_mismatch,failure,11,,28,validation,F2,28,12.92878007888794,reversed_predicate_control,1,28
1,F2:validation:594,,binding,11,24=25,25,validation,F2,25,11.526130676269531,canonical_functor_control,1,25
1,F2:validation:369,symbol_mismatch,failure,11,,28,validation,F2,28,12.220285415649414,reversed_predicate_control,1,28
1,F2:validation:669,symbol_mismatch,failure,11,,28,validation,F2,28,11.68162202835083,reversed_predicate_control,1,28
1,F2:validation:498,,binding,11,23=25,25,validation,F2,25,11.063792705535889,canonical_functor_control,1,25
1,F2:validation:204,,binding,11,24=22,22,validation,F2,22,9.898946285247803,canonical_functor_control,1,22
1,F2:validation:613,symbol_mismatch,failure,11,,28,validation,F2,28,12.37423038482666,reversed_functor_control,1,28
1,F2:validation:220,,binding,11,20=18,18,validation,F2,18,11.14214563369751,reversed_functor_control,1,18
1,F2:validation:6,,binding,11,22=19,19,validation,F2,19,10.999433040618896,canonical_functor_control,1,19
1,F2:validation:685,symbol_mismatch,failure,11,,28,validation,F2,28,11.98835039138794,canonical_functor_control,1,28
1,F2:validation:435,symbol_mismatch,failure,11,,28,validation,F2,28,11.890386581420898,canonical_predicate_control,1,28
1,F2:validation:441,symbol_mismatch,failure,11,,28,validation,F2,28,11.447502613067627,canonical_predicate_control,1,28
1,F2:validation:575,symbol_mismatch,failure,11,,28,validation,F2,28,13.119631290435791,reversed_predicate_control,1,28
1,F2:validation:217,symbol_mismatch,failure,11,,28,validation,F2,28,11.133147716522217,reversed_functor_control,1,28
1,F2:validation:464,,binding,11,25=20,20,validation,F2,20,11.105094909667969,reversed_predicate_control,1,20
1,F2:validation:670,,binding,11,23=27,27,validation,F2,27,10.044636726379395,reversed_predicate_control,1,27
1,F2:validation:345,symbol_mismatch,failure,11,,28,validation,F2,28,11.723682403564453,canonical_predicate_control,1,28
1,F2:validation:628,,binding,11,25=18,18,validation,F2,18,10.55948257446289,canonical_predicate_control,1,18
1,F2:validation:123,symbol_mismatch,failure,11,,28,validation,F2,28,11.44383192062378,reversed_functor_control,1,28
1,F2:validation:54,,binding,11,16=19,19,validation,F2,19,10.926383972167969,canonical_predicate_control,1,19
1,F2:validation:652,,binding,11,16=18,18,validation,F2,18,9.998613357543945,reversed_predicate_control,1,18
1,F2:validation:49,symbol_mismatch,failure,11,,28,validation,F2,28,12.778278827667236,canonical_predicate_control,1,28
1,F2:validation:765,symbol_mismatch,failure,11,,28,validation,F2,28,11.385037422180176,reversed_predicate_control,1,28
1,F2:validation:226,,binding,11,18=21,21,validation,F2,21,9.547471046447754,reversed_functor_control,1,21
1,F2:validation:624,,binding,11,26=16,16,validation,F2,16,8.814898490905762,canonical_predicate_control,1,16
1,F2:validation:271,symbol_mismatch,failure,11,,28,validation,F2,28,11.209543228149414,reversed_predicate_control,1,28
1,F2:validation:3,symbol_mismatch,failure,11,,28,validation,F2,28,10.95411491394043,canonical_functor_control,1,28
1,F2:validation:139,symbol_mismatch,failure,11,,28,validation,F2,28,11.50011157989502,reversed_functor_control,1,28
1,F2:validation:540,,binding,11,26=22,22,validation,F2,22,10.605781555175781,canonical_predicate_control,1,22
1,F2:validation:199,symbol_mismatch,failure,11,,28,validation,F2,28,11.300091743469238,canonical_functor_control,1,28
1,F2:validation:766,,binding,11,16=27,27,validation,F2,27,10.623034477233887,reversed_predicate_control,1,27
1,F2:validation:517,symbol_mismatch,failure,11,,28,validation,F2,28,12.428432941436768,reversed_functor_control,1,28
1,F2:validation:317,symbol_mismatch,failure,11,,28,validation,F2,28,11.594078063964844,reversed_functor_control,1,28
1,F2:validation:560,,binding,11,16=20,20,validation,F2,20,10.387757301330566,reversed_predicate_control,1,20
1,F2:validation:321,symbol_mismatch,failure,11,,28,validation,F2,28,12.21610403060913,reversed_functor_control,1,28
1,F2:validation:397,symbol_mismatch,failure,11,,28,validation,F2,28,12.252435684204102,canonical_functor_control,1,28
1,F2:validation:625,symbol_mismatch,failure,11,,28,validation,F2,28,13.307668209075928,canonical_predicate_control,1,28
1,F2:validation:422,,binding,11,20=23,23,validation,F2,23,10.758818626403809,reversed_functor_control,1,23
1,F2:validation:699,symbol_mismatch,failure,11,,28,validation,F2,28,11.889535903930664,reversed_functor_control,1,28
1,F2:validation:703,symbol_mismatch,failure,11,,28,validation,F2,28,12.153233528137207,reversed_functor_control,1,28
1,F2:validation:547,symbol_mismatch,failure,11,,28,validation,F2,28,12.702404499053955,canonical_predicate_control,1,28
1,F2:validation:561,symbol_mismatch,failure,11,,28,validation,F2,28,12.073150157928467,reversed_predicate_control,1,28
1,F2:validation:234,,binding,11,16=25,25,validation,F2,25,12.053236484527588,reversed_functor_control,1,25
1,F2:validation:505,symbol_mismatch,failure,11,,28,validation,F2,28,11.257449626922607,reversed_functor_control,1,28
1,F2:validation:477,symbol_mismatch,failure,11,,28,validation,F2,28,12.239637851715088,reversed_predicate_control,1,28
1,F2:validation:13,symbol_mismatch,failure,11,,28,validation,F2,28,11.407612323760986,canonical_functor_control,1,28
1,F2:validation:439,symbol_mismatch,failure,11,,28,validation,F2,28,11.32149887084961,canonical_predicate_control,1,28
1,F2:validation:323,symbol_mismatch,failure,11,,28,validation,F2,28,12.417195320129395,reversed_functor_control,1,28
1,F2:validation:410,,binding,11,21=17,17,validation,F2,17,10.93773603439331,reversed_functor_control,1,17
1,F2:validation:215,symbol_mismatch,failure,11,,28,validation,F2,28,13.09649658203125,canonical_functor_control,1,28
1,F2:validation:200,,binding,11,23=20,20,validation,F2,20,12.29328966140747,canonical_functor_control,1,20
1,F2:validation:531,symbol_mismatch,failure,11,,28,validation,F2,28,10.00691843032837,canonical_predicate_control,1,28
1,F2:validation:600,,binding,11,27=16,16,validation,F2,16,11.12348461151123,reversed_functor_control,1,16
1,F2:validation:293,symbol_mismatch,failure,11,,28,validation,F2,28,11.566490173339844,canonical_functor_control,1,28
1,F2:validation:346,,binding,11,27=21,21,validation,F2,21,9.329921245574951,canonical_predicate_control,1,21
1,F2:validation:700,,binding,11,17=18,18,validation,F2,18,10.613983631134033,reversed_functor_control,1,18
1,F2:validation:5,symbol_mismatch,failure,11,,28,validation,F2,28,11.640869140625,canonical_functor_control,1,28
1,F2:validation:81,symbol_mismatch,failure,11,,28,validation,F2,28,11.92045545578003,reversed_predicate_control,1,28
1,F2:validation:152,,binding,11,18=20,20,validation,F2,20,12.902741193771362,canonical_predicate_control,1,20
1,F2:validation:727,symbol_mismatch,failure,11,,28,validation,F2,28,11.0783052444458,canonical_predicate_control,1,28
1,F2:validation:705,symbol_mismatch,failure,11,,28,validation,F2,28,11.84576416015625,reversed_functor_control,1,28
1,F2:validation:738,,binding,11,22=25,25,validation,F2,25,13.239771366119385,canonical_predicate_control,1,25
1,F2:validation:569,symbol_mismatch,failure,11,,28,validation,F2,28,11.552264213562012,reversed_predicate_control,1,28
1,F2:validation:444,,binding,11,17=22,22,validation,F2,22,12.722702026367188,canonical_predicate_control,1,22
1,F2:validation:629,symbol_mismatch,failure,11,,28,validation,F2,28,10.505729675292969,canonical_predicate_control,1,28
1,F2:validation:171,symbol_mismatch,failure,11,,28,validation,F2,28,11.907292366027832,reversed_predicate_control,1,28
1,F2:validation:457,symbol_mismatch,failure,11,,28,validation,F2,28,11.92228364944458,reversed_predicate_control,1,28
1,F2:validation:496,,binding,11,25=24,24,validation,F2,24,11.661781311035156,canonical_functor_control,1,24
1,F2:validation:116,,binding,11,17=26,26,validation,F2,26,11.12862753868103,canonical_functor_control,1,26
1,F2:validation:22,,binding,11,18=27,27,validation,F2,27,10.683748245239258,canonical_functor_control,1,27
1,F2:validation:433,symbol_mismatch,failure,11,,28,validation,F2,28,12.023691177368164,canonical_predicate_control,1,28
1,F2:validation:481,symbol_mismatch,failure,11,,28,validation,F2,28,13.399218559265137,canonical_functor_control,1,28
1,F2:validation:452,,binding,11,24=26,26,validation,F2,26,8.786743640899658,canonical_predicate_control,1,26
1,F2:validation:657,symbol_mismatch,failure,11,,28,validation,F2,28,11.774713516235352,reversed_predicate_control,1,28
1,F2:validation:488,,binding,11,19=20,20,validation,F2,20,11.870437860488892,canonical_functor_control,1,20
1,F2:validation:222,,binding,11,21=19,19,validation,F2,19,10.069330215454102,reversed_functor_control,1,19
1,F2:validation:300,,binding,11,25=22,22,validation,F2,22,15.04246711730957,canonical_functor_control,1,22
1,F2:validation:634,,binding,11,20=21,21,validation,F2,21,9.12653923034668,canonical_predicate_control,1,21
1,F2:validation:24,,binding,11,20=16,16,validation,F2,16,10.07520866394043,reversed_functor_control,1,16
1,F2:validation:202,,binding,11,24=21,21,validation,F2,21,9.948087692260742,canonical_functor_control,1,21
1,F2:validation:186,,binding,11,17=25,25,validation,F2,25,11.368047714233398,reversed_predicate_control,1,25
1,F2:validation:729,symbol_mismatch,failure,11,,28,validation,F2,28,11.824561595916748,canonical_predicate_control,1,28
1,F2:validation:511,symbol_mismatch,failure,11,,28,validation,F2,28,12.088167190551758,reversed_functor_control,1,28
1,F2:validation:66,,binding,11,18=25,25,validation,F2,25,8.886899948120117,canonical_predicate_control,1,25
1,F2:validation:272,,binding,11,27=20,20,validation,F2,20,12.333497047424316,reversed_predicate_control,1,20
1,F2:validation:618,,binding,11,23=25,25,validation,F2,25,10.700576305389404,reversed_functor_control,1,25
1,F2:validation:282,,binding,11,26=25,25,validation,F2,25,11.381179332733154,reversed_predicate_control,1,25
1,F2:validation:434,,binding,11,26=17,17,validation,F2,17,9.25644588470459,canonical_predicate_control,1,17
1,F2:validation:712,,binding,11,16=24,24,validation,F2,24,10.64786958694458,reversed_functor_control,1,24
1,F2:validation:162,,binding,11,20=25,25,validation,F2,25,10.629535675048828,canonical_predicate_control,1,25
1,F2:validation:553,symbol_mismatch,failure,11,,28,validation,F2,28,12.271158695220947,reversed_predicate_control,1,28
1,F2:validation:87,symbol_mismatch,failure,11,,28,validation,F2,28,11.096220970153809,reversed_predicate_control,1,28
1,F2:validation:0,,binding,11,26=16,16,validation,F2,16,9.855278968811035,canonical_functor_control,1,16
1,F2:validation:440,,binding,11,18=20,20,validation,F2,20,12.881839275360107,canonical_predicate_control,1,20
1,F2:validation:255,symbol_mismatch,failure,11,,28,validation,F2,28,11.557417392730713,canonical_predicate_control,1,28
1,F2:validation:73,symbol_mismatch,failure,11,,28,validation,F2,28,11.654589653015137,reversed_predicate_control,1,28
1,F2:validation:294,,binding,11,26=19,19,validation,F2,19,9.295475006103516,canonical_functor_control,1,19
