baseline_target_logprob,component,family,identity,layer,mode,model_id,revision,semantic,syntax,target_logprob_change
-0.257872074842453,sa,arrow:tense,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,-0.19327321648597717
-0.22581417858600616,sa,arrow:tense,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,0.00792790949344635
-0.2638595402240753,sa,question:tense,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.4734480679035187
-0.25423669815063477,sa,question:tense,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.4187101125717163
-3.7919135093688965,sa,alternation:direction,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,0.6696178913116455
-4.295517921447754,sa,alternation:direction,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,-1.7056503295898438
-1.278835654258728,sa,mapping:direction,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,-0.3663942813873291
-1.058471918106079,sa,mapping:direction,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,-0.6183099746704102
-0.8880316615104675,sa,arrow:direction,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,-0.030805647373199463
-0.4481661319732666,sa,arrow:direction,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,0.05210679769515991
-1.2339555025100708,sa,question:direction,2,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,question,-0.12293756008148193
-0.7435494065284729,sa,question:direction,3,0,remove_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,question,-0.2173580527305603
-6.048379421234131,sa,alternation:number,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,alternation,-1.341844081878662
-5.4743547439575195,sa,alternation:number,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,alternation,-1.138671875
-1.6215968132019043,sa,mapping:number,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,mapping,-0.6562564373016357
-0.7610409259796143,sa,mapping:number,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,mapping,0.2126544713973999
-1.5185401439666748,sa,arrow:number,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,arrow,-0.1391000747680664
-1.2091789245605469,sa,arrow:number,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,arrow,0.20112240314483643
-1.1180896759033203,sa,question:number,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,question,0.1382542848587036
-1.7947602272033691,sa,question:number,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,number,question,1.0853137373924255
-5.795536518096924,sa,alternation:color,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,alternation,-1.4111924171447754
-6.354679107666016,sa,alternation:color,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,alternation,0.8401808738708496
-0.9904645085334778,sa,mapping:color,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.18335360288619995
-1.6210979223251343,sa,mapping:color,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.6041086912155151
-0.9352619051933289,sa,arrow:color,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,arrow,-0.5020899176597595
-0.8412887454032898,sa,arrow:color,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,arrow,-0.5283591151237488
-1.0608067512512207,sa,question:color,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,question,-0.07182347774505615
-1.0664517879486084,sa,question:color,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,color,question,-0.9255509376525879
-7.6103715896606445,sa,alternation:animal,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,alternation,-0.8019952774047852
-5.978808403015137,sa,alternation:animal,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,alternation,-2.0984792709350586
-0.9913763403892517,sa,mapping:animal,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,mapping,-0.0037459731101989746
-0.47812411189079285,sa,mapping:animal,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,mapping,0.010384142398834229
-1.9513297080993652,sa,arrow:animal,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,arrow,-0.22815322875976562
-0.45036622881889343,sa,arrow:animal,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,arrow,-1.8469679653644562
-0.9468570947647095,sa,question:animal,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,question,-1.109930157661438
-0.6683844327926636,sa,question:animal,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,animal,question,-0.7956187725067139
-5.789730548858643,sa,alternation:temperature,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,alternation,-1.4311461448669434
-4.5420966148376465,sa,alternation:temperature,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,alternation,-0.480679988861084
-1.7778632640838623,sa,mapping:temperature,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,mapping,-0.8117091655731201
-0.9940654635429382,sa,mapping:temperature,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,mapping,0.11905407905578613
-0.5044987201690674,sa,arrow:temperature,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,arrow,-0.37804466485977173
-0.45342889428138733,sa,arrow:temperature,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,arrow,-0.417212575674057
-1.3655496835708618,sa,question:temperature,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,question,-0.5048180818557739
-0.8047061562538147,sa,question:temperature,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,temperature,question,-0.5109800696372986
-6.383781909942627,sa,alternation:magnitude,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,alternation,0.6002154350280762
-5.4743547439575195,sa,alternation:magnitude,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,alternation,1.2887248992919922
-1.6120433807373047,sa,mapping:magnitude,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,mapping,-1.0826740264892578
-0.7610409259796143,sa,mapping:magnitude,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,mapping,0.11256641149520874
-1.6570022106170654,sa,arrow:magnitude,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,arrow,-0.35915613174438477
-1.2091789245605469,sa,arrow:magnitude,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,arrow,-0.25131869316101074
-0.9842269420623779,sa,question:magnitude,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,question,-0.08618295192718506
-1.7947602272033691,sa,question:magnitude,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,magnitude,question,1.116404950618744
-6.389556407928467,sa,alternation:geography,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,alternation,-0.4140348434448242
-8.947948455810547,sa,alternation:geography,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,alternation,1.2977294921875
-0.20060747861862183,sa,mapping:geography,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,mapping,-0.0860433280467987
-0.25353580713272095,sa,mapping:geography,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,mapping,-0.15969187021255493
-0.8250687718391418,sa,arrow:geography,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,arrow,-1.5053114295005798
-0.24842847883701324,sa,arrow:geography,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,arrow,-0.45071350038051605
-0.9547438621520996,sa,question:geography,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,question,-2.552913188934326
-0.9890044927597046,sa,question:geography,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,geography,question,-0.5694516897201538
-5.704273223876953,sa,alternation:tense,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,alternation,0.06877994537353516
-7.157110691070557,sa,alternation:tense,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,alternation,-2.2646355628967285
-0.5175015926361084,sa,mapping:tense,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,mapping,-0.1961745023727417
-0.08342907577753067,sa,mapping:tense,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,mapping,-0.02035793662071228
-0.257872074842453,sa,arrow:tense,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,-0.26988866925239563
-0.22581417858600616,sa,arrow:tense,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,0.027496367692947388
-0.2638595402240753,sa,question:tense,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.46429869532585144
-0.25423669815063477,sa,question:tense,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.42578381299972534
-3.7919135093688965,sa,alternation:direction,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,0.7139708995819092
-4.295517921447754,sa,alternation:direction,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,-1.6501460075378418
-1.278835654258728,sa,mapping:direction,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,-0.2880314588546753
-1.058471918106079,sa,mapping:direction,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,-0.4790304899215698
-0.8880316615104675,sa,arrow:direction,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,0.06531906127929688
-0.4481661319732666,sa,arrow:direction,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,0.06535276770591736
-1.2339555025100708,sa,question:direction,2,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,question,-0.09418678283691406
-0.7435494065284729,sa,question:direction,3,0,remove_rank2,EleutherAI/pythia-70m-deduped,step143000,direction,question,-0.21617114543914795
-6.048379421234131,sa,alternation:number,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,alternation,0.15101909637451172
-5.4743547439575195,sa,alternation:number,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,alternation,0.13153314590454102
-1.6215968132019043,sa,mapping:number,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,mapping,-0.3456730842590332
-0.7610409259796143,sa,mapping:number,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,mapping,-0.4796891212463379
-1.5185401439666748,sa,arrow:number,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,arrow,0.1425241231918335
-1.2091789245605469,sa,arrow:number,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,arrow,-1.0428595542907715
-1.1180896759033203,sa,question:number,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,question,-0.019277215003967285
-1.7947602272033691,sa,question:number,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,number,question,-0.032831430435180664
-5.795536518096924,sa,alternation:color,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,alternation,-0.5691113471984863
-6.354679107666016,sa,alternation:color,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,alternation,-0.12862777709960938
-0.9904645085334778,sa,mapping:color,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.7384678721427917
-1.6210979223251343,sa,mapping:color,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.34255456924438477
-0.9352619051933289,sa,arrow:color,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,arrow,-0.03961622714996338
-0.8412887454032898,sa,arrow:color,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,arrow,-0.18098098039627075
-1.0608067512512207,sa,question:color,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,question,0.05444538593292236
-1.0664517879486084,sa,question:color,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,color,question,-0.058052778244018555
-7.6103715896606445,sa,alternation:animal,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,alternation,-0.6850595474243164
-5.978808403015137,sa,alternation:animal,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,alternation,-0.7207627296447754
-0.9913763403892517,sa,mapping:animal,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,mapping,-1.1236310601234436
-0.47812411189079285,sa,mapping:animal,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,mapping,-1.2905873358249664
-1.9513297080993652,sa,arrow:animal,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,arrow,0.04166865348815918
-0.45036622881889343,sa,arrow:animal,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,arrow,0.01096564531326294
-0.9468570947647095,sa,question:animal,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,question,0.1320641040802002
-0.6683844327926636,sa,question:animal,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,animal,question,0.02257448434829712
-5.789730548858643,sa,alternation:temperature,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,alternation,-0.5841050148010254
-4.5420966148376465,sa,alternation:temperature,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,alternation,-0.21233081817626953
-1.7778632640838623,sa,mapping:temperature,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,mapping,-0.5976097583770752
-0.9940654635429382,sa,mapping:temperature,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,mapping,-0.7493707537651062
-0.5044987201690674,sa,arrow:temperature,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,arrow,0.05013033747673035
-0.45342889428138733,sa,arrow:temperature,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,arrow,0.014844179153442383
-1.3655496835708618,sa,question:temperature,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,question,0.24809980392456055
-0.8047061562538147,sa,question:temperature,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,temperature,question,0.02886277437210083
-6.383781909942627,sa,alternation:magnitude,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,alternation,-0.9040384292602539
-5.4743547439575195,sa,alternation:magnitude,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,alternation,-0.6034822463989258
-1.6120433807373047,sa,mapping:magnitude,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,mapping,-0.5277767181396484
-0.7610409259796143,sa,mapping:magnitude,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,mapping,-0.5939345359802246
-1.6570022106170654,sa,arrow:magnitude,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,arrow,0.08056950569152832
-1.2091789245605469,sa,arrow:magnitude,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,arrow,-0.7428264617919922
-0.9842269420623779,sa,question:magnitude,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,question,-0.12363636493682861
-1.7947602272033691,sa,question:magnitude,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,magnitude,question,-0.07951784133911133
-6.389556407928467,sa,alternation:geography,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,alternation,-0.787193775177002
-8.947948455810547,sa,alternation:geography,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,alternation,0.029860496520996094
-0.20060747861862183,sa,mapping:geography,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,mapping,-0.2722700536251068
-0.25353580713272095,sa,mapping:geography,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,mapping,-0.33451157808303833
-0.8250687718391418,sa,arrow:geography,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,arrow,-0.02552473545074463
-0.24842847883701324,sa,arrow:geography,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,arrow,-0.09648187458515167
-0.9547438621520996,sa,question:geography,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,question,-0.21375524997711182
-0.9890044927597046,sa,question:geography,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,geography,question,-0.24894654750823975
-5.704273223876953,sa,alternation:tense,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,alternation,1.3699698448181152
-7.157110691070557,sa,alternation:tense,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,alternation,0.2281961441040039
-0.5175015926361084,sa,mapping:tense,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,mapping,-1.1253834962844849
-0.08342907577753067,sa,mapping:tense,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,mapping,-0.13861409574747086
-0.257872074842453,sa,arrow:tense,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,0.1154824048280716
-0.22581417858600616,sa,arrow:tense,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,arrow,0.08910909295082092
-0.2638595402240753,sa,question:tense,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.020505070686340332
-0.25423669815063477,sa,question:tense,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,tense,question,-0.041173845529556274
-3.7919135093688965,sa,alternation:direction,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,-0.6246523857116699
-4.295517921447754,sa,alternation:direction,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,alternation,0.28314876556396484
-1.278835654258728,sa,mapping:direction,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,0.004823565483093262
-1.058471918106079,sa,mapping:direction,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,mapping,-0.5110268592834473
-0.8880316615104675,sa,arrow:direction,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,0.2941247224807739
-0.4481661319732666,sa,arrow:direction,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,arrow,-0.11849212646484375
-1.2339555025100708,sa,question:direction,2,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,question,0.28178900480270386
-0.7435494065284729,sa,question:direction,3,0,add_rank1,EleutherAI/pythia-70m-deduped,step143000,direction,question,-0.10788911581039429
-6.048379421234131,sa,alternation:number,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,alternation,0.02983713150024414
-5.4743547439575195,sa,alternation:number,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,alternation,0.33095359802246094
-1.6215968132019043,sa,mapping:number,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,mapping,-0.36192917823791504
-0.7610409259796143,sa,mapping:number,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,mapping,-0.491213321685791
-1.5185401439666748,sa,arrow:number,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,arrow,0.08294117450714111
-1.2091789245605469,sa,arrow:number,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,arrow,-1.0420045852661133
-1.1180896759033203,sa,question:number,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,question,-0.00699162483215332
-1.7947602272033691,sa,question:number,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,number,question,-0.033495306968688965
-5.795536518096924,sa,alternation:color,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,color,alternation,-0.6656169891357422
-6.354679107666016,sa,alternation:color,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,color,alternation,-0.13118267059326172
-0.9904645085334778,sa,mapping:color,2,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.7483285069465637
-1.6210979223251343,sa,mapping:color,3,0,add_rank2,EleutherAI/pythia-70m-deduped,step143000,color,mapping,-0.3359241485595703
