family,layer,mean_entropy_bits,mean_target_logprob,mean_target_margin,mean_target_probability,model_id,n_identities,revision,semantic,split,syntax,top1_accuracy
alternation:direction,0,1.3159988522529602,-31.87202548980713,-31.619110107421875,1.4775212015650336e-14,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,alternation,0.0
alternation:direction,3,6.072688102722168,-11.925010681152344,-9.91094970703125,1.2792844756859267e-05,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,alternation,0.0
alternation:direction,5,13.282400608062744,-8.72343111038208,-4.2685546875,0.00016272853827103972,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,alternation,0.0
alternation:geography,0,0.6880667135119438,-33.17909336090088,-32.834320068359375,1.6743898720975792e-13,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,alternation,0.0
alternation:geography,3,6.125488758087158,-22.943806648254395,-20.708251953125,1.6651602748572747e-09,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,alternation,0.0
alternation:geography,5,12.840442657470703,-9.61564302444458,-5.1170654296875,6.993752322159708e-05,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,alternation,0.0
alternation:geography,0,1.6213450655341148,-38.29187774658203,-37.725494384765625,3.9705181840934805e-17,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,alternation,0.0
alternation:geography,3,5.4461095333099365,-16.477139472961426,-14.632965087890625,1.6788118030186538e-06,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,alternation,0.0
alternation:geography,5,12.740849494934082,-10.005313873291016,-5.4033203125,5.480170148075558e-05,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,alternation,0.0
alternation:magnitude,0,0.9113862812519073,-33.42715644836426,-33.02252197265625,3.357516630171642e-15,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,alternation,0.0
alternation:magnitude,3,4.446694731712341,-10.619919300079346,-9.2816162109375,0.00012806967140477354,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,alternation,0.0
alternation:magnitude,5,12.915641784667969,-9.913861751556396,-5.82159423828125,5.6845583458198234e-05,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,alternation,0.0
alternation:magnitude,0,1.7511722445487976,-32.3819055557251,-31.770263671875,1.1119331629698393e-14,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,alternation,0.0
alternation:magnitude,3,5.895841598510742,-10.82880449295044,-9.04425048828125,0.00010723225074116272,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,alternation,0.0
alternation:magnitude,5,13.101926803588867,-8.366509914398193,-3.96441650390625,0.00024726644915062934,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,alternation,0.0
alternation:number,0,1.318156123161316,-28.65744972229004,-28.166717529296875,1.3417923854460215e-11,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,alternation,0.0
alternation:number,3,6.398027658462524,-9.61799144744873,-7.5323486328125,0.00013561235209635925,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,alternation,0.0
alternation:number,5,12.940633296966553,-9.786958694458008,-5.73345947265625,6.909927469678223e-05,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,alternation,0.0
alternation:number,0,0.44953152537345886,-30.89851951599121,-30.834991455078125,5.256113029354897e-14,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,alternation,0.0
alternation:number,3,5.516160488128662,-7.256892681121826,-5.6595458984375,0.0007813217089278623,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,alternation,0.0
alternation:number,5,13.00706148147583,-8.6593017578125,-4.61383056640625,0.0002099654848279897,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,alternation,0.0
alternation:temperature,0,1.7511722445487976,-32.3819055557251,-31.770263671875,1.1119331629698393e-14,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,alternation,0.0
alternation:temperature,3,5.895841598510742,-10.82880449295044,-9.04425048828125,0.00010723225074116272,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,alternation,0.0
alternation:temperature,5,13.101926803588867,-8.366509914398193,-3.96441650390625,0.00024726644915062934,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,alternation,0.0
alternation:temperature,0,0.7605457752943039,-35.90669822692871,-35.78106689453125,5.721236696892451e-15,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,alternation,0.0
alternation:temperature,3,6.525741338729858,-11.836539268493652,-9.373016357421875,1.2971664432370744e-05,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,alternation,0.0
alternation:temperature,5,13.422850608825684,-8.31821608543396,-3.61834716796875,0.0002646169741638005,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,alternation,0.0
alternation:tense,0,1.6530019901692867,-22.497900009155273,-21.884033203125,1.7353720543900053e-10,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,alternation,0.0
alternation:tense,3,3.4061094522476196,-14.733683586120605,-13.552886962890625,9.886407426051846e-07,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,alternation,0.0
alternation:tense,5,13.316047191619873,-9.242538928985596,-4.69244384765625,0.00010681705316528678,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,alternation,0.0
alternation:tense,0,0.09333626367151737,-32.57802391052246,-32.5679931640625,2.9844386921524396e-14,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,alternation,0.0
alternation:tense,3,6.299656391143799,-14.139047622680664,-12.030029296875,5.153962309378812e-06,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,alternation,0.0
alternation:tense,5,13.479158401489258,-11.108757019042969,-6.64605712890625,1.529397059130133e-05,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,alternation,0.0
arrow:animal,0,1.8805235028266907,-31.04135227203369,-30.582366943359375,9.059001279376327e-13,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,arrow,0.0
arrow:animal,3,2.5072520971298218,-1.0840870141983032,0.610626220703125,0.4172365590929985,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,arrow,0.5
arrow:animal,5,12.23569393157959,-5.05181360244751,-1.4837646484375,0.009176135412417352,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,arrow,0.0
arrow:animal,0,0.6024412512779236,-37.11857604980469,-37.048858642578125,2.0364517256087852e-13,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,arrow,0.0
arrow:animal,3,2.9338467121124268,-4.8844097554683685,-3.4305419921875,0.276569619505608,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,arrow,0.5
arrow:animal,5,12.552886486053467,-6.317894697189331,-2.11578369140625,0.0018114138511009514,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,arrow,0.0
arrow:color,0,2.992207407951355,-18.524465084075928,-17.433349609375,1.3780257872297863e-07,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,arrow,0.0
arrow:color,3,1.0317662954330444,-0.9965119063854218,-0.471527099609375,0.38473206758499146,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,arrow,0.0
arrow:color,5,12.18508529663086,-4.3409401178359985,-0.9254150390625,0.016095776110887527,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,arrow,0.0
arrow:color,0,3.1540980339050293,-17.50306510925293,-16.61114501953125,1.2263330884110246e-07,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,arrow,0.0
arrow:color,3,1.054984211921692,-2.763983190059662,-2.40765380859375,0.16343651851639152,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,arrow,0.0
arrow:color,5,12.209676265716553,-4.074727296829224,-0.687255859375,0.01780303055420518,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,arrow,0.0
arrow:direction,0,3.1317657232284546,-13.794814825057983,-12.99383544921875,0.0002018178889349187,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,arrow,0.0
arrow:direction,3,1.056448072195053,-0.5878273900598288,1.7877197265625,0.6481877714395523,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,arrow,0.5
arrow:direction,5,12.47498083114624,-4.367232084274292,-0.896240234375,0.01503350492566824,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,arrow,0.0
arrow:direction,0,2.873132586479187,-18.293818473815918,-17.6107177734375,3.248267255173687e-08,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,arrow,0.0
arrow:direction,3,0.5916900858283043,-0.37459300737828016,1.976959228515625,0.7312014847993851,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,arrow,0.5
arrow:direction,5,12.455202579498291,-5.712327241897583,-1.76483154296875,0.0041481200023554265,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,arrow,0.0
arrow:geography,0,0.3262704089283943,-24.51374912261963,-24.477996826171875,2.545869071113316e-11,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,arrow,0.0
arrow:geography,3,0.7783249206840992,-6.899009704589844,-6.779632568359375,0.0012133025447838008,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,arrow,0.0
arrow:geography,5,12.472391128540039,-5.651273250579834,-1.10040283203125,0.004056053585372865,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,arrow,0.0
arrow:geography,0,0.8220584988594055,-22.390056610107422,-22.272216796875,4.157403848265018e-10,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,arrow,0.0
arrow:geography,3,2.269233286380768,-4.639269612729549,-2.8365478515625,0.40805874705620226,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,arrow,0.5
arrow:geography,5,12.3633713722229,-7.323332786560059,-3.33294677734375,0.0007849098183214664,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,arrow,0.0
arrow:magnitude,0,2.8512569665908813,-17.796732902526855,-16.973419189453125,2.149504663151447e-08,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,arrow,0.0
arrow:magnitude,3,0.7178580090403557,-2.4540996567811817,0.646728515625,0.5002312995493412,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,arrow,0.5
arrow:magnitude,5,12.618425846099854,-5.851387023925781,-1.80865478515625,0.003626289253588766,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,arrow,0.0
arrow:magnitude,0,3.3888334035873413,-22.07394790649414,-21.180267333984375,1.0406023976533563e-09,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,arrow,0.0
arrow:magnitude,3,0.4514935538172722,-0.12153647374361753,2.711181640625,0.8901100158691406,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,arrow,1.0
arrow:magnitude,5,12.29163408279419,-4.930333852767944,-0.77178955078125,0.007248431909829378,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,arrow,0.0
arrow:number,0,2.497252941131592,-17.708102226257324,-17.107757568359375,2.4613640015047622e-08,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,arrow,0.0
arrow:number,3,1.3449682518839836,-1.9751539246644825,1.503631591796875,0.5062044616788626,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,arrow,0.5
arrow:number,5,12.564356327056885,-5.613817453384399,-1.58026123046875,0.005400872963946313,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,arrow,0.0
arrow:number,0,2.6531890630722046,-12.689778089523315,-12.02606201171875,0.00020182836798010584,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,arrow,0.0
arrow:number,3,0.8372483551502228,-2.015175586566329,0.328125,0.5001203408464789,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,arrow,0.5
arrow:number,5,12.875670433044434,-5.149250268936157,-1.29071044921875,0.0059009091928601265,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,arrow,0.0
arrow:temperature,0,3.3888334035873413,-22.07394790649414,-21.180267333984375,1.0406023976533563e-09,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,arrow,0.0
arrow:temperature,3,0.4514935538172722,-0.12153647374361753,2.711181640625,0.8901100158691406,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,arrow,1.0
arrow:temperature,5,12.29163408279419,-4.930333852767944,-0.77178955078125,0.007248431909829378,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,arrow,0.0
arrow:temperature,0,2.3582093715667725,-24.52878189086914,-24.080718994140625,3.145845577694245e-08,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,arrow,0.0
arrow:temperature,3,0.6092612743377686,-3.811099410057068,-3.469879150390625,0.24170513631543145,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,arrow,0.0
arrow:temperature,5,12.68547773361206,-6.053296804428101,-2.11041259765625,0.002503141586203128,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,arrow,0.0
arrow:tense,0,2.453612267971039,-26.427082061767578,-25.5523681640625,5.766929985715754e-11,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,arrow,0.0
arrow:tense,3,1.1111429631710052,-0.5687363920733333,1.81207275390625,0.6542559862136841,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,arrow,0.5
arrow:tense,5,12.739246845245361,-5.532430171966553,-1.232666015625,0.0045681874034926295,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,arrow,0.0
arrow:tense,0,1.50054731965065,-29.40562152862549,-29.04583740234375,2.10155199855842e-13,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,arrow,0.0
arrow:tense,3,0.7382677774876356,-3.9465717682614923,-0.784454345703125,0.49735151427739765,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,arrow,0.5
arrow:tense,5,12.78591775894165,-8.41653060913086,-4.23052978515625,0.00028396920242812485,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,arrow,0.0
mapping:animal,0,0.6480108797550201,-24.135188102722168,-24.03680419921875,4.5242969960723745e-11,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,mapping,0.0
mapping:animal,3,1.1264976561069489,-0.21518509835004807,2.2259521484375,0.8064146637916565,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,mapping,1.0
mapping:animal,5,12.321995258331299,-4.951748847961426,-1.66705322265625,0.007830189308151603,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,mapping,0.0
mapping:animal,0,1.1966546773910522,-31.735488891601562,-31.467681884765625,3.1785022027777536e-13,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,mapping,0.0
mapping:animal,3,1.0241165906190872,-0.8400368262082338,1.228179931640625,0.5747562050819397,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,mapping,0.5
mapping:animal,5,12.744671821594238,-5.912406921386719,-1.48956298828125,0.002739115501753986,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,mapping,0.0
mapping:color,0,1.3519678115844727,-22.1221923828125,-21.831695556640625,4.203986291029249e-10,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,mapping,0.0
mapping:color,3,0.2574395313858986,-0.04495437629520893,3.7843017578125,0.956707775592804,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,mapping,1.0
mapping:color,5,12.04951286315918,-4.4088218212127686,-1.0863037109375,0.013308167923241854,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,mapping,0.0
mapping:color,0,1.2224228382110596,-24.564138412475586,-24.33477783203125,5.203512666595873e-10,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,mapping,0.0
mapping:color,3,0.8646344915032387,-0.3112276364117861,2.34466552734375,0.7633589804172516,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,mapping,1.0
mapping:color,5,12.061412334442139,-4.998732328414917,-1.592529296875,0.007062302902340889,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,mapping,0.0
mapping:direction,0,1.2236313223838806,-20.803804397583008,-20.5986328125,9.600547570866324e-07,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,mapping,0.0
mapping:direction,3,1.245620608329773,-0.3880143091082573,1.53814697265625,0.6937404274940491,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,mapping,1.0
mapping:direction,5,12.31513500213623,-5.269974946975708,-1.57183837890625,0.006020997534506023,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,mapping,0.0
mapping:direction,0,2.8021374940872192,-21.525609016418457,-20.602752685546875,4.797266750511398e-10,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,mapping,0.0
mapping:direction,3,0.2780861034989357,-0.04351735394448042,3.63739013671875,0.957704097032547,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,mapping,1.0
mapping:direction,5,12.435414791107178,-5.879287242889404,-1.76019287109375,0.0029303800547495484,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,mapping,0.0
mapping:geography,0,1.7659006118774414,-25.400970458984375,-24.903289794921875,3.62890768324832e-11,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,mapping,0.0
mapping:geography,3,0.0059645812143571675,-0.00041337235506944126,10.104217529296875,0.9995867908000946,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,mapping,1.0
mapping:geography,5,11.452123641967773,-4.45313835144043,-0.60137939453125,0.011930520180612803,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,mapping,0.0
mapping:geography,0,1.564896285533905,-20.631787300109863,-20.2314453125,2.9087503692140637e-08,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,mapping,0.0
mapping:geography,3,0.9659842103719711,-0.3302219584584236,1.785888671875,0.7442890703678131,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,mapping,1.0
mapping:geography,5,11.760583400726318,-5.547176361083984,-1.4705810546875,0.004469220759347081,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,mapping,0.0
mapping:magnitude,0,1.0513461232185364,-16.954678535461426,-16.796295166015625,6.290431286970488e-08,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,mapping,0.0
mapping:magnitude,3,1.9161723852157593,-1.2133364081382751,-0.39776611328125,0.3110794872045517,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,mapping,0.5
mapping:magnitude,5,12.712026119232178,-6.099850654602051,-1.33734130859375,0.0024489836068823934,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,mapping,0.0
mapping:magnitude,0,2.955970287322998,-18.759432792663574,-18.022735595703125,3.9359443676501016e-08,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,mapping,0.0
mapping:magnitude,3,0.27798520028591156,-0.047566880472004414,3.16680908203125,0.9537467658519745,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,mapping,1.0
mapping:magnitude,5,12.173523902893066,-5.3895838260650635,-1.13836669921875,0.004639523685909808,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,mapping,0.0
mapping:number,0,1.1199089288711548,-16.91200351715088,-16.73638916015625,6.367467619838862e-08,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,mapping,0.0
mapping:number,3,1.8714509010314941,-2.054304778575897,-1.302978515625,0.22186296805739403,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,mapping,0.5
mapping:number,5,12.71744966506958,-6.103882074356079,-1.35955810546875,0.0024352052714675665,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,mapping,0.0
mapping:number,0,1.2222225666046143,-15.699783325195312,-15.5118408203125,9.66066073360139e-07,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,mapping,0.0
mapping:number,3,0.7220662832260132,-2.0188497826457024,-0.761199951171875,0.42991947289556265,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,mapping,0.5
mapping:number,5,12.782435417175293,-5.9189887046813965,-1.2471923828125,0.0026950774481520057,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,mapping,0.0
mapping:temperature,0,2.955970287322998,-18.759432792663574,-18.022735595703125,3.9359443676501016e-08,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,mapping,0.0
mapping:temperature,3,0.27798520028591156,-0.047566880472004414,3.16680908203125,0.9537467658519745,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,mapping,1.0
mapping:temperature,5,12.173523902893066,-5.3895838260650635,-1.13836669921875,0.004639523685909808,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,mapping,0.0
mapping:temperature,0,2.585257887840271,-25.157264709472656,-24.03314208984375,1.5467351905567098e-10,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,mapping,0.0
mapping:temperature,3,0.5595673099160194,-0.21463002916425467,2.6337890625,0.8223311305046082,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,mapping,1.0
mapping:temperature,5,12.708733081817627,-5.6172637939453125,-1.8157958984375,0.0042409521993249655,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,mapping,0.0
mapping:tense,0,0.996946856379509,-25.062332153320312,-24.87982177734375,1.6135502656222656e-11,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,mapping,0.0
mapping:tense,3,1.1842653369531035,-0.29606528248405084,4.0621337890625,0.7762080729007721,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,mapping,1.0
mapping:tense,5,12.647035598754883,-5.150645971298218,-1.03399658203125,0.010247808182612062,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,mapping,0.5
mapping:tense,0,0.8628521114587784,-36.72606086730957,-36.589752197265625,4.1685273887246687e-16,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,mapping,0.0
mapping:tense,3,2.426472544670105,-6.953110456466675,-6.016204833984375,0.02260314394334273,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,mapping,0.0
mapping:tense,5,12.708546161651611,-7.9924046993255615,-3.97381591796875,0.0003951738035539165,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,mapping,0.0
question:animal,0,1.0923648476600647,-33.71255016326904,-33.550018310546875,6.130800893774137e-14,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,question,0.0
question:animal,3,1.0854541063308716,-1.3013128712773323,0.1434326171875,0.49509067833423615,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,question,0.5
question:animal,5,12.438862323760986,-4.902278661727905,-0.86102294921875,0.00794147769920528,EleutherAI/pythia-70m-deduped,2,step143000,animal,evaluation,question,0.0
question:animal,0,1.0576877295970917,-39.826385498046875,-39.676910400390625,1.6379278036523445e-17,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,question,0.0
question:animal,3,0.5502605438232422,-0.08296145312488079,3.080169677734375,0.9208664000034332,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,question,1.0
question:animal,5,12.567185878753662,-5.932839632034302,-1.7579345703125,0.0026570333866402507,EleutherAI/pythia-70m-deduped,2,step143000,animal,fit,question,0.0
question:color,0,1.21597421169281,-25.714550971984863,-25.502410888671875,1.0865166405471527e-11,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,question,0.0
question:color,3,0.11836324777686968,-2.274509070241038,2.7735595703125,0.5052438527345657,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,question,0.5
question:color,5,12.445030212402344,-4.473126649856567,-0.7989501953125,0.013878847006708384,EleutherAI/pythia-70m-deduped,2,step143000,color,evaluation,question,0.0
question:color,0,1.4368886351585388,-29.34408473968506,-29.04302978515625,2.751499759100478e-13,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,question,0.0
question:color,3,1.1890509724617004,-1.0164458006620407,-0.21734619140625,0.4424320086836815,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,question,0.5
question:color,5,12.370046138763428,-4.764577150344849,-1.41912841796875,0.009301962330937386,EleutherAI/pythia-70m-deduped,2,step143000,color,fit,question,0.0
question:direction,0,1.088497906923294,-27.968850135803223,-27.74371337890625,7.682408311934785e-13,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,question,0.0
question:direction,3,0.5971669554710388,-2.3473548740148544,-1.699310302734375,0.35504464991390705,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,question,0.5
question:direction,5,12.464063167572021,-4.980005741119385,-1.37054443359375,0.008324679802171886,EleutherAI/pythia-70m-deduped,2,step143000,direction,evaluation,question,0.0
question:direction,0,1.6201480031013489,-22.325486183166504,-21.949249267578125,2.0973409120550457e-10,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,question,0.0
question:direction,3,1.0029267370700836,-0.8172012381255627,0.722015380859375,0.5616648569703102,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,question,0.5
question:direction,5,12.64088249206543,-5.68351411819458,-1.3658447265625,0.003402235801331699,EleutherAI/pythia-70m-deduped,2,step143000,direction,fit,question,0.0
question:geography,0,0.7908786833286285,-21.35210418701172,-21.2518310546875,8.024428413411222e-10,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,question,0.0
question:geography,3,0.6125556286424398,-0.5134666112717241,2.971099853515625,0.6781997233629227,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,question,0.5
