direction,end_layer,horizon,model_id,observed_margin_delta,pair_id,predicted_margin_delta,revision,start_layer
signal,25,1,Qwen/Qwen3-0.6B,-8.503910064697266,Qwen3-0.6B_3,-1.9926916360855103,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,26,2,Qwen/Qwen3-0.6B,-8.699660301208496,Qwen3-0.6B_3,-0.6766637563705444,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,28,4,Qwen/Qwen3-0.6B,-8.775114059448242,Qwen3-0.6B_3,3.3320047855377197,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,1,1,Qwen/Qwen3-0.6B,-1.4363555908203125,Qwen3-0.6B_4,0.4701714515686035,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,2,2,Qwen/Qwen3-0.6B,-1.5107293128967285,Qwen3-0.6B_4,-0.7719818353652954,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,4,4,Qwen/Qwen3-0.6B,0.34508705139160156,Qwen3-0.6B_4,-0.27555105090141296,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,25,1,Qwen/Qwen3-0.6B,-3.4331750869750977,Qwen3-0.6B_4,-3.396418809890747,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,26,2,Qwen/Qwen3-0.6B,-3.9033069610595703,Qwen3-0.6B_4,-4.023046970367432,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,28,4,Qwen/Qwen3-0.6B,-4.1569366455078125,Qwen3-0.6B_4,-25.104713439941406,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,1,1,Qwen/Qwen3-0.6B,-0.3260478973388672,Qwen3-0.6B_5,0.5039466023445129,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,2,2,Qwen/Qwen3-0.6B,-1.1465673446655273,Qwen3-0.6B_5,-0.19598980247974396,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,4,4,Qwen/Qwen3-0.6B,-0.0860137939453125,Qwen3-0.6B_5,0.8400862216949463,c1899de289a04d12100db370d81485cdf75e47ca,0
signal,25,1,Qwen/Qwen3-0.6B,-7.686304092407227,Qwen3-0.6B_5,-0.8920271396636963,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,26,2,Qwen/Qwen3-0.6B,-6.633756637573242,Qwen3-0.6B_5,-1.0306179523468018,c1899de289a04d12100db370d81485cdf75e47ca,24
signal,28,4,Qwen/Qwen3-0.6B,-7.100925445556641,Qwen3-0.6B_5,-12.563955307006836,c1899de289a04d12100db370d81485cdf75e47ca,24
