case_id,rules,fact,chain_steps,target_trajectory,predicted_trajectory,correct,steps_expected,steps_observed,minimum_logit_margin
51,C->A;A->B;B->D;D->STOP,D,1,STOP,STOP,True,1,1,0.9999994373243796
52,C->A;A->D;D->B;B->STOP,C,4,A D B STOP,A D B STOP,True,4,4,0.9999990997193113
53,C->A;A->D;D->B;B->STOP,A,3,D B STOP,D B STOP,True,3,3,0.9999992122543088
54,C->A;A->D;D->B;B->STOP,D,2,B STOP,B STOP,True,2,2,0.9999993247893315
55,C->A;A->D;D->B;B->STOP,B,1,STOP,STOP,True,1,1,0.9999994373243796
56,C->B;B->A;A->D;D->STOP,C,4,B A D STOP,B A D STOP,True,4,4,0.9999990997193113
57,C->B;B->A;A->D;D->STOP,B,3,A D STOP,A D STOP,True,3,3,0.9999992122543088
58,C->B;B->A;A->D;D->STOP,A,2,D STOP,D STOP,True,2,2,0.9999993247893315
59,C->B;B->A;A->D;D->STOP,D,1,STOP,STOP,True,1,1,0.9999994373243796
60,C->B;B->D;D->A;A->STOP,C,4,B D A STOP,B D A STOP,True,4,4,0.9999990997193113
61,C->B;B->D;D->A;A->STOP,B,3,D A STOP,D A STOP,True,3,3,0.9999992122543088
62,C->B;B->D;D->A;A->STOP,D,2,A STOP,A STOP,True,2,2,0.9999993247893315
63,C->B;B->D;D->A;A->STOP,A,1,STOP,STOP,True,1,1,0.9999994373243796
64,C->D;D->A;A->B;B->STOP,C,4,D A B STOP,D A B STOP,True,4,4,0.9999990997193113
65,C->D;D->A;A->B;B->STOP,D,3,A B STOP,A B STOP,True,3,3,0.9999992122543088
66,C->D;D->A;A->B;B->STOP,A,2,B STOP,B STOP,True,2,2,0.9999993247893315
67,C->D;D->A;A->B;B->STOP,B,1,STOP,STOP,True,1,1,0.9999994373243796
68,C->D;D->B;B->A;A->STOP,C,4,D B A STOP,D B A STOP,True,4,4,0.9999990997193113
69,C->D;D->B;B->A;A->STOP,D,3,B A STOP,B A STOP,True,3,3,0.9999992122543088
70,C->D;D->B;B->A;A->STOP,B,2,A STOP,A STOP,True,2,2,0.9999993247893315
71,C->D;D->B;B->A;A->STOP,A,1,STOP,STOP,True,1,1,0.9999994373243796
72,D->A;A->B;B->C;C->STOP,D,4,A B C STOP,A B C STOP,True,4,4,0.9999990997193113
73,D->A;A->B;B->C;C->STOP,A,3,B C STOP,B C STOP,True,3,3,0.9999992122543088
74,D->A;A->B;B->C;C->STOP,B,2,C STOP,C STOP,True,2,2,0.9999993247893315
75,D->A;A->B;B->C;C->STOP,C,1,STOP,STOP,True,1,1,0.9999994373243796
76,D->A;A->C;C->B;B->STOP,D,4,A C B STOP,A C B STOP,True,4,4,0.9999990997193113
77,D->A;A->C;C->B;B->STOP,A,3,C B STOP,C B STOP,True,3,3,0.9999992122543088
78,D->A;A->C;C->B;B->STOP,C,2,B STOP,B STOP,True,2,2,0.9999993247893315
79,D->A;A->C;C->B;B->STOP,B,1,STOP,STOP,True,1,1,0.9999994373243796
80,D->B;B->A;A->C;C->STOP,D,4,B A C STOP,B A C STOP,True,4,4,0.9999990997193113
81,D->B;B->A;A->C;C->STOP,B,3,A C STOP,A C STOP,True,3,3,0.9999992122543088
82,D->B;B->A;A->C;C->STOP,A,2,C STOP,C STOP,True,2,2,0.9999993247893315
83,D->B;B->A;A->C;C->STOP,C,1,STOP,STOP,True,1,1,0.9999994373243796
84,D->B;B->C;C->A;A->STOP,D,4,B C A STOP,B C A STOP,True,4,4,0.9999990997193113
85,D->B;B->C;C->A;A->STOP,B,3,C A STOP,C A STOP,True,3,3,0.9999992122543088
86,D->B;B->C;C->A;A->STOP,C,2,A STOP,A STOP,True,2,2,0.9999993247893315
87,D->B;B->C;C->A;A->STOP,A,1,STOP,STOP,True,1,1,0.9999994373243796
88,D->C;C->A;A->B;B->STOP,D,4,C A B STOP,C A B STOP,True,4,4,0.9999990997193113
89,D->C;C->A;A->B;B->STOP,C,3,A B STOP,A B STOP,True,3,3,0.9999992122543088
90,D->C;C->A;A->B;B->STOP,A,2,B STOP,B STOP,True,2,2,0.9999993247893315
91,D->C;C->A;A->B;B->STOP,B,1,STOP,STOP,True,1,1,0.9999994373243796
92,D->C;C->B;B->A;A->STOP,D,4,C B A STOP,C B A STOP,True,4,4,0.9999990997193113
93,D->C;C->B;B->A;A->STOP,C,3,B A STOP,B A STOP,True,3,3,0.9999992122543088
94,D->C;C->B;B->A;A->STOP,B,2,A STOP,A STOP,True,2,2,0.9999993247893315
95,D->C;C->B;B->A;A->STOP,A,1,STOP,STOP,True,1,1,0.9999994373243796
