condition,correct,delayed_termination,depth,example_id,final_correct,generated_tokens,premature_termination,record_type,seed,step,termination_correct,trajectory_exact,transition_accuracy
baseline,1,,2,31,,,,transition,11,1,,,
baseline,1,,2,31,,,,transition,11,2,,,
baseline,1,,2,32,,,,transition,11,1,,,
baseline,1,,2,32,,,,transition,11,2,,,
baseline,1,,2,33,,,,transition,11,1,,,
baseline,1,,2,33,,,,transition,11,2,,,
baseline,1,,2,34,,,,transition,11,1,,,
baseline,1,,2,34,,,,transition,11,2,,,
baseline,1,,2,35,,,,transition,11,1,,,
baseline,1,,2,35,,,,transition,11,2,,,
baseline,1,,2,36,,,,transition,11,1,,,
baseline,1,,2,36,,,,transition,11,2,,,
baseline,1,,2,37,,,,transition,11,1,,,
baseline,1,,2,37,,,,transition,11,2,,,
baseline,1,,2,38,,,,transition,11,1,,,
baseline,1,,2,38,,,,transition,11,2,,,
baseline,1,,2,39,,,,transition,11,1,,,
baseline,1,,2,39,,,,transition,11,2,,,
baseline,1,,2,40,,,,transition,11,1,,,
baseline,1,,2,40,,,,transition,11,2,,,
baseline,1,,2,41,,,,transition,11,1,,,
baseline,1,,2,41,,,,transition,11,2,,,
baseline,1,,2,42,,,,transition,11,1,,,
baseline,1,,2,42,,,,transition,11,2,,,
baseline,1,,2,43,,,,transition,11,1,,,
baseline,1,,2,43,,,,transition,11,2,,,
baseline,1,,2,44,,,,transition,11,1,,,
baseline,1,,2,44,,,,transition,11,2,,,
baseline,1,,2,45,,,,transition,11,1,,,
baseline,1,,2,45,,,,transition,11,2,,,
baseline,1,,2,46,,,,transition,11,1,,,
baseline,1,,2,46,,,,transition,11,2,,,
baseline,1,,2,47,,,,transition,11,1,,,
baseline,1,,2,47,,,,transition,11,2,,,
baseline,1,,2,48,,,,transition,11,1,,,
baseline,1,,2,48,,,,transition,11,2,,,
baseline,1,,2,49,,,,transition,11,1,,,
baseline,1,,2,49,,,,transition,11,2,,,
baseline,1,,2,50,,,,transition,11,1,,,
baseline,1,,2,50,,,,transition,11,2,,,
baseline,1,,2,51,,,,transition,11,1,,,
baseline,1,,2,51,,,,transition,11,2,,,
baseline,1,,2,52,,,,transition,11,1,,,
baseline,1,,2,52,,,,transition,11,2,,,
baseline,1,,2,53,,,,transition,11,1,,,
baseline,1,,2,53,,,,transition,11,2,,,
baseline,1,,2,54,,,,transition,11,1,,,
baseline,1,,2,54,,,,transition,11,2,,,
baseline,1,,2,55,,,,transition,11,1,,,
baseline,1,,2,55,,,,transition,11,2,,,
baseline,1,,2,56,,,,transition,11,1,,,
baseline,1,,2,56,,,,transition,11,2,,,
baseline,1,,2,57,,,,transition,11,1,,,
baseline,1,,2,57,,,,transition,11,2,,,
baseline,1,,2,58,,,,transition,11,1,,,
baseline,1,,2,58,,,,transition,11,2,,,
baseline,1,,2,59,,,,transition,11,1,,,
baseline,1,,2,59,,,,transition,11,2,,,
baseline,1,,2,60,,,,transition,11,1,,,
baseline,1,,2,60,,,,transition,11,2,,,
baseline,1,,2,61,,,,transition,11,1,,,
baseline,1,,2,61,,,,transition,11,2,,,
baseline,1,,2,62,,,,transition,11,1,,,
baseline,1,,2,62,,,,transition,11,2,,,
baseline,1,,2,63,,,,transition,11,1,,,
baseline,1,,2,63,,,,transition,11,2,,,
baseline,1,,3,0,,,,transition,11,1,,,
baseline,1,,3,0,,,,transition,11,2,,,
baseline,1,,3,0,,,,transition,11,3,,,
baseline,1,,3,1,,,,transition,11,1,,,
baseline,1,,3,1,,,,transition,11,2,,,
baseline,1,,3,1,,,,transition,11,3,,,
baseline,1,,3,2,,,,transition,11,1,,,
baseline,1,,3,2,,,,transition,11,2,,,
baseline,1,,3,2,,,,transition,11,3,,,
baseline,1,,3,3,,,,transition,11,1,,,
baseline,1,,3,3,,,,transition,11,2,,,
baseline,1,,3,3,,,,transition,11,3,,,
baseline,1,,3,4,,,,transition,11,1,,,
baseline,1,,3,4,,,,transition,11,2,,,
baseline,1,,3,4,,,,transition,11,3,,,
baseline,1,,3,5,,,,transition,11,1,,,
baseline,1,,3,5,,,,transition,11,2,,,
baseline,1,,3,5,,,,transition,11,3,,,
baseline,1,,3,6,,,,transition,11,1,,,
baseline,1,,3,6,,,,transition,11,2,,,
baseline,1,,3,6,,,,transition,11,3,,,
baseline,1,,3,7,,,,transition,11,1,,,
baseline,1,,3,7,,,,transition,11,2,,,
baseline,1,,3,7,,,,transition,11,3,,,
baseline,1,,3,8,,,,transition,11,1,,,
baseline,1,,3,8,,,,transition,11,2,,,
baseline,1,,3,8,,,,transition,11,3,,,
baseline,1,,3,9,,,,transition,11,1,,,
baseline,1,,3,9,,,,transition,11,2,,,
baseline,1,,3,9,,,,transition,11,3,,,
baseline,1,,3,10,,,,transition,11,1,,,
baseline,1,,3,10,,,,transition,11,2,,,
baseline,1,,3,10,,,,transition,11,3,,,
baseline,1,,3,11,,,,transition,11,1,,,
baseline,1,,3,11,,,,transition,11,2,,,
baseline,1,,3,11,,,,transition,11,3,,,
baseline,1,,3,12,,,,transition,11,1,,,
baseline,1,,3,12,,,,transition,11,2,,,
baseline,1,,3,12,,,,transition,11,3,,,
baseline,1,,3,13,,,,transition,11,1,,,
baseline,1,,3,13,,,,transition,11,2,,,
baseline,1,,3,13,,,,transition,11,3,,,
baseline,1,,3,14,,,,transition,11,1,,,
baseline,1,,3,14,,,,transition,11,2,,,
baseline,1,,3,14,,,,transition,11,3,,,
baseline,1,,3,15,,,,transition,11,1,,,
baseline,1,,3,15,,,,transition,11,2,,,
baseline,1,,3,15,,,,transition,11,3,,,
baseline,1,,3,16,,,,transition,11,1,,,
baseline,1,,3,16,,,,transition,11,2,,,
baseline,1,,3,16,,,,transition,11,3,,,
baseline,1,,3,17,,,,transition,11,1,,,
baseline,1,,3,17,,,,transition,11,2,,,
baseline,1,,3,17,,,,transition,11,3,,,
baseline,1,,3,18,,,,transition,11,1,,,
baseline,1,,3,18,,,,transition,11,2,,,
baseline,1,,3,18,,,,transition,11,3,,,
baseline,1,,3,19,,,,transition,11,1,,,
baseline,1,,3,19,,,,transition,11,2,,,
baseline,1,,3,19,,,,transition,11,3,,,
baseline,1,,3,20,,,,transition,11,1,,,
baseline,1,,3,20,,,,transition,11,2,,,
baseline,1,,3,20,,,,transition,11,3,,,
baseline,1,,3,21,,,,transition,11,1,,,
baseline,1,,3,21,,,,transition,11,2,,,
baseline,1,,3,21,,,,transition,11,3,,,
baseline,1,,3,22,,,,transition,11,1,,,
baseline,1,,3,22,,,,transition,11,2,,,
baseline,1,,3,22,,,,transition,11,3,,,
baseline,1,,3,23,,,,transition,11,1,,,
baseline,1,,3,23,,,,transition,11,2,,,
baseline,1,,3,23,,,,transition,11,3,,,
baseline,1,,3,24,,,,transition,11,1,,,
baseline,1,,3,24,,,,transition,11,2,,,
baseline,1,,3,24,,,,transition,11,3,,,
baseline,1,,3,25,,,,transition,11,1,,,
baseline,1,,3,25,,,,transition,11,2,,,
baseline,0,,3,25,,,,transition,11,3,,,
baseline,1,,3,26,,,,transition,11,1,,,
baseline,1,,3,26,,,,transition,11,2,,,
baseline,1,,3,26,,,,transition,11,3,,,
baseline,1,,3,27,,,,transition,11,1,,,
baseline,1,,3,27,,,,transition,11,2,,,
baseline,1,,3,27,,,,transition,11,3,,,
baseline,1,,3,28,,,,transition,11,1,,,
baseline,1,,3,28,,,,transition,11,2,,,
baseline,1,,3,28,,,,transition,11,3,,,
baseline,1,,3,29,,,,transition,11,1,,,
baseline,1,,3,29,,,,transition,11,2,,,
baseline,1,,3,29,,,,transition,11,3,,,
baseline,1,,3,30,,,,transition,11,1,,,
baseline,1,,3,30,,,,transition,11,2,,,
baseline,1,,3,30,,,,transition,11,3,,,
baseline,1,,3,31,,,,transition,11,1,,,
baseline,1,,3,31,,,,transition,11,2,,,
baseline,1,,3,31,,,,transition,11,3,,,
baseline,1,,3,32,,,,transition,11,1,,,
baseline,1,,3,32,,,,transition,11,2,,,
baseline,1,,3,32,,,,transition,11,3,,,
baseline,1,,3,33,,,,transition,11,1,,,
baseline,1,,3,33,,,,transition,11,2,,,
baseline,1,,3,33,,,,transition,11,3,,,
baseline,1,,3,34,,,,transition,11,1,,,
baseline,1,,3,34,,,,transition,11,2,,,
baseline,1,,3,34,,,,transition,11,3,,,
baseline,1,,3,35,,,,transition,11,1,,,
baseline,1,,3,35,,,,transition,11,2,,,
baseline,1,,3,35,,,,transition,11,3,,,
baseline,1,,3,36,,,,transition,11,1,,,
baseline,1,,3,36,,,,transition,11,2,,,
baseline,1,,3,36,,,,transition,11,3,,,
baseline,1,,3,37,,,,transition,11,1,,,
baseline,1,,3,37,,,,transition,11,2,,,
baseline,1,,3,37,,,,transition,11,3,,,
baseline,1,,3,38,,,,transition,11,1,,,
baseline,1,,3,38,,,,transition,11,2,,,
baseline,1,,3,38,,,,transition,11,3,,,
baseline,1,,3,39,,,,transition,11,1,,,
baseline,1,,3,39,,,,transition,11,2,,,
baseline,1,,3,39,,,,transition,11,3,,,
baseline,1,,3,40,,,,transition,11,1,,,
baseline,1,,3,40,,,,transition,11,2,,,
baseline,1,,3,40,,,,transition,11,3,,,
baseline,1,,3,41,,,,transition,11,1,,,
baseline,1,,3,41,,,,transition,11,2,,,
baseline,1,,3,41,,,,transition,11,3,,,
baseline,1,,3,42,,,,transition,11,1,,,
baseline,1,,3,42,,,,transition,11,2,,,
baseline,1,,3,42,,,,transition,11,3,,,
baseline,1,,3,43,,,,transition,11,1,,,
baseline,1,,3,43,,,,transition,11,2,,,
baseline,1,,3,43,,,,transition,11,3,,,
baseline,1,,3,44,,,,transition,11,1,,,
baseline,1,,3,44,,,,transition,11,2,,,
baseline,1,,3,44,,,,transition,11,3,,,
baseline,1,,3,45,,,,transition,11,1,,,
baseline,1,,3,45,,,,transition,11,2,,,
baseline,1,,3,45,,,,transition,11,3,,,
baseline,1,,3,46,,,,transition,11,1,,,
baseline,1,,3,46,,,,transition,11,2,,,
baseline,1,,3,46,,,,transition,11,3,,,
baseline,1,,3,47,,,,transition,11,1,,,
baseline,1,,3,47,,,,transition,11,2,,,
baseline,1,,3,47,,,,transition,11,3,,,
baseline,1,,3,48,,,,transition,11,1,,,
baseline,1,,3,48,,,,transition,11,2,,,
baseline,1,,3,48,,,,transition,11,3,,,
baseline,1,,3,49,,,,transition,11,1,,,
baseline,1,,3,49,,,,transition,11,2,,,
baseline,1,,3,49,,,,transition,11,3,,,
baseline,1,,3,50,,,,transition,11,1,,,
baseline,1,,3,50,,,,transition,11,2,,,
baseline,1,,3,50,,,,transition,11,3,,,
baseline,1,,3,51,,,,transition,11,1,,,
baseline,1,,3,51,,,,transition,11,2,,,
baseline,1,,3,51,,,,transition,11,3,,,
baseline,1,,3,52,,,,transition,11,1,,,
baseline,1,,3,52,,,,transition,11,2,,,
baseline,1,,3,52,,,,transition,11,3,,,
baseline,1,,3,53,,,,transition,11,1,,,
baseline,1,,3,53,,,,transition,11,2,,,
baseline,1,,3,53,,,,transition,11,3,,,
baseline,1,,3,54,,,,transition,11,1,,,
baseline,1,,3,54,,,,transition,11,2,,,
baseline,1,,3,54,,,,transition,11,3,,,
baseline,1,,3,55,,,,transition,11,1,,,
baseline,1,,3,55,,,,transition,11,2,,,
baseline,1,,3,55,,,,transition,11,3,,,
baseline,1,,3,56,,,,transition,11,1,,,
baseline,1,,3,56,,,,transition,11,2,,,
baseline,1,,3,56,,,,transition,11,3,,,
baseline,1,,3,57,,,,transition,11,1,,,
baseline,1,,3,57,,,,transition,11,2,,,
baseline,1,,3,57,,,,transition,11,3,,,
baseline,1,,3,58,,,,transition,11,1,,,
baseline,1,,3,58,,,,transition,11,2,,,
baseline,1,,3,58,,,,transition,11,3,,,
baseline,1,,3,59,,,,transition,11,1,,,
baseline,1,,3,59,,,,transition,11,2,,,
baseline,1,,3,59,,,,transition,11,3,,,
baseline,1,,3,60,,,,transition,11,1,,,
baseline,1,,3,60,,,,transition,11,2,,,
baseline,1,,3,60,,,,transition,11,3,,,
baseline,1,,3,61,,,,transition,11,1,,,
baseline,0,,3,61,,,,transition,11,2,,,
baseline,1,,3,61,,,,transition,11,3,,,
baseline,1,,3,62,,,,transition,11,1,,,
baseline,1,,3,62,,,,transition,11,2,,,
baseline,1,,3,62,,,,transition,11,3,,,
baseline,1,,3,63,,,,transition,11,1,,,
baseline,1,,3,63,,,,transition,11,2,,,
baseline,1,,3,63,,,,transition,11,3,,,
baseline,1,,4,0,,,,transition,11,1,,,
baseline,0,,4,0,,,,transition,11,2,,,
baseline,0,,4,0,,,,transition,11,3,,,
baseline,0,,4,0,,,,transition,11,4,,,
baseline,1,,4,1,,,,transition,11,1,,,
baseline,0,,4,1,,,,transition,11,2,,,
baseline,0,,4,1,,,,transition,11,3,,,
baseline,0,,4,1,,,,transition,11,4,,,
baseline,1,,4,2,,,,transition,11,1,,,
baseline,0,,4,2,,,,transition,11,2,,,
baseline,0,,4,2,,,,transition,11,3,,,
baseline,0,,4,2,,,,transition,11,4,,,
baseline,1,,4,3,,,,transition,11,1,,,
baseline,1,,4,3,,,,transition,11,2,,,
baseline,1,,4,3,,,,transition,11,3,,,
baseline,0,,4,3,,,,transition,11,4,,,
baseline,1,,4,4,,,,transition,11,1,,,
baseline,0,,4,4,,,,transition,11,2,,,
baseline,0,,4,4,,,,transition,11,3,,,
baseline,0,,4,4,,,,transition,11,4,,,
baseline,1,,4,5,,,,transition,11,1,,,
baseline,1,,4,5,,,,transition,11,2,,,
baseline,0,,4,5,,,,transition,11,3,,,
baseline,0,,4,5,,,,transition,11,4,,,
baseline,1,,4,6,,,,transition,11,1,,,
baseline,1,,4,6,,,,transition,11,2,,,
baseline,0,,4,6,,,,transition,11,3,,,
baseline,0,,4,6,,,,transition,11,4,,,
baseline,1,,4,7,,,,transition,11,1,,,
baseline,0,,4,7,,,,transition,11,2,,,
baseline,0,,4,7,,,,transition,11,3,,,
baseline,0,,4,7,,,,transition,11,4,,,
baseline,1,,4,8,,,,transition,11,1,,,
baseline,0,,4,8,,,,transition,11,2,,,
baseline,0,,4,8,,,,transition,11,3,,,
baseline,0,,4,8,,,,transition,11,4,,,
baseline,1,,4,9,,,,transition,11,1,,,
baseline,0,,4,9,,,,transition,11,2,,,
baseline,0,,4,9,,,,transition,11,3,,,
baseline,0,,4,9,,,,transition,11,4,,,
baseline,1,,4,10,,,,transition,11,1,,,
baseline,0,,4,10,,,,transition,11,2,,,
baseline,0,,4,10,,,,transition,11,3,,,
baseline,0,,4,10,,,,transition,11,4,,,
baseline,1,,4,11,,,,transition,11,1,,,
baseline,0,,4,11,,,,transition,11,2,,,
baseline,0,,4,11,,,,transition,11,3,,,
baseline,0,,4,11,,,,transition,11,4,,,
baseline,1,,4,12,,,,transition,11,1,,,
baseline,1,,4,12,,,,transition,11,2,,,
baseline,0,,4,12,,,,transition,11,3,,,
baseline,0,,4,12,,,,transition,11,4,,,
baseline,1,,4,13,,,,transition,11,1,,,
baseline,0,,4,13,,,,transition,11,2,,,
baseline,0,,4,13,,,,transition,11,3,,,
baseline,0,,4,13,,,,transition,11,4,,,
baseline,1,,4,14,,,,transition,11,1,,,
baseline,0,,4,14,,,,transition,11,2,,,
baseline,0,,4,14,,,,transition,11,3,,,
baseline,0,,4,14,,,,transition,11,4,,,
baseline,1,,4,15,,,,transition,11,1,,,
baseline,0,,4,15,,,,transition,11,2,,,
baseline,1,,4,15,,,,transition,11,3,,,
baseline,0,,4,15,,,,transition,11,4,,,
baseline,1,,4,16,,,,transition,11,1,,,
baseline,1,,4,16,,,,transition,11,2,,,
baseline,0,,4,16,,,,transition,11,3,,,
baseline,0,,4,16,,,,transition,11,4,,,
baseline,1,,4,17,,,,transition,11,1,,,
baseline,1,,4,17,,,,transition,11,2,,,
baseline,1,,4,17,,,,transition,11,3,,,
baseline,0,,4,17,,,,transition,11,4,,,
baseline,1,,4,18,,,,transition,11,1,,,
baseline,0,,4,18,,,,transition,11,2,,,
baseline,0,,4,18,,,,transition,11,3,,,
baseline,0,,4,18,,,,transition,11,4,,,
baseline,1,,4,19,,,,transition,11,1,,,
baseline,0,,4,19,,,,transition,11,2,,,
baseline,0,,4,19,,,,transition,11,3,,,
baseline,0,,4,19,,,,transition,11,4,,,
baseline,1,,4,20,,,,transition,11,1,,,
baseline,1,,4,20,,,,transition,11,2,,,
baseline,1,,4,20,,,,transition,11,3,,,
baseline,0,,4,20,,,,transition,11,4,,,
baseline,1,,4,21,,,,transition,11,1,,,
baseline,1,,4,21,,,,transition,11,2,,,
baseline,1,,4,21,,,,transition,11,3,,,
baseline,0,,4,21,,,,transition,11,4,,,
baseline,1,,4,22,,,,transition,11,1,,,
baseline,0,,4,22,,,,transition,11,2,,,
baseline,0,,4,22,,,,transition,11,3,,,
baseline,0,,4,22,,,,transition,11,4,,,
baseline,1,,4,23,,,,transition,11,1,,,
baseline,0,,4,23,,,,transition,11,2,,,
baseline,0,,4,23,,,,transition,11,3,,,
baseline,0,,4,23,,,,transition,11,4,,,
baseline,1,,4,24,,,,transition,11,1,,,
baseline,0,,4,24,,,,transition,11,2,,,
baseline,0,,4,24,,,,transition,11,3,,,
baseline,0,,4,24,,,,transition,11,4,,,
baseline,1,,4,25,,,,transition,11,1,,,
baseline,0,,4,25,,,,transition,11,2,,,
baseline,0,,4,25,,,,transition,11,3,,,
baseline,0,,4,25,,,,transition,11,4,,,
baseline,1,,4,26,,,,transition,11,1,,,
baseline,0,,4,26,,,,transition,11,2,,,
baseline,0,,4,26,,,,transition,11,3,,,
baseline,0,,4,26,,,,transition,11,4,,,
baseline,1,,4,27,,,,transition,11,1,,,
baseline,1,,4,27,,,,transition,11,2,,,
baseline,1,,4,27,,,,transition,11,3,,,
baseline,0,,4,27,,,,transition,11,4,,,
baseline,1,,4,28,,,,transition,11,1,,,
baseline,0,,4,28,,,,transition,11,2,,,
baseline,1,,4,28,,,,transition,11,3,,,
baseline,0,,4,28,,,,transition,11,4,,,
baseline,1,,4,29,,,,transition,11,1,,,
baseline,0,,4,29,,,,transition,11,2,,,
baseline,0,,4,29,,,,transition,11,3,,,
baseline,0,,4,29,,,,transition,11,4,,,
baseline,1,,4,30,,,,transition,11,1,,,
baseline,0,,4,30,,,,transition,11,2,,,
baseline,0,,4,30,,,,transition,11,3,,,
baseline,0,,4,30,,,,transition,11,4,,,
baseline,1,,4,31,,,,transition,11,1,,,
baseline,0,,4,31,,,,transition,11,2,,,
baseline,0,,4,31,,,,transition,11,3,,,
baseline,0,,4,31,,,,transition,11,4,,,
baseline,1,,4,32,,,,transition,11,1,,,
baseline,0,,4,32,,,,transition,11,2,,,
baseline,0,,4,32,,,,transition,11,3,,,
baseline,0,,4,32,,,,transition,11,4,,,
baseline,1,,4,33,,,,transition,11,1,,,
baseline,1,,4,33,,,,transition,11,2,,,
baseline,0,,4,33,,,,transition,11,3,,,
baseline,0,,4,33,,,,transition,11,4,,,
baseline,1,,4,34,,,,transition,11,1,,,
baseline,0,,4,34,,,,transition,11,2,,,
baseline,0,,4,34,,,,transition,11,3,,,
baseline,0,,4,34,,,,transition,11,4,,,
baseline,1,,4,35,,,,transition,11,1,,,
baseline,0,,4,35,,,,transition,11,2,,,
baseline,0,,4,35,,,,transition,11,3,,,
baseline,0,,4,35,,,,transition,11,4,,,
baseline,1,,4,36,,,,transition,11,1,,,
baseline,1,,4,36,,,,transition,11,2,,,
baseline,0,,4,36,,,,transition,11,3,,,
baseline,0,,4,36,,,,transition,11,4,,,
baseline,1,,4,37,,,,transition,11,1,,,
baseline,0,,4,37,,,,transition,11,2,,,
baseline,0,,4,37,,,,transition,11,3,,,
baseline,0,,4,37,,,,transition,11,4,,,
baseline,1,,4,38,,,,transition,11,1,,,
baseline,0,,4,38,,,,transition,11,2,,,
baseline,0,,4,38,,,,transition,11,3,,,
baseline,0,,4,38,,,,transition,11,4,,,
baseline,1,,4,39,,,,transition,11,1,,,
baseline,1,,4,39,,,,transition,11,2,,,
baseline,1,,4,39,,,,transition,11,3,,,
baseline,0,,4,39,,,,transition,11,4,,,
baseline,1,,4,40,,,,transition,11,1,,,
baseline,0,,4,40,,,,transition,11,2,,,
baseline,0,,4,40,,,,transition,11,3,,,
baseline,0,,4,40,,,,transition,11,4,,,
baseline,1,,4,41,,,,transition,11,1,,,
baseline,0,,4,41,,,,transition,11,2,,,
baseline,0,,4,41,,,,transition,11,3,,,
baseline,0,,4,41,,,,transition,11,4,,,
baseline,1,,4,42,,,,transition,11,1,,,
baseline,1,,4,42,,,,transition,11,2,,,
baseline,0,,4,42,,,,transition,11,3,,,
baseline,0,,4,42,,,,transition,11,4,,,
baseline,1,,4,43,,,,transition,11,1,,,
baseline,0,,4,43,,,,transition,11,2,,,
baseline,0,,4,43,,,,transition,11,3,,,
baseline,0,,4,43,,,,transition,11,4,,,
baseline,1,,4,44,,,,transition,11,1,,,
baseline,1,,4,44,,,,transition,11,2,,,
baseline,0,,4,44,,,,transition,11,3,,,
baseline,0,,4,44,,,,transition,11,4,,,
baseline,1,,4,45,,,,transition,11,1,,,
baseline,0,,4,45,,,,transition,11,2,,,
baseline,0,,4,45,,,,transition,11,3,,,
baseline,0,,4,45,,,,transition,11,4,,,
baseline,1,,4,46,,,,transition,11,1,,,
baseline,0,,4,46,,,,transition,11,2,,,
baseline,0,,4,46,,,,transition,11,3,,,
baseline,0,,4,46,,,,transition,11,4,,,
baseline,1,,4,47,,,,transition,11,1,,,
baseline,1,,4,47,,,,transition,11,2,,,
baseline,0,,4,47,,,,transition,11,3,,,
baseline,0,,4,47,,,,transition,11,4,,,
baseline,1,,4,48,,,,transition,11,1,,,
