agreement,base_score,bridge_score,candidate_id,causal_utility,community_centrality,dataset,entropy_contribution,example_id,exception_indicator,functional_role,identity_id,intact_answer_logprob,is_evidence,lexical_score,persistence,predictive_equivalence_proxy,removed_answer_logprob,semantic_equivalence_available,semantic_score,split
0.772046474216003,0.26078541572816,0.08633994819210934,1703.07476:18:3,0.0037019848823547363,0.8611684086918829,qasper,0.20753793281030997,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.08458572097186133,0.29179130256188057,1703.07476,-0.5620272755622864,1,0.06900655593423542,0.25,0.1766855916426647,-0.5657292604446411,0.0,0.41769539192318916,validation
0.7164641786590783,0.2840369668318528,0.08554440293378417,1703.07476:18:4,-0.05219227075576782,0.8559066966176033,qasper,0.20890327868599173,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.33410861793947777,0.4157796303073509,1703.07476,-0.5620272755622864,1,0.1414213562373095,0.4,0.19083492884966025,-0.5098350048065186,0.0,0.4007224664092064,validation
0.673359195941424,0.22251162680306524,0.09023054349669363,1703.07476:18:5,-0.06945237517356873,0.8307811036705971,qasper,0.2063066922425616,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.14042884771771613,0.3247283859586716,1703.07476,-0.5620272755622864,1,0.07071067811865475,0.3,0.1736400419865726,-0.49257490038871765,0.0,0.3467124029994011,validation
0.642234898615593,0.35227745463254984,0.08115155747427376,1703.07476:18:6,0.12206286191940308,0.8534317803382873,qasper,0.20923549860297996,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.39482325266589896,0.49335085004977436,1703.07476,-0.5620272755622864,1,0.18257418583505539,0.5,0.19433281348431536,-0.6840901374816895,0.0,0.49112558364868164,validation
0.652755831731195,0.37647911920108534,0.08442327063215406,1703.07476:27:0,-0.13587424159049988,0.8307104262709617,qasper,0.20721548221398703,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.02565647208592701,0.2774431330032972,1703.07476,-0.5620272755622864,1,0.1978141420187361,0.25,0.15900210498886438,-0.4261530339717865,0.0,0.5226595550775528,validation
0.7638549962207175,0.3265746680607679,0.08105073391306628,1703.07476:27:1,-0.004894852638244629,0.859552561044693,qasper,0.2069347067118365,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.025656472085932084,0.15743612708442825,1703.07476,-0.5620272755622864,1,0.19364916731037085,0.1,0.07442571718324809,-0.5571324229240417,0.0,0.43533189594745636,validation
0.7061582480201094,0.23561339773496726,0.082334509988159,1703.07476:27:2,-0.01225578784942627,0.8497823968529701,qasper,0.2039478710916451,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.5715136720749647,0.1977052111844413,1703.07476,-0.5620272755622864,1,0.07254762501100116,0.15,0.04538687319421695,-0.5497714877128601,0.0,0.3690308481454849,validation
0.6991746889495583,0.2668499271507427,0.08491476050777699,1703.07476:27:3,-0.026150107383728027,0.8391000226140022,qasper,0.2061498090912539,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.16909992593821135,0.28191751154001465,1703.07476,-0.5620272755622864,1,0.13801311186847084,0.25,0.145236075207579,-0.5358771681785583,0.0,0.3722618669271469,validation
0.6610663294125955,0.243792499601841,1.0,1703.07476:27:4,-0.016039252281188965,0.0,qasper,0.20633020113561124,qasper-1703.07476-01e2d10178347d177519f792f86f25575106ddc7,0.13613249526759513,0.8305331647062977,1703.07476,-0.5620272755622864,1,0.0,0.15,0.08566105806784033,-0.5459880232810974,0.0,0.4432590901851654,validation
0.7367165371350076,0.28283958303425094,0.0,1705.04153:6:0,1.6720597743988037,0.8268841289661146,qasper,0.208617293837054,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.2428397681758826,0.24806523868983438,1705.04153,-1.6106765270233154,1,0.08006407690254357,0.3,0.16734373921374102,-3.282736301422119,0.0,0.44874681532382965,test
0.6473535706515215,0.2450113017112017,0.0,1705.04153:6:1,-0.07500123977661133,0.8430543533780358,qasper,0.20862245332587792,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.24395073453328744,0.4215271766890179,1705.04153,-1.6106765270233154,1,0.0,0.5,0.24471559579416824,-1.535675287246704,0.0,0.44547509402036667,test
0.7280313581517892,0.24408837854862214,0.0,1705.04153:0:0,-0.07133805751800537,0.8548758189786564,qasper,0.2077141652416591,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.04837370377811126,0.2992065366425297,1705.04153,-1.6106765270233154,0,0.0,0.35,0.24248482471198246,-1.53933846950531,0.0,0.4437970519065857,test
0.7437153571089009,0.2354911697109197,0.0,1705.04153:0:1,-0.18217730522155762,0.8367100433869795,qasper,0.20486538217463532,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.5650401934143321,0.08367100433869795,1705.04153,-1.6106765270233154,0,0.08512565307587486,0.1,0.03234862878828785,-1.4284992218017578,0.0,0.35851750150322914,test
0.6889102066860242,0.2523263251408935,0.0,1705.04153:0:2,-0.13742566108703613,0.840243524312973,qasper,0.20865504715827415,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.2509689978703756,0.3360974097251892,1705.04153,-1.6106765270233154,0,0.0,0.4,0.20640604099654378,-1.4732508659362793,0.0,0.4587751366198063,test
0.7552619886186944,0.2150633726269007,0.0,1705.04153:0:3,-0.13005876541137695,0.8327227923003111,qasper,0.2070760019406128,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.08903873807165519,0.16654455846006222,1705.04153,-1.6106765270233154,0,0.0,0.2,0.13760288284771943,-1.4806177616119385,0.0,0.39102431386709213,test
0.743513891278802,0.23699923081937807,0.0,1705.04153:1:0,-0.32923340797424316,0.8351626873016358,qasper,0.20401090218525925,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.7490310021296244,0.041758134365081793,1705.04153,-1.6106765270233154,0,0.08006407690254357,0.05,0.009329946809847217,-1.2814431190490723,0.0,0.3654007203876972,test
0.7050353712198614,0.2641090042889118,0.0,1705.04153:1:1,-0.2999091148376465,0.7839883861216631,qasper,0.20824701876799587,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.1631103300964019,0.11759825791824946,1705.04153,-1.6106765270233154,0,0.0,0.15,0.08850552286358258,-1.310767412185669,0.0,0.4801981896162033,test
0.7022467048152305,0.24053603537779258,0.0,1705.04153:1:2,-0.1420820951461792,0.8484634498303586,qasper,0.20585814600983754,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.3512734309702791,0.12726951747455378,1705.04153,-1.6106765270233154,0,0.08164965809277261,0.15,0.06833491431408176,-1.4685944318771362,0.0,0.3705339804291725,test
0.6666287900307473,0.23207262568175793,0.0,1705.04153:1:3,-0.24395418167114258,0.799116796796972,qasper,0.20535007607167663,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.4606735339199247,0.1198675195195458,1705.04153,-1.6106765270233154,0,0.0,0.15,0.053929582427177915,-1.3667223453521729,0.0,0.42195022851228714,test
0.6808132751988952,0.29170516471796853,0.0,1705.04153:2:0,-0.15931439399719238,0.8473686993122101,qasper,0.20726485625520466,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.04837370377810528,0.25421060979366306,1705.04153,-1.6106765270233154,0,0.09622504486493763,0.3,0.19436394464886667,-1.451362133026123,0.0,0.4516434445977211,test
0.7584485408075196,0.2542890761047602,0.0,1705.04153:2:1,-0.1392282247543335,0.8395718184384434,qasper,0.20854396638553147,qasper-1705.04153-ef396a34436072cb3c40b0c9bc9179fee4a168ae,0.22705054282899972,0.2938501364534552,1705.04153,-1.6106765270233154,0,0.0,0.35,0.20518483576825833,-1.471448302268982,0.0,0.4623437747359276,test
