component,family,layer,mode,model_id,realization,revision,semantic,syntax,target_logprob_change
ff,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.05994606018066406
ff,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.17715072631835938
ff,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.2914419174194336
ff,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.2996559143066406
ff,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.29215240478515625
ff,mapping:number,3,add,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.16065311431884766
sa,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.1504955291748047
sa,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.15513896942138672
sa,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.1515512466430664
sa,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.032238006591796875
sa,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.014661788940429688
sa,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.17446517944335938
sa,mapping:number,5,add,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.15115833282470703
ff,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.03789806365966797
ff,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.05638885498046875
ff,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.21700572967529297
ff,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.07405281066894531
ff,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.46056175231933594
ff,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,0.019056320190429688
ff,mapping:number,5,add,EleutherAI/pythia-70m-deduped,2,step0,number,mapping,-0.010046005249023438
sa,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.22677898406982422
sa,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.20025920867919922
sa,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.2811613082885742
sa,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.42382049560546875
sa,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.26104736328125
sa,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.2414379119873047
sa,mapping:number,0,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.13856983184814453
ff,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,1.4805641174316406
ff,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,1.9073486328125e-06
ff,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.028746604919433594
ff,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,1.9073486328125e-06
ff,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.021671295166015625
ff,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,1.4805641174316406
ff,mapping:number,0,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.21351337432861328
sa,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.08159637451171875
sa,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.01680755615234375
sa,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.09632301330566406
sa,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.0078029632568359375
sa,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.0032415390014648438
sa,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.04955863952636719
sa,mapping:number,3,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.05549335479736328
ff,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.4180784225463867
ff,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.07246208190917969
ff,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.15500354766845703
ff,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.29811668395996094
ff,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.28959178924560547
ff,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.2927074432373047
ff,mapping:number,3,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.156341552734375
sa,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.12799739837646484
sa,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.1759929656982422
sa,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.17187976837158203
sa,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.05307292938232422
sa,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.03466510772705078
sa,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.17665576934814453
sa,mapping:number,5,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.15132713317871094
ff,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.03918743133544922
ff,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.05850982666015625
ff,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.2141742706298828
ff,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.07609939575195312
ff,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.4562053680419922
ff,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,0.019857406616210938
ff,mapping:number,5,add,EleutherAI/pythia-70m-deduped,3,step0,number,mapping,-0.011096954345703125
sa,alternation:color,0,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.04687976837158203
sa,alternation:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.08939361572265625
sa,alternation:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.1763324737548828
sa,alternation:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.01728343963623047
sa,alternation:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.18673992156982422
sa,alternation:color,0,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.01929950714111328
sa,alternation:color,0,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.016864776611328125
ff,alternation:color,0,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.3357210159301758
ff,alternation:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,9.5367431640625e-07
ff,alternation:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.3200969696044922
ff,alternation:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.6812381744384766
ff,alternation:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.3200969696044922
ff,alternation:color,0,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.33571720123291016
ff,alternation:color,0,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.23613357543945312
sa,alternation:color,3,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.04814720153808594
sa,alternation:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.09921741485595703
sa,alternation:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.21948623657226562
sa,alternation:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.3002004623413086
sa,alternation:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.3928546905517578
sa,alternation:color,3,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.04691886901855469
sa,alternation:color,3,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.05579566955566406
ff,alternation:color,3,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.10890769958496094
ff,alternation:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.14367008209228516
ff,alternation:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.45415210723876953
ff,alternation:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.17020702362060547
ff,alternation:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.4721803665161133
ff,alternation:color,3,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.18200111389160156
ff,alternation:color,3,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.060997962951660156
sa,alternation:color,5,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.09109210968017578
sa,alternation:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.11202335357666016
sa,alternation:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.2449779510498047
sa,alternation:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.07412052154541016
sa,alternation:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.0938262939453125
sa,alternation:color,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.0049724578857421875
sa,alternation:color,5,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.010776519775390625
ff,alternation:color,5,zero,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.09900569915771484
ff,alternation:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.008127212524414062
ff,alternation:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.26975250244140625
ff,alternation:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.21816539764404297
ff,alternation:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.22319889068603516
ff,alternation:color,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,-0.06910324096679688
ff,alternation:color,5,add,EleutherAI/pythia-70m-deduped,2,step0,color,alternation,0.057819366455078125
sa,alternation:color,0,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.0868539810180664
sa,alternation:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.12566375732421875
sa,alternation:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.22089195251464844
sa,alternation:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.06563091278076172
sa,alternation:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.23389148712158203
sa,alternation:color,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.016559600830078125
sa,alternation:color,0,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.013692855834960938
ff,alternation:color,0,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.5098228454589844
ff,alternation:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-1.9073486328125e-06
ff,alternation:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.3146247863769531
ff,alternation:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.7192020416259766
ff,alternation:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.3146247863769531
ff,alternation:color,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.509821891784668
ff,alternation:color,0,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.21368408203125
sa,alternation:color,3,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.04172801971435547
sa,alternation:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.10791969299316406
sa,alternation:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.2280254364013672
sa,alternation:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.30706024169921875
sa,alternation:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.3985872268676758
sa,alternation:color,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.04658794403076172
sa,alternation:color,3,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.055755615234375
ff,alternation:color,3,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.1020345687866211
ff,alternation:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.15053558349609375
ff,alternation:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.44208335876464844
ff,alternation:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.18153667449951172
ff,alternation:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.46121692657470703
ff,alternation:color,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.18054580688476562
ff,alternation:color,3,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.0626840591430664
sa,alternation:color,5,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.09717369079589844
sa,alternation:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.11604499816894531
sa,alternation:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.24845409393310547
sa,alternation:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.06814193725585938
sa,alternation:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.09868144989013672
sa,alternation:color,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.004439353942871094
