step,current,target,prediction,correct,winner_runner_up_margin,signed_target_margin,logit_margin,attention_probability,attention_probability_margin,sequence,case_id
1,A,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_A,4
2,B,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_A STATE_B,4
3,D,C,C,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_A STATE_B STATE_D,4
4,C,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_A STATE_B STATE_D STATE_C,4
1,B,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_B,5
2,D,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_B STATE_D,5
3,C,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_B STATE_D STATE_C,5
1,D,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_D,6
2,C,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_D STATE_C,6
1,C,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_B MAP_B_D MAP_D_C MAP_C_STOP STATE_C,7
1,A,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_A,8
2,C,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_A STATE_C,8
3,B,D,D,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_A STATE_C STATE_B,8
4,D,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_A STATE_C STATE_B STATE_D,8
1,C,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_C,9
2,B,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_C STATE_B,9
3,D,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_C STATE_B STATE_D,9
1,B,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_B,10
2,D,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_B STATE_D,10
1,D,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_B MAP_B_D MAP_D_STOP STATE_D,11
1,A,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_A,12
2,C,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_A STATE_C,12
3,D,B,B,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_A STATE_C STATE_D,12
4,B,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_A STATE_C STATE_D STATE_B,12
1,C,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_C,13
2,D,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_C STATE_D,13
3,B,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_C STATE_D STATE_B,13
1,D,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_D,14
2,B,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_D STATE_B,14
1,B,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_C MAP_C_D MAP_D_B MAP_B_STOP STATE_B,15
1,A,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_A,16
2,D,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_A STATE_D,16
3,B,C,C,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_A STATE_D STATE_B,16
4,C,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_A STATE_D STATE_B STATE_C,16
1,D,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_D,17
2,B,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_D STATE_B,17
3,C,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_D STATE_B STATE_C,17
1,B,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_B,18
2,C,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_B STATE_C,18
1,C,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_C,19
1,A,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_A,20
2,D,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_A STATE_D,20
3,C,B,B,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_A STATE_D STATE_C,20
4,B,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_A STATE_D STATE_C STATE_B,20
1,D,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_D,21
2,C,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_D STATE_C,21
3,B,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_D STATE_C STATE_B,21
1,C,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_C,22
2,B,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_C STATE_B,22
1,B,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_B,23
1,B,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_B,24
2,A,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_B STATE_A,24
3,C,D,D,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_B STATE_A STATE_C,24
4,D,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_B STATE_A STATE_C STATE_D,24
1,A,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_A,25
2,C,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_A STATE_C,25
3,D,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_A STATE_C STATE_D,25
1,C,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_C,26
2,D,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_C STATE_D,26
1,D,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_D,27
1,B,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_B,28
2,A,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_B STATE_A,28
3,D,C,C,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_B STATE_A STATE_D,28
4,C,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_B STATE_A STATE_D STATE_C,28
1,A,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_A,29
2,D,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_A STATE_D,29
3,C,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_A STATE_D STATE_C,29
1,D,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_D,30
2,C,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_D STATE_C,30
1,C,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_C,31
1,B,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_B,32
2,C,A,A,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_B STATE_C,32
3,A,D,D,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_B STATE_C STATE_A,32
4,D,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_B STATE_C STATE_A STATE_D,32
1,C,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_C,33
2,A,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_C STATE_A,33
3,D,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_C STATE_A STATE_D,33
1,A,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_A,34
2,D,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_A STATE_D,34
1,D,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_D,35
1,B,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_B,36
2,C,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_B STATE_C,36
3,D,A,A,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_B STATE_C STATE_D,36
4,A,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_B STATE_C STATE_D STATE_A,36
1,C,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_C,37
2,D,A,A,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_C STATE_D,37
3,A,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_C STATE_D STATE_A,37
1,D,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_D,38
2,A,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_D STATE_A,38
1,A,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_A,39
1,B,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_B,40
2,D,A,A,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_B STATE_D,40
3,A,C,C,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_B STATE_D STATE_A,40
4,C,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_B STATE_D STATE_A STATE_C,40
1,D,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_D,41
2,A,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_D STATE_A,41
3,C,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_D STATE_A STATE_C,41
1,A,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_A,42
2,C,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_A STATE_C,42
1,C,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_C,43
1,B,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_B,44
2,D,C,C,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_B STATE_D,44
3,C,A,A,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_B STATE_D STATE_C,44
4,A,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_B STATE_D STATE_C STATE_A,44
1,D,C,C,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_D,45
2,C,A,A,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_D STATE_C,45
3,A,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_D STATE_C STATE_A,45
1,C,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_C,46
2,A,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_C STATE_A,46
1,A,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_A,47
1,C,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_C,48
2,A,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_C STATE_A,48
3,B,D,D,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_C STATE_A STATE_B,48
4,D,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_C STATE_A STATE_B STATE_D,48
1,A,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_A,49
2,B,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_A STATE_B,49
3,D,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_A STATE_B STATE_D,49
1,B,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_B,50
2,D,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_B STATE_D,50
1,D,STOP,STOP,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_D,51
1,C,A,A,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_C,52
2,A,D,D,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_C STATE_A,52
3,D,B,B,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_C STATE_A STATE_D,52
4,B,STOP,STOP,True,0.9999990997193113,0.9999990997193113,0.9999990997193113,0.9999992122543974,0.9999990997193113,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_C STATE_A STATE_D STATE_B,52
1,A,D,D,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_A,53
2,D,B,B,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_A STATE_D,53
3,B,STOP,STOP,True,0.9999992122543088,0.9999992122543088,0.9999992122543088,0.9999993247894075,0.9999992122543088,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_A STATE_D STATE_B,53
1,D,B,B,True,0.9999994373243796,0.9999994373243796,0.9999994373243796,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_D,54
2,B,STOP,STOP,True,0.9999993247893315,0.9999993247893315,0.9999993247893315,0.999999437324443,0.9999993247893315,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_D STATE_B,54
