step,current,target,prediction,correct,winner_runner_up_margin,signed_target_margin,logit_margin,attention_probability,attention_probability_margin,sequence,case_id
1,D,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_D,17
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_B,18
1,C,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_B MAP_B_C MAP_C_STOP STATE_C,19
1,A,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_A,20
1,D,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_D,21
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_C,22
1,B,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_A_D MAP_D_C MAP_C_B MAP_B_STOP STATE_B,23
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_B,24
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_A,25
1,C,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_C,26
1,D,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_C MAP_C_D MAP_D_STOP STATE_D,27
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_B,28
1,A,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_A,29
1,D,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_D,30
1,C,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_A MAP_A_D MAP_D_C MAP_C_STOP STATE_C,31
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_B,32
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_C,33
1,A,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_A,34
1,D,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_A MAP_A_D MAP_D_STOP STATE_D,35
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_B,36
1,C,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_C,37
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_D,38
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_C MAP_C_D MAP_D_A MAP_A_STOP STATE_A,39
1,B,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_B,40
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_D,41
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_A,42
1,C,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_A MAP_A_C MAP_C_STOP STATE_C,43
1,B,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_B,44
1,D,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_D,45
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_C,46
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_B_D MAP_D_C MAP_C_A MAP_A_STOP STATE_A,47
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_C,48
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_A,49
1,B,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_B,50
1,D,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_B MAP_B_D MAP_D_STOP STATE_D,51
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_C,52
1,A,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_A,53
1,D,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_D,54
1,B,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_A MAP_A_D MAP_D_B MAP_B_STOP STATE_B,55
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_A MAP_A_D MAP_D_STOP STATE_C,56
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_A MAP_A_D MAP_D_STOP STATE_B,57
1,A,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_A MAP_A_D MAP_D_STOP STATE_A,58
1,D,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_A MAP_A_D MAP_D_STOP STATE_D,59
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_D MAP_D_A MAP_A_STOP STATE_C,60
1,B,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_D MAP_D_A MAP_A_STOP STATE_B,61
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_D MAP_D_A MAP_A_STOP STATE_D,62
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_B MAP_B_D MAP_D_A MAP_A_STOP STATE_A,63
1,C,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_A MAP_A_B MAP_B_STOP STATE_C,64
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_A MAP_A_B MAP_B_STOP STATE_D,65
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_A MAP_A_B MAP_B_STOP STATE_A,66
1,B,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_A MAP_A_B MAP_B_STOP STATE_B,67
1,C,D,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_B MAP_B_A MAP_A_STOP STATE_C,68
1,D,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_B MAP_B_A MAP_A_STOP STATE_D,69
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_B MAP_B_A MAP_A_STOP STATE_B,70
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_C_D MAP_D_B MAP_B_A MAP_A_STOP STATE_A,71
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_B MAP_B_C MAP_C_STOP STATE_D,72
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_B MAP_B_C MAP_C_STOP STATE_A,73
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_B MAP_B_C MAP_C_STOP STATE_B,74
1,C,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_B MAP_B_C MAP_C_STOP STATE_C,75
1,D,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_C MAP_C_B MAP_B_STOP STATE_D,76
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_C MAP_C_B MAP_B_STOP STATE_A,77
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_C MAP_C_B MAP_B_STOP STATE_C,78
1,B,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_A MAP_A_C MAP_C_B MAP_B_STOP STATE_B,79
1,D,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_A MAP_A_C MAP_C_STOP STATE_D,80
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_A MAP_A_C MAP_C_STOP STATE_B,81
1,A,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_A MAP_A_C MAP_C_STOP STATE_A,82
1,C,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_A MAP_A_C MAP_C_STOP STATE_C,83
1,D,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_C MAP_C_A MAP_A_STOP STATE_D,84
1,B,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_C MAP_C_A MAP_A_STOP STATE_B,85
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_C MAP_C_A MAP_A_STOP STATE_C,86
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_B MAP_B_C MAP_C_A MAP_A_STOP STATE_A,87
1,D,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_A MAP_A_B MAP_B_STOP STATE_D,88
1,C,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_A MAP_A_B MAP_B_STOP STATE_C,89
1,A,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_A MAP_A_B MAP_B_STOP STATE_A,90
1,B,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_A MAP_A_B MAP_B_STOP STATE_B,91
1,D,C,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_B MAP_B_A MAP_A_STOP STATE_D,92
1,C,B,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_B MAP_B_A MAP_A_STOP STATE_C,93
1,B,A,STOP,False,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_B MAP_B_A MAP_A_STOP STATE_B,94
1,A,STOP,STOP,True,0.0,0.0,0.0,0.9999995498595037,0.9999994373243796,MAP_D_C MAP_C_B MAP_B_A MAP_A_STOP STATE_A,95
