correct,example_id,label,model_seed,prediction,split,stage,target,target_margin,template,unrestricted_correct,unrestricted_prediction
1,F1:validation:349,binding,23,17,validation,F1,17,13.728708267211914,reversed,1,17
1,F1:validation:211,binding,23,23,validation,F1,23,11.52693510055542,reversed,1,23
1,F1:validation:512,binding,23,24,validation,F1,24,10.357822895050049,constant_distractor,1,24
1,F1:validation:578,binding,23,18,validation,F1,18,10.794336318969727,canonical,1,18
1,F1:validation:709,binding,23,17,validation,F1,17,13.015146255493164,predicate_distractor,1,17
1,F1:validation:115,binding,23,23,validation,F1,23,13.582737922668457,reversed,1,23
1,F1:validation:549,binding,23,25,validation,F1,25,12.215106964111328,reversed,1,25
1,F1:validation:53,binding,23,21,validation,F1,21,10.82770824432373,canonical,1,21
1,F1:validation:218,binding,23,18,validation,F1,18,12.483078002929688,constant_distractor,1,18
1,F1:validation:469,binding,23,17,validation,F1,17,13.923259735107422,predicate_distractor,1,17
1,F1:validation:428,binding,23,24,validation,F1,24,7.236686706542969,predicate_distractor,1,24
1,F1:validation:518,binding,23,18,validation,F1,18,11.482625007629395,predicate_distractor,1,18
1,F1:validation:598,binding,23,26,validation,F1,26,11.406747817993164,reversed,1,26
1,F1:validation:634,binding,23,26,validation,F1,26,10.11497688293457,canonical,1,26
1,F1:validation:78,binding,23,22,validation,F1,22,9.811071395874023,constant_distractor,1,22
1,F1:validation:238,binding,23,26,validation,F1,26,13.250608444213867,predicate_distractor,1,26
1,F1:validation:138,binding,23,22,validation,F1,22,11.777081966400146,predicate_distractor,1,22
1,F1:validation:249,binding,23,25,validation,F1,25,12.26783800125122,canonical,1,25
1,F1:validation:210,binding,23,22,validation,F1,22,10.440917015075684,reversed,1,22
1,F1:validation:135,binding,23,19,validation,F1,19,14.203324317932129,predicate_distractor,1,19
1,F1:validation:594,binding,23,22,validation,F1,22,10.961371421813965,reversed,1,22
1,F1:validation:223,binding,23,23,validation,F1,23,11.528486251831055,constant_distractor,1,23
1,F1:validation:430,binding,23,26,validation,F1,26,13.675370216369629,predicate_distractor,1,26
1,F1:validation:260,binding,23,24,validation,F1,24,9.787665367126465,reversed,1,24
1,F1:validation:119,binding,23,27,validation,F1,27,11.809151649475098,reversed,1,27
1,F1:validation:179,binding,23,27,validation,F1,27,10.449359893798828,constant_distractor,1,27
1,F1:validation:693,binding,23,25,validation,F1,25,12.787515640258789,reversed,1,25
1,F1:validation:170,binding,23,18,validation,F1,18,9.359529495239258,constant_distractor,1,18
1,F1:validation:75,binding,23,19,validation,F1,19,11.011219501495361,constant_distractor,1,19
1,F1:validation:294,binding,23,22,validation,F1,22,12.019426345825195,canonical,1,22
1,F1:validation:31,binding,23,23,validation,F1,23,9.602059364318848,constant_distractor,1,23
1,F1:validation:6,binding,23,22,validation,F1,22,12.289682388305664,canonical,1,22
1,F1:validation:213,binding,23,25,validation,F1,25,12.338837623596191,reversed,1,25
1,F1:validation:339,binding,23,19,validation,F1,19,14.500432252883911,canonical,1,19
1,F1:validation:372,binding,23,16,validation,F1,16,12.829347610473633,predicate_distractor,1,16
1,F1:validation:356,binding,23,24,validation,F1,24,11.157320976257324,reversed,1,24
1,F1:validation:437,binding,23,21,validation,F1,21,12.03719711303711,canonical,1,21
1,F1:validation:409,binding,23,17,validation,F1,17,12.434906959533691,constant_distractor,1,17
1,F1:validation:502,binding,23,26,validation,F1,26,12.95992660522461,reversed,1,26
1,F1:validation:198,binding,23,22,validation,F1,22,11.173944473266602,canonical,1,22
1,F1:validation:314,binding,23,18,validation,F1,18,12.132451057434082,constant_distractor,1,18
1,F1:validation:618,binding,23,22,validation,F1,22,9.834596633911133,predicate_distractor,1,22
1,F1:validation:762,binding,23,22,validation,F1,22,11.611368179321289,predicate_distractor,1,22
1,F1:validation:144,binding,23,16,validation,F1,16,12.518625259399414,canonical,1,16
1,F1:validation:385,binding,23,17,validation,F1,17,13.095971584320068,canonical,1,17
1,F1:validation:310,binding,23,26,validation,F1,26,12.035844802856445,reversed,1,26
1,F1:validation:360,binding,23,16,validation,F1,16,11.537571430206299,constant_distractor,1,16
1,F1:validation:290,binding,23,18,validation,F1,18,12.448278427124023,canonical,1,18
1,F1:validation:308,binding,23,24,validation,F1,24,10.913982391357422,reversed,1,24
1,F1:validation:106,binding,23,26,validation,F1,26,11.124442100524902,canonical,1,26
1,F1:validation:723,binding,23,19,validation,F1,19,14.26496934890747,canonical,1,19
1,F1:validation:411,binding,23,19,validation,F1,19,10.766632080078125,constant_distractor,1,19
1,F1:validation:707,binding,23,27,validation,F1,27,10.849483489990234,constant_distractor,1,27
1,F1:validation:402,binding,23,22,validation,F1,22,11.978878021240234,reversed,1,22
1,F1:validation:257,binding,23,21,validation,F1,21,11.92381238937378,reversed,1,21
1,F1:validation:335,binding,23,27,validation,F1,27,11.839946746826172,predicate_distractor,1,27
1,F1:validation:244,binding,23,20,validation,F1,20,10.469756126403809,canonical,1,20
1,F1:validation:269,binding,23,21,validation,F1,21,9.96127986907959,constant_distractor,1,21
1,F1:validation:45,binding,23,25,validation,F1,25,11.309784889221191,predicate_distractor,1,25
1,F1:validation:566,binding,23,18,validation,F1,18,11.215351104736328,predicate_distractor,1,18
1,F1:validation:284,binding,23,24,validation,F1,24,9.74760913848877,predicate_distractor,1,24
1,F1:validation:659,binding,23,27,validation,F1,27,10.876462936401367,constant_distractor,1,27
1,F1:validation:77,binding,23,21,validation,F1,21,11.958364963531494,constant_distractor,1,21
1,F1:validation:708,binding,23,16,validation,F1,16,12.759732246398926,predicate_distractor,1,16
1,F1:validation:258,binding,23,22,validation,F1,22,11.387295722961426,reversed,1,22
1,F1:validation:39,binding,23,19,validation,F1,19,11.383674144744873,predicate_distractor,1,19
1,F1:validation:311,binding,23,27,validation,F1,27,11.787989139556885,reversed,1,27
1,F1:validation:180,binding,23,16,validation,F1,16,9.647621154785156,predicate_distractor,1,16
1,F1:validation:343,binding,23,23,validation,F1,23,11.064130306243896,canonical,1,23
1,F1:validation:21,binding,23,25,validation,F1,25,11.989680290222168,reversed,1,25
1,F1:validation:197,binding,23,21,validation,F1,21,12.357132911682129,canonical,1,21
1,F1:validation:528,binding,23,16,validation,F1,16,10.897932052612305,canonical,1,16
1,F1:validation:55,binding,23,23,validation,F1,23,12.402684688568115,canonical,1,23
1,F1:validation:721,binding,23,17,validation,F1,17,12.953766822814941,canonical,1,17
1,F1:validation:330,binding,23,22,validation,F1,22,9.847933769226074,predicate_distractor,1,22
1,F1:validation:529,binding,23,17,validation,F1,17,10.179616451263428,canonical,1,17
1,F1:validation:250,binding,23,26,validation,F1,26,11.542939186096191,canonical,1,26
1,F1:validation:187,binding,23,23,validation,F1,23,11.511821746826172,predicate_distractor,1,23
1,F1:validation:92,binding,23,24,validation,F1,24,10.299798011779785,predicate_distractor,1,24
1,F1:validation:332,binding,23,24,validation,F1,24,10.485607147216797,predicate_distractor,1,24
1,F1:validation:293,binding,23,21,validation,F1,21,10.948314666748047,canonical,1,21
1,F1:validation:71,binding,23,27,validation,F1,27,10.903616905212402,reversed,1,27
1,F1:validation:556,binding,23,20,validation,F1,20,10.841197490692139,constant_distractor,1,20
1,F1:validation:303,binding,23,19,validation,F1,19,10.524372100830078,reversed,1,19
1,F1:validation:340,binding,23,20,validation,F1,20,10.334625244140625,canonical,1,20
1,F1:validation:287,binding,23,27,validation,F1,27,12.386970520019531,predicate_distractor,1,27
1,F1:validation:656,binding,23,24,validation,F1,24,11.622056007385254,constant_distractor,1,24
1,F1:validation:236,binding,23,24,validation,F1,24,11.33647632598877,predicate_distractor,1,24
1,F1:validation:470,binding,23,18,validation,F1,18,11.162419319152832,predicate_distractor,1,18
1,F1:validation:739,binding,23,23,validation,F1,23,11.52693510055542,reversed,1,23
1,F1:validation:591,binding,23,19,validation,F1,19,11.656126022338867,reversed,1,19
1,F1:validation:689,binding,23,21,validation,F1,21,10.406453132629395,reversed,1,21
1,F1:validation:206,binding,23,18,validation,F1,18,10.659676551818848,reversed,1,18
1,F1:validation:680,binding,23,24,validation,F1,24,10.834286212921143,canonical,1,24
1,F1:validation:607,binding,23,23,validation,F1,23,9.944514274597168,constant_distractor,1,23
1,F1:validation:572,binding,23,24,validation,F1,24,8.95465087890625,predicate_distractor,1,24
1,F1:validation:219,binding,23,19,validation,F1,19,11.508010864257812,constant_distractor,1,19
1,F1:validation:652,binding,23,20,validation,F1,20,10.960158824920654,constant_distractor,1,20
1,F1:validation:94,binding,23,26,validation,F1,26,13.65929126739502,predicate_distractor,1,26
1,F1:validation:3,binding,23,19,validation,F1,19,15.61746883392334,canonical,1,19
1,F1:validation:364,binding,23,20,validation,F1,20,9.23733901977539,constant_distractor,1,20
1,F1:validation:615,binding,23,19,validation,F1,19,12.015932083129883,predicate_distractor,1,19
1,F1:validation:120,binding,23,16,validation,F1,16,12.467639923095703,constant_distractor,1,16
1,F1:validation:755,binding,23,27,validation,F1,27,12.007076263427734,constant_distractor,1,27
1,F1:validation:567,binding,23,19,validation,F1,19,6.512862205505371,predicate_distractor,1,19
1,F1:validation:451,binding,23,23,validation,F1,23,12.48965835571289,reversed,1,23
1,F1:validation:352,binding,23,20,validation,F1,20,13.571828365325928,reversed,1,20
1,F1:validation:690,binding,23,22,validation,F1,22,11.52569055557251,reversed,1,22
1,F1:validation:321,binding,23,25,validation,F1,25,11.038301467895508,constant_distractor,1,25
1,F1:validation:344,binding,23,24,validation,F1,24,10.28086805343628,canonical,1,24
1,F1:validation:30,binding,23,22,validation,F1,22,9.48828125,constant_distractor,1,22
1,F1:validation:705,binding,23,25,validation,F1,25,9.95720100402832,constant_distractor,1,25
1,F1:validation:676,binding,23,20,validation,F1,20,11.911093711853027,canonical,1,20
1,F1:validation:619,binding,23,23,validation,F1,23,13.372562408447266,predicate_distractor,1,23
1,F1:validation:242,binding,23,18,validation,F1,18,12.26297664642334,canonical,1,18
1,F1:validation:608,binding,23,24,validation,F1,24,9.451211929321289,constant_distractor,1,24
1,F1:validation:418,binding,23,26,validation,F1,26,12.284526824951172,constant_distractor,1,26
1,F1:validation:487,binding,23,23,validation,F1,23,12.32069206237793,canonical,1,23
1,F1:validation:560,binding,23,24,validation,F1,24,10.849852085113525,constant_distractor,1,24
1,F1:validation:543,binding,23,19,validation,F1,19,12.110046863555908,reversed,1,19
1,F1:validation:91,binding,23,23,validation,F1,23,13.11375904083252,predicate_distractor,1,23
1,F1:validation:715,binding,23,23,validation,F1,23,11.265045166015625,predicate_distractor,1,23
1,F1:validation:635,binding,23,27,validation,F1,27,10.289828300476074,canonical,1,27
1,F1:validation:93,binding,23,25,validation,F1,25,12.625537872314453,predicate_distractor,1,25
1,F1:validation:73,binding,23,17,validation,F1,17,11.103418350219727,constant_distractor,1,17
1,F1:validation:117,binding,23,25,validation,F1,25,12.49155044555664,reversed,1,25
1,F1:validation:553,binding,23,17,validation,F1,17,11.167176246643066,constant_distractor,1,17
1,F1:validation:81,binding,23,25,validation,F1,25,10.155854225158691,constant_distractor,1,25
1,F1:validation:493,binding,23,17,validation,F1,17,13.702463150024414,reversed,1,17
1,F1:validation:620,binding,23,24,validation,F1,24,7.373510360717773,predicate_distractor,1,24
1,F1:validation:666,binding,23,22,validation,F1,22,11.677694320678711,predicate_distractor,1,22
1,F1:validation:412,binding,23,20,validation,F1,20,10.632421493530273,constant_distractor,1,20
1,F1:validation:345,binding,23,25,validation,F1,25,12.13179349899292,canonical,1,25
1,F1:validation:671,binding,23,27,validation,F1,27,12.426567077636719,predicate_distractor,1,27
1,F1:validation:679,binding,23,23,validation,F1,23,11.258381843566895,canonical,1,23
1,F1:validation:70,binding,23,26,validation,F1,26,11.372098922729492,reversed,1,26
1,F1:validation:373,binding,23,17,validation,F1,17,10.57305908203125,predicate_distractor,1,17
1,F1:validation:426,binding,23,22,validation,F1,22,11.30327033996582,predicate_distractor,1,22
1,F1:validation:220,binding,23,20,validation,F1,20,11.118600845336914,constant_distractor,1,20
1,F1:validation:240,binding,23,16,validation,F1,16,12.876174926757812,canonical,1,16
1,F1:validation:214,binding,23,26,validation,F1,26,14.00713586807251,reversed,1,26
1,F1:validation:17,binding,23,21,validation,F1,21,11.287641048431396,reversed,1,21
1,F1:validation:732,binding,23,16,validation,F1,16,10.240957260131836,reversed,1,16
1,F1:validation:262,binding,23,26,validation,F1,26,11.656627655029297,reversed,1,26
1,F1:validation:33,binding,23,25,validation,F1,25,11.100768089294434,constant_distractor,1,25
1,F1:validation:714,binding,23,22,validation,F1,22,12.786012172698975,predicate_distractor,1,22
1,F1:validation:410,binding,23,18,validation,F1,18,9.380407333374023,constant_distractor,1,18
1,F1:validation:554,binding,23,18,validation,F1,18,13.092427253723145,constant_distractor,1,18
1,F1:validation:575,binding,23,27,validation,F1,27,13.094777584075928,predicate_distractor,1,27
1,F1:validation:663,binding,23,19,validation,F1,19,14.112039566040039,predicate_distractor,1,19
1,F1:validation:196,binding,23,20,validation,F1,20,11.798882961273193,canonical,1,20
1,F1:validation:201,binding,23,25,validation,F1,25,11.141822814941406,canonical,1,25
1,F1:validation:382,binding,23,26,validation,F1,26,12.628604888916016,predicate_distractor,1,26
1,F1:validation:720,binding,23,16,validation,F1,16,12.505245208740234,canonical,1,16
1,F1:validation:481,binding,23,17,validation,F1,17,12.156359195709229,canonical,1,17
1,F1:validation:178,binding,23,26,validation,F1,26,9.826020240783691,constant_distractor,1,26
1,F1:validation:417,binding,23,25,validation,F1,25,11.547521591186523,constant_distractor,1,25
1,F1:validation:4,binding,23,20,validation,F1,20,13.081783771514893,canonical,1,20
1,F1:validation:259,binding,23,23,validation,F1,23,15.422838687896729,reversed,1,23
1,F1:validation:672,binding,23,16,validation,F1,16,12.527292251586914,canonical,1,16
1,F1:validation:703,binding,23,23,validation,F1,23,10.228278636932373,constant_distractor,1,23
1,F1:validation:495,binding,23,19,validation,F1,19,11.199041843414307,reversed,1,19
1,F1:validation:74,binding,23,18,validation,F1,18,9.815610885620117,constant_distractor,1,18
1,F1:validation:228,binding,23,16,validation,F1,16,9.700515747070312,predicate_distractor,1,16
1,F1:validation:753,binding,23,25,validation,F1,25,10.482748031616211,constant_distractor,1,25
1,F1:validation:757,binding,23,17,validation,F1,17,13.092392921447754,predicate_distractor,1,17
1,F1:validation:318,binding,23,22,validation,F1,22,10.99405288696289,constant_distractor,1,22
1,F1:validation:651,binding,23,19,validation,F1,19,11.639001846313477,constant_distractor,1,19
1,F1:validation:9,binding,23,25,validation,F1,25,11.759364128112793,canonical,1,25
1,F1:validation:270,binding,23,22,validation,F1,22,10.946109771728516,constant_distractor,1,22
1,F1:validation:255,binding,23,19,validation,F1,19,13.053976058959961,reversed,1,19
1,F1:validation:746,binding,23,18,validation,F1,18,11.869808197021484,constant_distractor,1,18
1,F1:validation:248,binding,23,24,validation,F1,24,11.474215507507324,canonical,1,24
1,F1:validation:333,binding,23,25,validation,F1,25,12.569350242614746,predicate_distractor,1,25
1,F1:validation:69,binding,23,25,validation,F1,25,11.882549285888672,reversed,1,25
1,F1:validation:609,binding,23,25,validation,F1,25,10.02236270904541,constant_distractor,1,25
1,F1:validation:498,binding,23,22,validation,F1,22,11.971761703491211,reversed,1,22
1,F1:validation:168,binding,23,16,validation,F1,16,10.845919609069824,constant_distractor,1,16
1,F1:validation:496,binding,23,20,validation,F1,20,12.63230276107788,reversed,1,20
1,F1:validation:134,binding,23,18,validation,F1,18,12.606396675109863,predicate_distractor,1,18
1,F1:validation:462,binding,23,22,validation,F1,22,9.15909194946289,constant_distractor,1,22
1,F1:validation:0,binding,23,16,validation,F1,16,10.897932052612305,canonical,1,16
1,F1:validation:701,binding,23,21,validation,F1,21,10.721121788024902,constant_distractor,1,21
1,F1:validation:177,binding,23,25,validation,F1,25,9.71550178527832,constant_distractor,1,25
1,F1:validation:397,binding,23,17,validation,F1,17,11.830378532409668,reversed,1,17
1,F1:validation:204,binding,23,16,validation,F1,16,10.216253280639648,reversed,1,16
1,F1:validation:380,binding,23,24,validation,F1,24,10.13370418548584,predicate_distractor,1,24
1,F1:validation:292,binding,23,20,validation,F1,20,10.367537498474121,canonical,1,20
1,F1:validation:285,binding,23,25,validation,F1,25,13.153401851654053,predicate_distractor,1,25
1,F1:validation:58,binding,23,26,validation,F1,26,10.908025741577148,canonical,1,26
1,F1:validation:582,binding,23,22,validation,F1,22,12.818891525268555,canonical,1,22
1,F1:validation:434,binding,23,18,validation,F1,18,11.269614219665527,canonical,1,18
1,F1:validation:716,binding,23,24,validation,F1,24,10.706072330474854,predicate_distractor,1,24
1,F1:validation:665,binding,23,21,validation,F1,21,10.284438133239746,predicate_distractor,1,21
1,F1:validation:286,binding,23,26,validation,F1,26,13.820647239685059,predicate_distractor,1,26
1,F1:validation:404,binding,23,24,validation,F1,24,11.486222267150879,reversed,1,24
1,F1:validation:183,binding,23,19,validation,F1,19,12.619337558746338,predicate_distractor,1,19
1,F1:validation:616,binding,23,20,validation,F1,20,12.92402172088623,predicate_distractor,1,20
1,F1:validation:427,binding,23,23,validation,F1,23,12.268594741821289,predicate_distractor,1,23
1,F1:validation:296,binding,23,24,validation,F1,24,10.935199737548828,canonical,1,24
1,F1:validation:227,binding,23,27,validation,F1,27,12.059001922607422,constant_distractor,1,27
1,F1:validation:644,binding,23,24,validation,F1,24,11.339396476745605,reversed,1,24
1,F1:validation:41,binding,23,21,validation,F1,21,11.996463298797607,predicate_distractor,1,21
1,F1:validation:626,binding,23,18,validation,F1,18,13.19205379486084,canonical,1,18
1,F1:validation:568,binding,23,20,validation,F1,20,9.882898330688477,predicate_distractor,1,20
1,F1:validation:673,binding,23,17,validation,F1,17,13.204603672027588,canonical,1,17
1,F1:validation:192,binding,23,16,validation,F1,16,12.224859237670898,canonical,1,16
1,F1:validation:641,binding,23,21,validation,F1,21,10.994709491729736,reversed,1,21
1,F1:validation:515,binding,23,27,validation,F1,27,10.935014724731445,constant_distractor,1,27
1,F1:validation:685,binding,23,17,validation,F1,17,12.210794925689697,reversed,1,17
1,F1:validation:337,binding,23,17,validation,F1,17,12.371581077575684,canonical,1,17
1,F1:validation:256,binding,23,20,validation,F1,20,12.204931259155273,reversed,1,20
1,F1:validation:101,binding,23,21,validation,F1,21,10.98513126373291,canonical,1,21
1,F1:validation:347,binding,23,27,validation,F1,27,10.156591415405273,canonical,1,27
1,F1:validation:80,binding,23,24,validation,F1,24,9.601415634155273,constant_distractor,1,24
1,F1:validation:678,binding,23,22,validation,F1,22,10.922273635864258,canonical,1,22
1,F1:validation:267,binding,23,19,validation,F1,19,12.29958724975586,constant_distractor,1,19
1,F1:validation:174,binding,23,22,validation,F1,22,10.457406044006348,constant_distractor,1,22
1,F1:validation:307,binding,23,23,validation,F1,23,13.374556541442871,reversed,1,23
1,F1:validation:131,binding,23,27,validation,F1,27,10.902999877929688,constant_distractor,1,27
1,F1:validation:442,binding,23,26,validation,F1,26,11.116873741149902,canonical,1,26
1,F1:validation:185,binding,23,21,validation,F1,21,11.97375774383545,predicate_distractor,1,21
1,F1:validation:319,binding,23,23,validation,F1,23,11.179733276367188,constant_distractor,1,23
1,F1:validation:246,binding,23,22,validation,F1,22,11.158717155456543,canonical,1,22
1,F1:validation:98,binding,23,18,validation,F1,18,13.200167655944824,canonical,1,18
1,F1:validation:391,binding,23,23,validation,F1,23,13.593317985534668,canonical,1,23
1,F1:validation:574,binding,23,26,validation,F1,26,11.751033782958984,predicate_distractor,1,26
1,F1:validation:584,binding,23,24,validation,F1,24,11.575911521911621,canonical,1,24
1,F1:validation:622,binding,23,26,validation,F1,26,13.736166954040527,predicate_distractor,1,26
1,F1:validation:195,binding,23,19,validation,F1,19,14.197906494140625,canonical,1,19
1,F1:validation:583,binding,23,23,validation,F1,23,12.47957468032837,canonical,1,23
1,F1:validation:162,binding,23,22,validation,F1,22,11.52569055557251,reversed,1,22
1,F1:validation:389,binding,23,21,validation,F1,21,10.935603618621826,canonical,1,21
1,F1:validation:450,binding,23,22,validation,F1,22,12.946119785308838,reversed,1,22
1,F1:validation:128,binding,23,24,validation,F1,24,10.48472261428833,constant_distractor,1,24
1,F1:validation:463,binding,23,23,validation,F1,23,10.066676139831543,constant_distractor,1,23
1,F1:validation:431,binding,23,27,validation,F1,27,11.560733795166016,predicate_distractor,1,27
1,F1:validation:182,binding,23,18,validation,F1,18,11.547420501708984,predicate_distractor,1,18
1,F1:validation:89,binding,23,21,validation,F1,21,9.681031227111816,predicate_distractor,1,21
1,F1:validation:436,binding,23,20,validation,F1,20,12.485456466674805,canonical,1,20
1,F1:validation:748,binding,23,20,validation,F1,20,10.840136051177979,constant_distractor,1,20
1,F1:validation:478,binding,23,26,validation,F1,26,13.867654800415039,predicate_distractor,1,26
1,F1:validation:415,binding,23,23,validation,F1,23,11.150873184204102,constant_distractor,1,23
1,F1:validation:447,binding,23,19,validation,F1,19,12.709245681762695,reversed,1,19
1,F1:validation:535,binding,23,23,validation,F1,23,12.412273406982422,canonical,1,23
1,F1:validation:653,binding,23,21,validation,F1,21,10.440875053405762,constant_distractor,1,21
1,F1:validation:464,binding,23,24,validation,F1,24,9.385424613952637,constant_distractor,1,24
1,F1:validation:379,binding,23,23,validation,F1,23,11.380748748779297,predicate_distractor,1,23
1,F1:validation:5,binding,23,21,validation,F1,21,12.362586975097656,canonical,1,21
1,F1:validation:265,binding,23,17,validation,F1,17,9.929483413696289,constant_distractor,1,17
1,F1:validation:562,binding,23,26,validation,F1,26,10.489559173583984,constant_distractor,1,26
1,F1:validation:300,binding,23,16,validation,F1,16,11.485455513000488,reversed,1,16
1,F1:validation:422,binding,23,18,validation,F1,18,13.06365966796875,predicate_distractor,1,18
1,F1:validation:500,binding,23,24,validation,F1,24,11.476491928100586,reversed,1,24
1,F1:validation:491,binding,23,27,validation,F1,27,10.425945281982422,canonical,1,27
1,F1:validation:669,binding,23,25,validation,F1,25,11.041023254394531,predicate_distractor,1,25
1,F1:validation:711,binding,23,19,validation,F1,19,12.511091709136963,predicate_distractor,1,19
1,F1:validation:186,binding,23,22,validation,F1,22,12.674334526062012,predicate_distractor,1,22
1,F1:validation:524,binding,23,24,validation,F1,24,9.449311256408691,predicate_distractor,1,24
1,F1:validation:155,binding,23,27,validation,F1,27,10.23867416381836,canonical,1,27
1,F1:validation:764,binding,23,24,validation,F1,24,11.485664367675781,predicate_distractor,1,24
1,F1:validation:468,binding,23,16,validation,F1,16,10.58660888671875,predicate_distractor,1,16
1,F1:validation:370,binding,23,26,validation,F1,26,10.798574447631836,constant_distractor,1,26
1,F1:validation:365,binding,23,21,validation,F1,21,11.363388061523438,constant_distractor,1,21
1,F1:validation:722,binding,23,18,validation,F1,18,11.702529907226562,canonical,1,18
1,F1:validation:229,binding,23,17,validation,F1,17,13.316396236419678,predicate_distractor,1,17
1,F1:validation:194,binding,23,18,validation,F1,18,11.672800064086914,canonical,1,18
1,F1:validation:253,binding,23,17,validation,F1,17,12.243952751159668,reversed,1,17
1,F1:validation:593,binding,23,21,validation,F1,21,11.283274173736572,reversed,1,21
1,F1:validation:667,binding,23,23,validation,F1,23,13.304941177368164,predicate_distractor,1,23
1,F1:validation:108,binding,23,16,validation,F1,16,11.242371559143066,reversed,1,16
1,F1:validation:56,binding,23,24,validation,F1,24,11.32238483428955,canonical,1,24
1,F1:validation:124,binding,23,20,validation,F1,20,10.780744552612305,constant_distractor,1,20
1,F1:validation:687,binding,23,19,validation,F1,19,12.399154663085938,reversed,1,19
